[{'X': 0.7332475781440735, 'Y': 0.9107006788253784, 'Z': -9.005687752505764e-05}, {'X': 0.6226993203163147, 'Y': 0.8538209199905396, 'Z': -0.012506100349128246}, {'X': 0.5624326467514038, 'Y': 0.7096803188323975, 'Z': -0.006485363468527794}, {'X': 0.5396662354469299, 'Y': 0.5864019393920898, 'Z': -0.015853174030780792}, {'X': 0.5241003036499023, 'Y': 0.49218249320983887, 'Z': -0.016862735152244568}, {'X': 0.642071008682251, 'Y': 0.5624786019325256, 'Z': 0.07647516578435898}, {'X': 0.6275379061698914, 'Y': 0.4285430312156677, 'Z': 0.08547528833150864}, {'X': 0.6179711818695068, 'Y': 0.3486407995223999, 'Z': 0.088619165122509}, {'X': 0.6126251816749573, 'Y': 0.2848774194717407, 'Z': 0.08581161499023438}, {'X': 0.7039154171943665, 'Y': 0.5507601499557495, 'Z': 0.05507955327630043}, {'X': 0.6936002373695374, 'Y': 0.3956315517425537, 'Z': 0.080656498670578}, {'X': 0.6799439787864685, 'Y': 0.30976593494415283, 'Z': 0.07398828864097595}, {'X': 0.673812747001648, 'Y': 0.24040082097053528, 'Z': 0.06786175072193146}, {'X': 0.7588242292404175, 'Y': 0.5619713664054871, 'Z': 0.02371983230113983}, {'X': 0.7630460262298584, 'Y': 0.4157400131225586, 'Z': 0.034229837357997894}, {'X': 0.7592333555221558, 'Y': 0.32669681310653687, 'Z': 0.026885904371738434}, {'X': 0.7565290927886963, 'Y': 0.2492372691631317, 'Z': 0.00879931915551424}, {'X': 0.812600314617157, 'Y': 0.5939332842826843, 'Z': -0.010534599423408508}, {'X': 0.8149727582931519, 'Y': 0.4726032018661499, 'Z': -0.0191503893584013}, {'X': 0.8135004043579102, 'Y': 0.40039384365081787, 'Z': -0.03124758042395115}, {'X': 0.8113468289375305, 'Y': 0.3269958794116974, 'Z': -0.04164933040738106}]
[{'X': 0.7167646288871765, 'Y': 0.9082038998603821, 'Z': -0.00011299333709757775}, {'X': 0.6301931142807007, 'Y': 0.8409805297851562, 'Z': 0.04019870236515999}, {'X': 0.5897566080093384, 'Y': 0.7271724939346313, 'Z': 0.0660107284784317}, {'X': 0.5763334035873413, 'Y': 0.6412616968154907, 'Z': 0.07066470384597778}, {'X': 0.5910565853118896, 'Y': 0.5882894992828369, 'Z': 0.07997841387987137}, {'X': 0.6868829727172852, 'Y': 0.5872130393981934, 'Z': 0.15703782439231873}, {'X': 0.6744845509529114, 'Y': 0.4901321232318878, 'Z': 0.1630251556634903}, {'X': 0.6519263982772827, 'Y': 0.49173304438591003, 'Z': 0.13191770017147064}, {'X': 0.6426152586936951, 'Y': 0.5128276944160461, 'Z': 0.10408827662467957}, {'X': 0.7307326793670654, 'Y': 0.572466254234314, 'Z': 0.11790604144334793}, {'X': 0.7430636286735535, 'Y': 0.44041043519973755, 'Z': 0.16038687527179718}, {'X': 0.7377762794494629, 'Y': 0.3803423047065735, 'Z': 0.16198715567588806}, {'X': 0.7317509055137634, 'Y': 0.33774417638778687, 'Z': 0.15883512794971466}, {'X': 0.7693816423416138, 'Y': 0.5819907784461975, 'Z': 0.06752628087997437}, {'X': 0.7872002720832825, 'Y': 0.45176276564598083, 'Z': 0.09784828871488571}, {'X': 0.7832576036453247, 'Y': 0.38562703132629395, 'Z': 0.10542814433574677}, {'X': 0.7767152190208435, 'Y': 0.3310680389404297, 'Z': 0.10685205459594727}, {'X': 0.8047460317611694, 'Y': 0.6152371764183044, 'Z': 0.013835117220878601}, {'X': 0.8175490498542786, 'Y': 0.511238694190979, 'Z': 0.029710302129387856}, {'X': 0.8175497055053711, 'Y': 0.45496034622192383, 'Z': 0.04551750048995018}, {'X': 0.8158655166625977, 'Y': 0.40162575244903564, 'Z': 0.05605864152312279}]
[{'X': 0.7232317328453064, 'Y': 0.9067476987838745, 'Z': -0.00014203567116055638}, {'X': 0.6335453391075134, 'Y': 0.842055082321167, 'Z': 0.0406942255795002}, {'X': 0.590408980846405, 'Y': 0.7294638752937317, 'Z': 0.06894438713788986}, {'X': 0.5731168985366821, 'Y': 0.6426988840103149, 'Z': 0.0772380381822586}, {'X': 0.5827134251594543, 'Y': 0.5888899564743042, 'Z': 0.0897839143872261}, {'X': 0.6831986904144287, 'Y': 0.5877252221107483, 'Z': 0.15896321833133698}, {'X': 0.6743406057357788, 'Y': 0.4875357747077942, 'Z': 0.17146439850330353}, {'X': 0.6570546627044678, 'Y': 0.4855559468269348, 'Z': 0.14215432107448578}, {'X': 0.6498821377754211, 'Y': 0.505656361579895, 'Z': 0.11641690135002136}, {'X': 0.728007435798645, 'Y': 0.5727660655975342, 'Z': 0.12033258378505707}, {'X': 0.7357860803604126, 'Y': 0.439348042011261, 'Z': 0.16328614950180054}, {'X': 0.7265424728393555, 'Y': 0.38429009914398193, 'Z': 0.16243194043636322}, {'X': 0.7173691391944885, 'Y': 0.3517022728919983, 'Z': 0.15650175511837006}, {'X': 0.7684202790260315, 'Y': 0.5799514651298523, 'Z': 0.07146526128053665}, {'X': 0.7805752754211426, 'Y': 0.4484120309352875, 'Z': 0.10367792844772339}, {'X': 0.7730269432067871, 'Y': 0.3835703730583191, 'Z': 0.10987749695777893}, {'X': 0.7636765837669373, 'Y': 0.33531153202056885, 'Z': 0.10717436671257019}, {'X': 0.8068985939025879, 'Y': 0.6093470454216003, 'Z': 0.019111644476652145}, {'X': 0.8187890648841858, 'Y': 0.5011905431747437, 'Z': 0.038138195872306824}, {'X': 0.8176969885826111, 'Y': 0.44304269552230835, 'Z': 0.0555952712893486}, {'X': 0.8137664794921875, 'Y': 0.38845378160476685, 'Z': 0.06524277478456497}]
[{'X': 0.7214069962501526, 'Y': 0.9093005657196045, 'Z': -0.00013850924733560532}, {'X': 0.6318871974945068, 'Y': 0.8476208448410034, 'Z': 0.030462337657809258}, {'X': 0.5892236828804016, 'Y': 0.7296990752220154, 'Z': 0.0528903566300869}, {'X': 0.5768340826034546, 'Y': 0.6386894583702087, 'Z': 0.058442164212465286}, {'X': 0.5889013409614563, 'Y': 0.5843400359153748, 'Z': 0.07034806907176971}, {'X': 0.6796382069587708, 'Y': 0.5882394909858704, 'Z': 0.1368418186903}, {'X': 0.6706598401069641, 'Y': 0.4901467561721802, 'Z': 0.1403866559267044}, {'X': 0.652145504951477, 'Y': 0.48887068033218384, 'Z': 0.10978788137435913}, {'X': 0.6434952616691589, 'Y': 0.511889636516571, 'Z': 0.08447204530239105}, {'X': 0.7275291085243225, 'Y': 0.5731213092803955, 'Z': 0.10229290276765823}, {'X': 0.7327356338500977, 'Y': 0.44419950246810913, 'Z': 0.1329112946987152}, {'X': 0.7230017781257629, 'Y': 0.3896140456199646, 'Z': 0.12718798220157623}, {'X': 0.7141839861869812, 'Y': 0.36007198691368103, 'Z': 0.12080790102481842}, {'X': 0.7708830833435059, 'Y': 0.5823259949684143, 'Z': 0.057792916893959045}, {'X': 0.7809868454933167, 'Y': 0.4542693495750427, 'Z': 0.07923879474401474}, {'X': 0.7762641310691833, 'Y': 0.38572490215301514, 'Z': 0.08237694203853607}, {'X': 0.7691725492477417, 'Y': 0.3332049250602722, 'Z': 0.08024277538061142}, {'X': 0.8122791647911072, 'Y': 0.6165593266487122, 'Z': 0.010323642753064632}, {'X': 0.8239026665687561, 'Y': 0.5122783780097961, 'Z': 0.02231251262128353}, {'X': 0.8247042894363403, 'Y': 0.45300546288490295, 'Z': 0.03458443284034729}, {'X': 0.8227675557136536, 'Y': 0.39707016944885254, 'Z': 0.04187639802694321}]
[{'X': 0.719285249710083, 'Y': 0.9032621383666992, 'Z': -0.00010134547483175993}, {'X': 0.6317232847213745, 'Y': 0.8390688896179199, 'Z': 0.033475395292043686}, {'X': 0.590316653251648, 'Y': 0.7250357866287231, 'Z': 0.06135466322302818}, {'X': 0.5746914148330688, 'Y': 0.6387151479721069, 'Z': 0.06783035397529602}, {'X': 0.5803592205047607, 'Y': 0.581710159778595, 'Z': 0.08023002743721008}, {'X': 0.6825544834136963, 'Y': 0.5868258476257324, 'Z': 0.15811631083488464}, {'X': 0.6761733889579773, 'Y': 0.4854254126548767, 'Z': 0.17137007415294647}, {'X': 0.6604058146476746, 'Y': 0.46604081988334656, 'Z': 0.14812897145748138}, {'X': 0.652731716632843, 'Y': 0.47234275937080383, 'Z': 0.1257741004228592}, {'X': 0.728476881980896, 'Y': 0.5745353698730469, 'Z': 0.12136110663414001}, {'X': 0.7375304698944092, 'Y': 0.44376683235168457, 'Z': 0.15658952295780182}, {'X': 0.7290661931037903, 'Y': 0.38661491870880127, 'Z': 0.14760173857212067}, {'X': 0.7195981740951538, 'Y': 0.35529273748397827, 'Z': 0.1359933763742447}, {'X': 0.7694318294525146, 'Y': 0.5835824012756348, 'Z': 0.07342830300331116}, {'X': 0.7847537994384766, 'Y': 0.4568248689174652, 'Z': 0.10084132850170135}, {'X': 0.781208872795105, 'Y': 0.3888411521911621, 'Z': 0.09903635829687119}, {'X': 0.7737125158309937, 'Y': 0.3377370536327362, 'Z': 0.09033669531345367}, {'X': 0.8086115717887878, 'Y': 0.6155351996421814, 'Z': 0.02253095433115959}, {'X': 0.8232101202011108, 'Y': 0.5124999284744263, 'Z': 0.03719877451658249}, {'X': 0.8234310746192932, 'Y': 0.45393937826156616, 'Z': 0.04451945796608925}, {'X': 0.819266676902771, 'Y': 0.39933884143829346, 'Z': 0.04716932773590088}]
[{'X': 0.7209324240684509, 'Y': 0.8999471664428711, 'Z': -0.00010192889021709561}, {'X': 0.6310813426971436, 'Y': 0.8363080024719238, 'Z': 0.03316280618309975}, {'X': 0.5892366170883179, 'Y': 0.7205888628959656, 'Z': 0.06464628875255585}, {'X': 0.5757341980934143, 'Y': 0.6333747506141663, 'Z': 0.07541771978139877}, {'X': 0.5783880949020386, 'Y': 0.5776814818382263, 'Z': 0.09203803539276123}, {'X': 0.6801779866218567, 'Y': 0.5853588581085205, 'Z': 0.1579304188489914}, {'X': 0.6758773922920227, 'Y': 0.4853314161300659, 'Z': 0.18029724061489105}, {'X': 0.66176438331604, 'Y': 0.45902925729751587, 'Z': 0.1665824055671692}, {'X': 0.6541784405708313, 'Y': 0.457650363445282, 'Z': 0.14966335892677307}, {'X': 0.7271071076393127, 'Y': 0.5740386247634888, 'Z': 0.1236761137843132}, {'X': 0.7360804080963135, 'Y': 0.44410184025764465, 'Z': 0.16462069749832153}, {'X': 0.7300726175308228, 'Y': 0.38675519824028015, 'Z': 0.16149063408374786}, {'X': 0.722657322883606, 'Y': 0.3545936942100525, 'Z': 0.15324372053146362}, {'X': 0.7684352397918701, 'Y': 0.5822764039039612, 'Z': 0.07905365526676178}, {'X': 0.7824136018753052, 'Y': 0.4576137959957123, 'Z': 0.11136354506015778}, {'X': 0.7795253992080688, 'Y': 0.39251840114593506, 'Z': 0.1151069700717926}, {'X': 0.7733743786811829, 'Y': 0.3446880280971527, 'Z': 0.10857666283845901}, {'X': 0.8087584972381592, 'Y': 0.6116211414337158, 'Z': 0.031220952048897743}, {'X': 0.8219476938247681, 'Y': 0.5088300108909607, 'Z': 0.05048966035246849}, {'X': 0.8222595453262329, 'Y': 0.4529452919960022, 'Z': 0.06160544231534004}, {'X': 0.8197816610336304, 'Y': 0.4022747576236725, 'Z': 0.06491266191005707}]
[{'X': 0.7250460982322693, 'Y': 0.9030839204788208, 'Z': -0.00010490278509678319}, {'X': 0.6333709955215454, 'Y': 0.8385598659515381, 'Z': 0.03422824665904045}, {'X': 0.5896015167236328, 'Y': 0.7184706926345825, 'Z': 0.0662749856710434}, {'X': 0.5777080059051514, 'Y': 0.6281272768974304, 'Z': 0.07774235308170319}, {'X': 0.5752000212669373, 'Y': 0.5715933442115784, 'Z': 0.0939662754535675}, {'X': 0.6827815771102905, 'Y': 0.5833562016487122, 'Z': 0.1583971083164215}, {'X': 0.6834223866462708, 'Y': 0.4825788140296936, 'Z': 0.1885949671268463}, {'X': 0.6734964847564697, 'Y': 0.4444325864315033, 'Z': 0.18505924940109253}, {'X': 0.6672517657279968, 'Y': 0.42847055196762085, 'Z': 0.17396704852581024}, {'X': 0.7301851511001587, 'Y': 0.5703263878822327, 'Z': 0.12490396201610565}, {'X': 0.7404215335845947, 'Y': 0.43889981508255005, 'Z': 0.1658385545015335}, {'X': 0.7355512976646423, 'Y': 0.3757500648498535, 'Z': 0.1651075929403305}, {'X': 0.7281885743141174, 'Y': 0.3375299572944641, 'Z': 0.1571890264749527}, {'X': 0.771422266960144, 'Y': 0.578108549118042, 'Z': 0.0814589411020279}, {'X': 0.785625696182251, 'Y': 0.4515978693962097, 'Z': 0.11178920418024063}, {'X': 0.7806467413902283, 'Y': 0.3876119554042816, 'Z': 0.1137499064207077}, {'X': 0.7715793251991272, 'Y': 0.34484046697616577, 'Z': 0.10530413687229156}, {'X': 0.8120338320732117, 'Y': 0.6062977910041809, 'Z': 0.035400908440351486}, {'X': 0.8233064413070679, 'Y': 0.4996348023414612, 'Z': 0.04977668076753616}, {'X': 0.8225154280662537, 'Y': 0.44373488426208496, 'Z': 0.055403728038072586}, {'X': 0.819713294506073, 'Y': 0.3969144821166992, 'Z': 0.0551765076816082}]
[{'X': 0.7197104692459106, 'Y': 0.8915970325469971, 'Z': -9.383655560668558e-05}, {'X': 0.6325336694717407, 'Y': 0.8348511457443237, 'Z': 0.023610103875398636}, {'X': 0.5898247957229614, 'Y': 0.7207123041152954, 'Z': 0.04919169098138809}, {'X': 0.57564377784729, 'Y': 0.6339664459228516, 'Z': 0.05666915699839592}, {'X': 0.5700483918190002, 'Y': 0.5785953402519226, 'Z': 0.06668738275766373}, {'X': 0.6726656556129456, 'Y': 0.5840498208999634, 'Z': 0.13894043862819672}, {'X': 0.6689806580543518, 'Y': 0.481957346200943, 'Z': 0.1529945731163025}, {'X': 0.6587662100791931, 'Y': 0.4485613703727722, 'Z': 0.12905524671077728}, {'X': 0.6526143550872803, 'Y': 0.43827852606773376, 'Z': 0.1050879955291748}, {'X': 0.7222951650619507, 'Y': 0.5720435380935669, 'Z': 0.10919133573770523}, {'X': 0.7293767929077148, 'Y': 0.44046664237976074, 'Z': 0.13691926002502441}, {'X': 0.7238600850105286, 'Y': 0.3819279074668884, 'Z': 0.11412006616592407}, {'X': 0.7162119150161743, 'Y': 0.35274267196655273, 'Z': 0.08840018510818481}, {'X': 0.766981840133667, 'Y': 0.5820830464363098, 'Z': 0.07041706144809723}, {'X': 0.7785210609436035, 'Y': 0.45736247301101685, 'Z': 0.09259303659200668}, {'X': 0.7764076590538025, 'Y': 0.3938714563846588, 'Z': 0.0764041393995285}, {'X': 0.77103191614151, 'Y': 0.352520227432251, 'Z': 0.05411737784743309}, {'X': 0.8121873140335083, 'Y': 0.6137338876724243, 'Z': 0.030113408342003822}, {'X': 0.8228715658187866, 'Y': 0.5113668441772461, 'Z': 0.04274221509695053}, {'X': 0.8254188895225525, 'Y': 0.4526684582233429, 'Z': 0.039691466838121414}, {'X': 0.8241501450538635, 'Y': 0.39805495738983154, 'Z': 0.031885989010334015}]
[{'X': 0.7222646474838257, 'Y': 0.8887108564376831, 'Z': -0.00010553473111940548}, {'X': 0.6333671808242798, 'Y': 0.8354238271713257, 'Z': 0.025476740673184395}, {'X': 0.5950220823287964, 'Y': 0.7196394801139832, 'Z': 0.05646670237183571}, {'X': 0.5833714008331299, 'Y': 0.6304884552955627, 'Z': 0.07037325948476791}, {'X': 0.5713688731193542, 'Y': 0.5746418833732605, 'Z': 0.08598645776510239}, {'X': 0.6764059662818909, 'Y': 0.584632158279419, 'Z': 0.1355903297662735}, {'X': 0.6721521019935608, 'Y': 0.4889638423919678, 'Z': 0.16361606121063232}, {'X': 0.6614518165588379, 'Y': 0.43821343779563904, 'Z': 0.16325730085372925}, {'X': 0.652179479598999, 'Y': 0.4038107991218567, 'Z': 0.15301500260829926}, {'X': 0.7257925271987915, 'Y': 0.5700374841690063, 'Z': 0.10721386224031448}, {'X': 0.7301883101463318, 'Y': 0.4462105333805084, 'Z': 0.14741851389408112}, {'X': 0.7236083745956421, 'Y': 0.3772180676460266, 'Z': 0.14188973605632782}, {'X': 0.7175601124763489, 'Y': 0.329639196395874, 'Z': 0.12940150499343872}, {'X': 0.7702518105506897, 'Y': 0.5784583687782288, 'Z': 0.06906284391880035}, {'X': 0.7794588804244995, 'Y': 0.45616862177848816, 'Z': 0.09732998162508011}, {'X': 0.7744138240814209, 'Y': 0.3835510015487671, 'Z': 0.09424606710672379}, {'X': 0.7662816643714905, 'Y': 0.32720422744750977, 'Z': 0.08050989359617233}, {'X': 0.8145862221717834, 'Y': 0.6104815602302551, 'Z': 0.028768593445420265}, {'X': 0.8266215324401855, 'Y': 0.511783242225647, 'Z': 0.037276800721883774}, {'X': 0.8273374438285828, 'Y': 0.4515884220600128, 'Z': 0.03502202406525612}, {'X': 0.824663519859314, 'Y': 0.39353978633880615, 'Z': 0.02952934056520462}]
[{'X': 0.7245583534240723, 'Y': 0.8883669376373291, 'Z': -9.976957517210394e-05}, {'X': 0.6362434029579163, 'Y': 0.8354281187057495, 'Z': 0.024486199021339417}, {'X': 0.5959826111793518, 'Y': 0.7182496786117554, 'Z': 0.04922650381922722}, {'X': 0.5826140642166138, 'Y': 0.6242291927337646, 'Z': 0.05600856617093086}, {'X': 0.576471209526062, 'Y': 0.5649855136871338, 'Z': 0.06323853880167007}, {'X': 0.676833987236023, 'Y': 0.5824053883552551, 'Z': 0.12663231790065765}, {'X': 0.6740685105323792, 'Y': 0.47769200801849365, 'Z': 0.15441979467868805}, {'X': 0.6649346947669983, 'Y': 0.4222748279571533, 'Z': 0.15848812460899353}, {'X': 0.6576110124588013, 'Y': 0.3816487789154053, 'Z': 0.15139850974082947}, {'X': 0.7264267802238464, 'Y': 0.5696019530296326, 'Z': 0.09342145174741745}, {'X': 0.7360397577285767, 'Y': 0.43564730882644653, 'Z': 0.12870045006275177}, {'X': 0.7300121784210205, 'Y': 0.36385971307754517, 'Z': 0.12521697580814362}, {'X': 0.7245192527770996, 'Y': 0.3124448359012604, 'Z': 0.11576564610004425}, {'X': 0.771294355392456, 'Y': 0.5802233219146729, 'Z': 0.051865871995687485}, {'X': 0.7851478457450867, 'Y': 0.4504867196083069, 'Z': 0.07579059153795242}, {'X': 0.7805860638618469, 'Y': 0.3754027783870697, 'Z': 0.07197193801403046}, {'X': 0.7735036611557007, 'Y': 0.31492483615875244, 'Z': 0.057942457497119904}, {'X': 0.815610408782959, 'Y': 0.6138073205947876, 'Z': 0.008057975210249424}, {'X': 0.8280186653137207, 'Y': 0.509017288684845, 'Z': 0.013942020013928413}, {'X': 0.829431414604187, 'Y': 0.44503676891326904, 'Z': 0.009747703559696674}, {'X': 0.8286255598068237, 'Y': 0.3839050233364105, 'Z': 0.003208902897313237}]
[{'X': 0.7295937538146973, 'Y': 0.8864461183547974, 'Z': -8.050794713199139e-05}, {'X': 0.6366463303565979, 'Y': 0.8350768089294434, 'Z': 0.01735297217965126}, {'X': 0.5949740409851074, 'Y': 0.7179838418960571, 'Z': 0.04077886417508125}, {'X': 0.5804228186607361, 'Y': 0.6229560971260071, 'Z': 0.04745829105377197}, {'X': 0.5715234875679016, 'Y': 0.5590782761573792, 'Z': 0.05563385412096977}, {'X': 0.6746296882629395, 'Y': 0.579272449016571, 'Z': 0.12211092561483383}, {'X': 0.6712508201599121, 'Y': 0.47150909900665283, 'Z': 0.1470654010772705}, {'X': 0.6645908951759338, 'Y': 0.413502037525177, 'Z': 0.1494862139225006}, {'X': 0.6593897938728333, 'Y': 0.3716554045677185, 'Z': 0.14067909121513367}, {'X': 0.7268336415290833, 'Y': 0.5669226050376892, 'Z': 0.09439082443714142}, {'X': 0.7341187000274658, 'Y': 0.4316478967666626, 'Z': 0.129470095038414}, {'X': 0.7312175631523132, 'Y': 0.35673654079437256, 'Z': 0.12642426788806915}, {'X': 0.7295157313346863, 'Y': 0.3030826449394226, 'Z': 0.11694952845573425}, {'X': 0.7739326357841492, 'Y': 0.5778453946113586, 'Z': 0.05688060075044632}, {'X': 0.7851070165634155, 'Y': 0.4471074640750885, 'Z': 0.08088553696870804}, {'X': 0.7823840975761414, 'Y': 0.37093114852905273, 'Z': 0.07762949168682098}, {'X': 0.7778225541114807, 'Y': 0.30981242656707764, 'Z': 0.06370808184146881}, {'X': 0.820116400718689, 'Y': 0.6120693683624268, 'Z': 0.01686680316925049}, {'X': 0.8282349109649658, 'Y': 0.5082098841667175, 'Z': 0.022737892344594002}, {'X': 0.8286305069923401, 'Y': 0.4449900984764099, 'Z': 0.016753967851400375}, {'X': 0.827419638633728, 'Y': 0.38472437858581543, 'Z': 0.010013609193265438}]
[{'X': 0.7314566969871521, 'Y': 0.8883528709411621, 'Z': -0.00010762218880699947}, {'X': 0.640382707118988, 'Y': 0.8373326063156128, 'Z': 0.009639234282076359}, {'X': 0.5958418846130371, 'Y': 0.7200989127159119, 'Z': 0.02950531803071499}, {'X': 0.582967221736908, 'Y': 0.6219403743743896, 'Z': 0.03628454729914665}, {'X': 0.5778543949127197, 'Y': 0.5619512796401978, 'Z': 0.04760884866118431}, {'X': 0.6735808849334717, 'Y': 0.5862414836883545, 'Z': 0.0983060821890831}, {'X': 0.6626996397972107, 'Y': 0.4761158227920532, 'Z': 0.11954279989004135}, {'X': 0.6533411741256714, 'Y': 0.41362959146499634, 'Z': 0.12164393812417984}, {'X': 0.6460920572280884, 'Y': 0.3628454804420471, 'Z': 0.11391753703355789}, {'X': 0.7266045212745667, 'Y': 0.5735350251197815, 'Z': 0.07518704980611801}, {'X': 0.7273361682891846, 'Y': 0.4372124969959259, 'Z': 0.10454311966896057}, {'X': 0.7207452654838562, 'Y': 0.3623555302619934, 'Z': 0.09701123833656311}, {'X': 0.7171657085418701, 'Y': 0.30425646901130676, 'Z': 0.08439560979604721}, {'X': 0.7740142345428467, 'Y': 0.5840891599655151, 'Z': 0.045378606766462326}, {'X': 0.781474769115448, 'Y': 0.4540010392665863, 'Z': 0.0650871992111206}, {'X': 0.7782649993896484, 'Y': 0.3790994882583618, 'Z': 0.060767557471990585}, {'X': 0.7734633088111877, 'Y': 0.316200852394104, 'Z': 0.04672229290008545}, {'X': 0.8207811713218689, 'Y': 0.6166767477989197, 'Z': 0.012708908878266811}, {'X': 0.8323438167572021, 'Y': 0.5115038752555847, 'Z': 0.017292825505137444}, {'X': 0.8346236348152161, 'Y': 0.44913890957832336, 'Z': 0.012879859656095505}, {'X': 0.8336399793624878, 'Y': 0.38986432552337646, 'Z': 0.007914995774626732}]
[{'X': 0.7347979545593262, 'Y': 0.8913440704345703, 'Z': -8.952648931881413e-05}, {'X': 0.63796067237854, 'Y': 0.8357210755348206, 'Z': 0.02255004271864891}, {'X': 0.5944452881813049, 'Y': 0.7181615829467773, 'Z': 0.04792575538158417}, {'X': 0.5804611444473267, 'Y': 0.6222044229507446, 'Z': 0.058047104626894}, {'X': 0.5726833343505859, 'Y': 0.5617806315422058, 'Z': 0.07104010134935379}, {'X': 0.6721264719963074, 'Y': 0.5844590067863464, 'Z': 0.11469122767448425}, {'X': 0.6645991206169128, 'Y': 0.47446897625923157, 'Z': 0.1401728093624115}, {'X': 0.6566309928894043, 'Y': 0.413423627614975, 'Z': 0.14358998835086823}, {'X': 0.6503015756607056, 'Y': 0.3679947257041931, 'Z': 0.1353141963481903}, {'X': 0.7258199453353882, 'Y': 0.5729609131813049, 'Z': 0.08764458447694778}, {'X': 0.7289971709251404, 'Y': 0.4361587166786194, 'Z': 0.12005925923585892}, {'X': 0.7240142226219177, 'Y': 0.360765278339386, 'Z': 0.11691032350063324}, {'X': 0.7212749123573303, 'Y': 0.3052889108657837, 'Z': 0.1069498062133789}, {'X': 0.7744731903076172, 'Y': 0.5833942294120789, 'Z': 0.053301725536584854}, {'X': 0.7817555665969849, 'Y': 0.4523608088493347, 'Z': 0.07627604156732559}, {'X': 0.7787842154502869, 'Y': 0.3755882680416107, 'Z': 0.0748099535703659}, {'X': 0.7748472094535828, 'Y': 0.31328344345092773, 'Z': 0.06302347779273987}, {'X': 0.8228226900100708, 'Y': 0.6151304841041565, 'Z': 0.017561422660946846}, {'X': 0.8298609256744385, 'Y': 0.5069928765296936, 'Z': 0.021921982988715172}, {'X': 0.8303155303001404, 'Y': 0.44343435764312744, 'Z': 0.018266020342707634}, {'X': 0.8289726972579956, 'Y': 0.38422447443008423, 'Z': 0.01388828456401825}]
[{'X': 0.7318060398101807, 'Y': 0.8898946046829224, 'Z': -0.00012626782699953765}, {'X': 0.6418814659118652, 'Y': 0.8394232392311096, 'Z': 0.00992488581687212}, {'X': 0.5972777009010315, 'Y': 0.72296142578125, 'Z': 0.026019230484962463}, {'X': 0.5845078229904175, 'Y': 0.6238036155700684, 'Z': 0.030964689329266548}, {'X': 0.5819652676582336, 'Y': 0.5640478730201721, 'Z': 0.0401344895362854}, {'X': 0.6762739419937134, 'Y': 0.5815701484680176, 'Z': 0.08693428337574005}, {'X': 0.6662951111793518, 'Y': 0.4700899124145508, 'Z': 0.1056906059384346}, {'X': 0.6557713747024536, 'Y': 0.4076913297176361, 'Z': 0.10729369521141052}, {'X': 0.6470853686332703, 'Y': 0.3592924475669861, 'Z': 0.10065233707427979}, {'X': 0.7289467453956604, 'Y': 0.5690498352050781, 'Z': 0.0653255432844162}, {'X': 0.7309467792510986, 'Y': 0.42926082015037537, 'Z': 0.08984984457492828}, {'X': 0.7250131964683533, 'Y': 0.3558729887008667, 'Z': 0.08424822241067886}, {'X': 0.7213784456253052, 'Y': 0.30047842860221863, 'Z': 0.07448526471853256}, {'X': 0.7753773927688599, 'Y': 0.5809686779975891, 'Z': 0.03854731470346451}, {'X': 0.7835467457771301, 'Y': 0.4479701519012451, 'Z': 0.05333520099520683}, {'X': 0.7812879085540771, 'Y': 0.37347644567489624, 'Z': 0.048686131834983826}, {'X': 0.7774252891540527, 'Y': 0.31105661392211914, 'Z': 0.03678716719150543}, {'X': 0.8209409713745117, 'Y': 0.6163635849952698, 'Z': 0.0105692557990551}, {'X': 0.8330644369125366, 'Y': 0.5097935795783997, 'Z': 0.010451113805174828}, {'X': 0.837035596370697, 'Y': 0.44600242376327515, 'Z': 0.005443837959319353}, {'X': 0.8380498290061951, 'Y': 0.38332152366638184, 'Z': 0.0024679319467395544}]
