[{'X': 0.6186809539794922, 'Y': 0.827722430229187, 'Z': -7.038978219497949e-05}, {'X': 0.5653101205825806, 'Y': 0.8091723322868347, 'Z': 0.013108589686453342}, {'X': 0.5355050563812256, 'Y': 0.7451841831207275, 'Z': 0.02098703384399414}, {'X': 0.519005298614502, 'Y': 0.6951281428337097, 'Z': 0.022133469581604004}, {'X': 0.4992443323135376, 'Y': 0.6724584102630615, 'Z': 0.020446160808205605}, {'X': 0.570125162601471, 'Y': 0.6153370141983032, 'Z': 0.033275146037340164}, {'X': 0.5653277635574341, 'Y': 0.5243269205093384, 'Z': 0.035287488251924515}, {'X': 0.5578548908233643, 'Y': 0.46673810482025146, 'Z': 0.024640604853630066}, {'X': 0.5486751794815063, 'Y': 0.4204156696796417, 'Z': 0.012202557176351547}, {'X': 0.5990205407142639, 'Y': 0.601447582244873, 'Z': 0.014056289568543434}, {'X': 0.5937034487724304, 'Y': 0.5034887790679932, 'Z': 0.015143027529120445}, {'X': 0.5825958251953125, 'Y': 0.4348209500312805, 'Z': -0.001103850663639605}, {'X': 0.5704727172851562, 'Y': 0.3810952603816986, 'Z': -0.01521560549736023}, {'X': 0.6273415088653564, 'Y': 0.6054596304893494, 'Z': -0.007267830893397331}, {'X': 0.6231893301010132, 'Y': 0.5063402652740479, 'Z': -0.009379486553370953}, {'X': 0.614036500453949, 'Y': 0.44172561168670654, 'Z': -0.021087268367409706}, {'X': 0.6031201481819153, 'Y': 0.38899314403533936, 'Z': -0.03317798301577568}, {'X': 0.6580392718315125, 'Y': 0.6287072896957397, 'Z': -0.029109645634889603}, {'X': 0.6692342758178711, 'Y': 0.5446686744689941, 'Z': -0.03589172288775444}, {'X': 0.6722568273544312, 'Y': 0.4862363338470459, 'Z': -0.0447625070810318}, {'X': 0.6701287627220154, 'Y': 0.42929792404174805, 'Z': -0.05093027278780937}]
[{'X': 0.617641806602478, 'Y': 0.8302094340324402, 'Z': -7.728615310043097e-05}, {'X': 0.5631589889526367, 'Y': 0.8090525269508362, 'Z': 0.0070047201588749886}, {'X': 0.5331642031669617, 'Y': 0.7455565929412842, 'Z': 0.014191989786922932}, {'X': 0.5162839293479919, 'Y': 0.6965253353118896, 'Z': 0.015023250132799149}, {'X': 0.49859100580215454, 'Y': 0.6814587712287903, 'Z': 0.01298675499856472}, {'X': 0.5658197402954102, 'Y': 0.6148853898048401, 'Z': 0.029803158715367317}, {'X': 0.5626527070999146, 'Y': 0.525378942489624, 'Z': 0.03438321501016617}, {'X': 0.5608016848564148, 'Y': 0.468926340341568, 'Z': 0.02559485286474228}, {'X': 0.559503972530365, 'Y': 0.42287248373031616, 'Z': 0.015513516031205654}, {'X': 0.5949457883834839, 'Y': 0.602015495300293, 'Z': 0.014878073707222939}, {'X': 0.5909276604652405, 'Y': 0.4991489052772522, 'Z': 0.020005537196993828}, {'X': 0.5851821303367615, 'Y': 0.431563138961792, 'Z': 0.008103711530566216}, {'X': 0.5806174278259277, 'Y': 0.37801021337509155, 'Z': -0.0031192053575068712}, {'X': 0.6228442788124084, 'Y': 0.6050985455513, 'Z': -0.002681330544874072}, {'X': 0.621160626411438, 'Y': 0.5036830306053162, 'Z': -0.0020466232672333717}, {'X': 0.616653323173523, 'Y': 0.4395886957645416, 'Z': -0.011552320793271065}, {'X': 0.6119184494018555, 'Y': 0.38675472140312195, 'Z': -0.020502205938100815}, {'X': 0.6524309515953064, 'Y': 0.6265207529067993, 'Z': -0.021930202841758728}, {'X': 0.6627904176712036, 'Y': 0.5448964834213257, 'Z': -0.026696447283029556}, {'X': 0.6674702167510986, 'Y': 0.49245473742485046, 'Z': -0.03121146559715271}, {'X': 0.669671356678009, 'Y': 0.4435548782348633, 'Z': -0.03220082446932793}]
[{'X': 0.6162261962890625, 'Y': 0.8244467973709106, 'Z': -8.871791214914992e-05}, {'X': 0.5627738237380981, 'Y': 0.805248498916626, 'Z': 0.014206986874341965}, {'X': 0.5335074067115784, 'Y': 0.7428887486457825, 'Z': 0.028514439240098}, {'X': 0.516552209854126, 'Y': 0.69556725025177, 'Z': 0.035426948219537735}, {'X': 0.49986299872398376, 'Y': 0.6800878643989563, 'Z': 0.03913380578160286}, {'X': 0.5671060681343079, 'Y': 0.6123575568199158, 'Z': 0.046655017882585526}, {'X': 0.5642406344413757, 'Y': 0.5214542150497437, 'Z': 0.05731210857629776}, {'X': 0.562294065952301, 'Y': 0.4620468318462372, 'Z': 0.052454009652137756}, {'X': 0.5604294538497925, 'Y': 0.4173668622970581, 'Z': 0.04430224001407623}, {'X': 0.5944469571113586, 'Y': 0.5998873710632324, 'Z': 0.03002222254872322}, {'X': 0.5891149044036865, 'Y': 0.4986337721347809, 'Z': 0.04151831194758415}, {'X': 0.5825008749961853, 'Y': 0.43066126108169556, 'Z': 0.030951203778386116}, {'X': 0.5774675011634827, 'Y': 0.3802585303783417, 'Z': 0.01995507813990116}, {'X': 0.6216915845870972, 'Y': 0.6032698154449463, 'Z': 0.010491417720913887}, {'X': 0.6185627579689026, 'Y': 0.5016753077507019, 'Z': 0.014339626766741276}, {'X': 0.6132213473320007, 'Y': 0.43739908933639526, 'Z': 0.0041132764890789986}, {'X': 0.6079630255699158, 'Y': 0.38733935356140137, 'Z': -0.0038209992926567793}, {'X': 0.6509623527526855, 'Y': 0.6245197057723999, 'Z': -0.009984905831515789}, {'X': 0.6631130576133728, 'Y': 0.5434780716896057, 'Z': -0.015013359487056732}, {'X': 0.6681835055351257, 'Y': 0.49107033014297485, 'Z': -0.020306121557950974}, {'X': 0.6704006791114807, 'Y': 0.44416528940200806, 'Z': -0.022310446947813034}]
[{'X': 0.6163159608840942, 'Y': 0.8207036256790161, 'Z': -6.19341226411052e-05}, {'X': 0.5628747344017029, 'Y': 0.8019936680793762, 'Z': 0.010814612731337547}, {'X': 0.5338123440742493, 'Y': 0.7438583374023438, 'Z': 0.020433833822607994}, {'X': 0.5172731876373291, 'Y': 0.6962993741035461, 'Z': 0.02284199371933937}, {'X': 0.5007179975509644, 'Y': 0.677696704864502, 'Z': 0.02234782464802265}, {'X': 0.5657309889793396, 'Y': 0.6114447712898254, 'Z': 0.03810593858361244}, {'X': 0.5629652738571167, 'Y': 0.5226630568504333, 'Z': 0.04656374454498291}, {'X': 0.5609807372093201, 'Y': 0.4654293954372406, 'Z': 0.03950408473610878}, {'X': 0.5592592358589172, 'Y': 0.4206545948982239, 'Z': 0.03019344061613083}, {'X': 0.5937420129776001, 'Y': 0.5988040566444397, 'Z': 0.022208962589502335}, {'X': 0.5898382663726807, 'Y': 0.49696338176727295, 'Z': 0.029628146439790726}, {'X': 0.5845653414726257, 'Y': 0.43004700541496277, 'Z': 0.017693711444735527}, {'X': 0.5805495977401733, 'Y': 0.3776850700378418, 'Z': 0.006220921874046326}, {'X': 0.6210771799087524, 'Y': 0.6027536988258362, 'Z': 0.004462381359189749}, {'X': 0.6188512444496155, 'Y': 0.5021429061889648, 'Z': 0.006610386073589325}, {'X': 0.6142831444740295, 'Y': 0.4384368062019348, 'Z': -0.00246204761788249}, {'X': 0.6095994710922241, 'Y': 0.3867587745189667, 'Z': -0.011209496296942234}, {'X': 0.650697648525238, 'Y': 0.6243926882743835, 'Z': -0.015123718418180943}, {'X': 0.6617591381072998, 'Y': 0.5443331003189087, 'Z': -0.018700961023569107}, {'X': 0.6667298674583435, 'Y': 0.49169135093688965, 'Z': -0.023843007162213326}, {'X': 0.6691862344741821, 'Y': 0.4426509141921997, 'Z': -0.025455357506871223}]
[{'X': 0.6154495477676392, 'Y': 0.8238576650619507, 'Z': -7.506510883104056e-05}, {'X': 0.5627112984657288, 'Y': 0.806448221206665, 'Z': 0.009780940599739552}, {'X': 0.5347999930381775, 'Y': 0.7475213408470154, 'Z': 0.015978077426552773}, {'X': 0.5184669494628906, 'Y': 0.7011629343032837, 'Z': 0.014576101675629616}, {'X': 0.5019596815109253, 'Y': 0.6807660460472107, 'Z': 0.009809154085814953}, {'X': 0.5662018060684204, 'Y': 0.6144315004348755, 'Z': 0.03355338051915169}, {'X': 0.5632496476173401, 'Y': 0.5266293287277222, 'Z': 0.03978951647877693}, {'X': 0.5607396960258484, 'Y': 0.46928542852401733, 'Z': 0.03041086532175541}, {'X': 0.5585061311721802, 'Y': 0.4211721122264862, 'Z': 0.019008398056030273}, {'X': 0.5941593050956726, 'Y': 0.6014689803123474, 'Z': 0.01698322407901287}, {'X': 0.589902400970459, 'Y': 0.5024123787879944, 'Z': 0.02282848209142685}, {'X': 0.5828783512115479, 'Y': 0.433597594499588, 'Z': 0.009861139580607414}, {'X': 0.5770148038864136, 'Y': 0.3766327202320099, 'Z': -0.002564622787758708}, {'X': 0.6211857795715332, 'Y': 0.6052237153053284, 'Z': -0.0015565318753942847}, {'X': 0.6188752055168152, 'Y': 0.5055416226387024, 'Z': -0.0005160124856047332}, {'X': 0.6137141585350037, 'Y': 0.44123995304107666, 'Z': -0.008425756357610226}, {'X': 0.6079530119895935, 'Y': 0.38753649592399597, 'Z': -0.01882293075323105}, {'X': 0.6504907608032227, 'Y': 0.6277661919593811, 'Z': -0.02224498800933361}, {'X': 0.6625223159790039, 'Y': 0.5471996665000916, 'Z': -0.026719126850366592}, {'X': 0.6682232022285461, 'Y': 0.4926321804523468, 'Z': -0.03240104764699936}, {'X': 0.670957088470459, 'Y': 0.44095590710639954, 'Z': -0.03571231663227081}]
[{'X': 0.6163426041603088, 'Y': 0.830195426940918, 'Z': -8.231325045926496e-05}, {'X': 0.5632392764091492, 'Y': 0.810155987739563, 'Z': 0.013727677054703236}, {'X': 0.5331566333770752, 'Y': 0.7476288080215454, 'Z': 0.024678926914930344}, {'X': 0.5153167843818665, 'Y': 0.6985265016555786, 'Z': 0.028220806270837784}, {'X': 0.4977642297744751, 'Y': 0.6819000244140625, 'Z': 0.02879108488559723}, {'X': 0.5656149983406067, 'Y': 0.6131523251533508, 'Z': 0.042070358991622925}, {'X': 0.5616298913955688, 'Y': 0.5230657458305359, 'Z': 0.051037244498729706}, {'X': 0.5592403411865234, 'Y': 0.46584758162498474, 'Z': 0.0437285341322422}, {'X': 0.5567704439163208, 'Y': 0.42147231101989746, 'Z': 0.03416633978486061}, {'X': 0.5943577289581299, 'Y': 0.6001687049865723, 'Z': 0.024925027042627335}, {'X': 0.5888795852661133, 'Y': 0.4980829358100891, 'Z': 0.03543536737561226}, {'X': 0.5817072987556458, 'Y': 0.43401241302490234, 'Z': 0.024327773600816727}, {'X': 0.576378583908081, 'Y': 0.38440534472465515, 'Z': 0.012800674885511398}, {'X': 0.6222250461578369, 'Y': 0.6032459735870361, 'Z': 0.005238048732280731}, {'X': 0.61915522813797, 'Y': 0.5013550519943237, 'Z': 0.009327850304543972}, {'X': 0.6124604344367981, 'Y': 0.4400341510772705, 'Z': -8.762052311794832e-05}, {'X': 0.6057466268539429, 'Y': 0.3906172811985016, 'Z': -0.008795996196568012}, {'X': 0.6519068479537964, 'Y': 0.6246840357780457, 'Z': -0.015778085216879845}, {'X': 0.6638088226318359, 'Y': 0.5432160496711731, 'Z': -0.019488513469696045}, {'X': 0.6687296628952026, 'Y': 0.4901871979236603, 'Z': -0.024748744443058968}, {'X': 0.6706213355064392, 'Y': 0.4405025839805603, 'Z': -0.026770323514938354}]
[{'X': 0.6154890060424805, 'Y': 0.8275279998779297, 'Z': -6.871469668112695e-05}, {'X': 0.5625938177108765, 'Y': 0.8068000078201294, 'Z': 0.01213828381150961}, {'X': 0.5331164002418518, 'Y': 0.7440516948699951, 'Z': 0.023734580725431442}, {'X': 0.5161715745925903, 'Y': 0.6946150064468384, 'Z': 0.02740706503391266}, {'X': 0.5003201365470886, 'Y': 0.6770734190940857, 'Z': 0.02740515023469925}, {'X': 0.5670599341392517, 'Y': 0.6155118346214294, 'Z': 0.04477568343281746}, {'X': 0.5628103017807007, 'Y': 0.5265198945999146, 'Z': 0.053067926317453384}, {'X': 0.5598980784416199, 'Y': 0.4688766598701477, 'Z': 0.0455530546605587}, {'X': 0.556681752204895, 'Y': 0.42499542236328125, 'Z': 0.03601086512207985}, {'X': 0.5935306549072266, 'Y': 0.6036936044692993, 'Z': 0.02710244432091713}, {'X': 0.5874528884887695, 'Y': 0.5019391775131226, 'Z': 0.03567609563469887}, {'X': 0.5798453688621521, 'Y': 0.436514675617218, 'Z': 0.021842049434781075}, {'X': 0.5741943717002869, 'Y': 0.3866629898548126, 'Z': 0.00843572337180376}, {'X': 0.6202751994132996, 'Y': 0.6074609160423279, 'Z': 0.006331553682684898}, {'X': 0.6162393689155579, 'Y': 0.5053907036781311, 'Z': 0.008252969942986965}, {'X': 0.6093289256095886, 'Y': 0.4421560764312744, 'Z': -0.004096608143299818}, {'X': 0.6027056574821472, 'Y': 0.39170214533805847, 'Z': -0.014838989824056625}, {'X': 0.6495134830474854, 'Y': 0.6286198496818542, 'Z': -0.016026539728045464}, {'X': 0.6616893410682678, 'Y': 0.5479427576065063, 'Z': -0.02172229252755642}, {'X': 0.6664278507232666, 'Y': 0.49458175897598267, 'Z': -0.028242316097021103}, {'X': 0.6683201193809509, 'Y': 0.44507819414138794, 'Z': -0.03236773610115051}]
[{'X': 0.6111075282096863, 'Y': 0.8243634700775146, 'Z': -6.692676106467843e-05}, {'X': 0.5587673783302307, 'Y': 0.8067741990089417, 'Z': 0.013928062282502651}, {'X': 0.530576765537262, 'Y': 0.7426391839981079, 'Z': 0.02667498216032982}, {'X': 0.5145394802093506, 'Y': 0.6952776312828064, 'Z': 0.031224975362420082}, {'X': 0.49727314710617065, 'Y': 0.6805625557899475, 'Z': 0.03253556042909622}, {'X': 0.5651874542236328, 'Y': 0.6143425107002258, 'Z': 0.04509875923395157}, {'X': 0.5617376565933228, 'Y': 0.5272455215454102, 'Z': 0.05268494412302971}, {'X': 0.5581200122833252, 'Y': 0.4715195894241333, 'Z': 0.04538950324058533}, {'X': 0.5542285442352295, 'Y': 0.42820829153060913, 'Z': 0.03615541383624077}, {'X': 0.5926125645637512, 'Y': 0.6012540459632874, 'Z': 0.026738880202174187}, {'X': 0.5876451730728149, 'Y': 0.5033649206161499, 'Z': 0.03545590862631798}, {'X': 0.5796691179275513, 'Y': 0.4372272789478302, 'Z': 0.022311804816126823}, {'X': 0.5730887651443481, 'Y': 0.38675376772880554, 'Z': 0.010159638710319996}, {'X': 0.6197028160095215, 'Y': 0.604853093624115, 'Z': 0.005493900738656521}, {'X': 0.6165956258773804, 'Y': 0.5066422820091248, 'Z': 0.007464875001460314}, {'X': 0.6096194982528687, 'Y': 0.4440348744392395, 'Z': -0.003955994267016649}, {'X': 0.602513313293457, 'Y': 0.39322641491889954, 'Z': -0.01412265282124281}, {'X': 0.6494320631027222, 'Y': 0.6265592575073242, 'Z': -0.016734853386878967}, {'X': 0.6604682803153992, 'Y': 0.5459423661231995, 'Z': -0.023030675947666168}, {'X': 0.6640384793281555, 'Y': 0.49204689264297485, 'Z': -0.029927555471658707}, {'X': 0.6643491983413696, 'Y': 0.4424580931663513, 'Z': -0.033200833946466446}]
[{'X': 0.6133903861045837, 'Y': 0.8285602927207947, 'Z': -8.576995605835691e-05}, {'X': 0.5621351003646851, 'Y': 0.812114417552948, 'Z': 0.005973769351840019}, {'X': 0.5321149826049805, 'Y': 0.7485858201980591, 'Z': 0.013173550367355347}, {'X': 0.5150953531265259, 'Y': 0.6999831199645996, 'Z': 0.013375687412917614}, {'X': 0.49810612201690674, 'Y': 0.6838569045066833, 'Z': 0.010852034203708172}, {'X': 0.5650299191474915, 'Y': 0.6156500577926636, 'Z': 0.03523406386375427}, {'X': 0.5603581666946411, 'Y': 0.5276914238929749, 'Z': 0.03967779502272606}, {'X': 0.5576068162918091, 'Y': 0.4715648889541626, 'Z': 0.031148238107562065}, {'X': 0.5545092821121216, 'Y': 0.4270293116569519, 'Z': 0.021036537364125252}, {'X': 0.5927944779396057, 'Y': 0.6029327511787415, 'Z': 0.01878201961517334}, {'X': 0.5870170593261719, 'Y': 0.5036919116973877, 'Z': 0.02446705289185047}, {'X': 0.5796118974685669, 'Y': 0.4376649260520935, 'Z': 0.008983849547803402}, {'X': 0.5737561583518982, 'Y': 0.38667136430740356, 'Z': -0.005087185185402632}, {'X': 0.6203331351280212, 'Y': 0.6065159440040588, 'Z': -0.0010302847949787974}, {'X': 0.6164122819900513, 'Y': 0.5060316324234009, 'Z': -0.0016439073951914907}, {'X': 0.6096310615539551, 'Y': 0.44327542185783386, 'Z': -0.01548838708549738}, {'X': 0.6028037071228027, 'Y': 0.39231249690055847, 'Z': -0.027161167934536934}, {'X': 0.6502159833908081, 'Y': 0.6280468106269836, 'Z': -0.022379441186785698}, {'X': 0.6603017449378967, 'Y': 0.5471862554550171, 'Z': -0.030597545206546783}, {'X': 0.6639778017997742, 'Y': 0.49331414699554443, 'Z': -0.039068255573511124}, {'X': 0.6640923023223877, 'Y': 0.4442550539970398, 'Z': -0.044298071414232254}]
[{'X': 0.6130436062812805, 'Y': 0.8229126930236816, 'Z': -5.535683158086613e-05}, {'X': 0.5603265166282654, 'Y': 0.8042672872543335, 'Z': 0.012927592732012272}, {'X': 0.5321634411811829, 'Y': 0.7428869009017944, 'Z': 0.023940956220030785}, {'X': 0.51622074842453, 'Y': 0.6939906477928162, 'Z': 0.027234859764575958}, {'X': 0.49920737743377686, 'Y': 0.6737403869628906, 'Z': 0.02760438248515129}, {'X': 0.5665494203567505, 'Y': 0.6168245077133179, 'Z': 0.04611324146389961}, {'X': 0.5621412992477417, 'Y': 0.5284114480018616, 'Z': 0.05286412313580513}, {'X': 0.5581161379814148, 'Y': 0.4717629849910736, 'Z': 0.04370138421654701}, {'X': 0.5538429617881775, 'Y': 0.4271954298019409, 'Z': 0.03321558237075806}, {'X': 0.593241274356842, 'Y': 0.6033880710601807, 'Z': 0.027335986495018005}, {'X': 0.588380753993988, 'Y': 0.5036276578903198, 'Z': 0.03425944596529007}, {'X': 0.5801000595092773, 'Y': 0.4378126859664917, 'Z': 0.01955934800207615}, {'X': 0.5729151368141174, 'Y': 0.3875633180141449, 'Z': 0.006024138070642948}, {'X': 0.620145857334137, 'Y': 0.606140673160553, 'Z': 0.005375102628022432}, {'X': 0.6169971823692322, 'Y': 0.5060362815856934, 'Z': 0.006698104552924633}, {'X': 0.6101689338684082, 'Y': 0.44339263439178467, 'Z': -0.005424750968813896}, {'X': 0.6024844646453857, 'Y': 0.3932879567146301, 'Z': -0.016248686239123344}, {'X': 0.6495940089225769, 'Y': 0.6269767880439758, 'Z': -0.01791614107787609}, {'X': 0.6610390543937683, 'Y': 0.5458636283874512, 'Z': -0.024391748011112213}, {'X': 0.6647641062736511, 'Y': 0.49231642484664917, 'Z': -0.03163187950849533}, {'X': 0.664706826210022, 'Y': 0.44387784600257874, 'Z': -0.035100728273391724}]
[{'X': 0.6151849031448364, 'Y': 0.82883220911026, 'Z': -6.983241473790258e-05}, {'X': 0.5610552430152893, 'Y': 0.8129600286483765, 'Z': 0.01239421870559454}, {'X': 0.5316399931907654, 'Y': 0.7510505318641663, 'Z': 0.024979474022984505}, {'X': 0.5151736736297607, 'Y': 0.7033422589302063, 'Z': 0.02984774112701416}, {'X': 0.4978168308734894, 'Y': 0.687153697013855, 'Z': 0.03218817338347435}, {'X': 0.5635625720024109, 'Y': 0.6191135048866272, 'Z': 0.04621654748916626}, {'X': 0.5605242252349854, 'Y': 0.5299170613288879, 'Z': 0.05348719656467438}, {'X': 0.5574691295623779, 'Y': 0.4733507037162781, 'Z': 0.046666618436574936}, {'X': 0.5535825490951538, 'Y': 0.4303392171859741, 'Z': 0.03791895881295204}, {'X': 0.5922822952270508, 'Y': 0.6040998101234436, 'Z': 0.029626773670315742}, {'X': 0.588664174079895, 'Y': 0.5028783082962036, 'Z': 0.03963479399681091}, {'X': 0.58051997423172, 'Y': 0.43631845712661743, 'Z': 0.027637260034680367}, {'X': 0.5734598636627197, 'Y': 0.38592877984046936, 'Z': 0.016387203708291054}, {'X': 0.6201105713844299, 'Y': 0.606179416179657, 'Z': 0.00973681639879942}, {'X': 0.6185837984085083, 'Y': 0.5065814256668091, 'Z': 0.013330241665244102}, {'X': 0.611794114112854, 'Y': 0.44475996494293213, 'Z': 0.002352363895624876}, {'X': 0.6045709252357483, 'Y': 0.3952206075191498, 'Z': -0.006452594883739948}, {'X': 0.6500194072723389, 'Y': 0.6262466311454773, 'Z': -0.010763876140117645}, {'X': 0.6602358818054199, 'Y': 0.5465869307518005, 'Z': -0.015148771926760674}, {'X': 0.6640206575393677, 'Y': 0.4939778745174408, 'Z': -0.021367376670241356}, {'X': 0.6640877723693848, 'Y': 0.4467020332813263, 'Z': -0.023385748267173767}]
