[{'X': 0.5953192710876465, 'Y': 0.6875101327896118, 'Z': -1.0738963283074554e-05}, {'X': 0.5576320886611938, 'Y': 0.6936049461364746, 'Z': 0.0141278812661767}, {'X': 0.5332663059234619, 'Y': 0.6554431915283203, 'Z': 0.025786595419049263}, {'X': 0.5238436460494995, 'Y': 0.6202778816223145, 'Z': 0.0278719924390316}, {'X': 0.5211739540100098, 'Y': 0.5901156663894653, 'Z': 0.032977331429719925}, {'X': 0.5433903932571411, 'Y': 0.599419355392456, 'Z': 0.058482587337493896}, {'X': 0.5247758030891418, 'Y': 0.5697386264801025, 'Z': 0.04784290865063667}, {'X': 0.5090072751045227, 'Y': 0.5819777250289917, 'Z': 0.03222891688346863}, {'X': 0.49798280000686646, 'Y': 0.6039668321609497, 'Z': 0.019104069098830223}, {'X': 0.5551972985267639, 'Y': 0.5849884152412415, 'Z': 0.04342088848352432}, {'X': 0.52925705909729, 'Y': 0.5536543726921082, 'Z': 0.02842424251139164}, {'X': 0.5119547247886658, 'Y': 0.5852303504943848, 'Z': 0.004479485563933849}, {'X': 0.5036184787750244, 'Y': 0.6221528649330139, 'Z': -0.008473691530525684}, {'X': 0.5700172781944275, 'Y': 0.5749872326850891, 'Z': 0.02471214160323143}, {'X': 0.5415716171264648, 'Y': 0.5490399599075317, 'Z': 0.00783618912100792}, {'X': 0.5290669202804565, 'Y': 0.5897020101547241, 'Z': -0.0100982915610075}, {'X': 0.5264010429382324, 'Y': 0.628429114818573, 'Z': -0.016807574778795242}, {'X': 0.5858413577079773, 'Y': 0.5667994618415833, 'Z': 0.006464944686740637}, {'X': 0.5577002167701721, 'Y': 0.5501846075057983, 'Z': -0.007556474767625332}, {'X': 0.5449210405349731, 'Y': 0.5798365473747253, 'Z': -0.01661301963031292}, {'X': 0.5403035283088684, 'Y': 0.6087937951087952, 'Z': -0.020663559436798096}]
[{'X': 0.6878266334533691, 'Y': 0.6683270931243896, 'Z': -4.447553874342702e-05}, {'X': 0.6356008648872375, 'Y': 0.6741999387741089, 'Z': -0.04148222878575325}, {'X': 0.5951852202415466, 'Y': 0.6314696073532104, 'Z': -0.07117338478565216}, {'X': 0.5652652382850647, 'Y': 0.5855892300605774, 'Z': -0.10166861116886139}, {'X': 0.529042661190033, 'Y': 0.5624160170555115, 'Z': -0.13373267650604248}, {'X': 0.6159277558326721, 'Y': 0.4874599575996399, 'Z': -0.06362038850784302}, {'X': 0.5955541133880615, 'Y': 0.3968821167945862, 'Z': -0.09349427372217178}, {'X': 0.5829936265945435, 'Y': 0.3423090875148773, 'Z': -0.1137632504105568}, {'X': 0.5717955827713013, 'Y': 0.29321184754371643, 'Z': -0.12809167802333832}, {'X': 0.6505372524261475, 'Y': 0.46760839223861694, 'Z': -0.06495649367570877}, {'X': 0.6382163763046265, 'Y': 0.3602544963359833, 'Z': -0.09220077842473984}, {'X': 0.6303662657737732, 'Y': 0.291756272315979, 'Z': -0.12008987367153168}, {'X': 0.624282717704773, 'Y': 0.22824347019195557, 'Z': -0.13989640772342682}, {'X': 0.6843486428260803, 'Y': 0.47252321243286133, 'Z': -0.06893327832221985}, {'X': 0.6813809871673584, 'Y': 0.37088751792907715, 'Z': -0.09545953571796417}, {'X': 0.6786584258079529, 'Y': 0.30293387174606323, 'Z': -0.12454218417406082}, {'X': 0.6735161542892456, 'Y': 0.24056226015090942, 'Z': -0.1477406769990921}, {'X': 0.7190332412719727, 'Y': 0.4939655065536499, 'Z': -0.07595847547054291}, {'X': 0.728423535823822, 'Y': 0.4159136116504669, 'Z': -0.1066969633102417}, {'X': 0.7333865165710449, 'Y': 0.36619240045547485, 'Z': -0.12695662677288055}, {'X': 0.733735978603363, 'Y': 0.3141680359840393, 'Z': -0.142795592546463}]
[{'X': 0.6873469948768616, 'Y': 0.6684428453445435, 'Z': -4.709112909040414e-05}, {'X': 0.6375065445899963, 'Y': 0.6771247386932373, 'Z': -0.04161984845995903}, {'X': 0.5955681800842285, 'Y': 0.6331412196159363, 'Z': -0.07094565778970718}, {'X': 0.5639994144439697, 'Y': 0.5880659222602844, 'Z': -0.10061170160770416}, {'X': 0.5277144908905029, 'Y': 0.5659783482551575, 'Z': -0.1333211213350296}, {'X': 0.616276204586029, 'Y': 0.4892595112323761, 'Z': -0.06281357258558273}, {'X': 0.594658613204956, 'Y': 0.39915943145751953, 'Z': -0.09293528646230698}, {'X': 0.5817981362342834, 'Y': 0.34448373317718506, 'Z': -0.11380155384540558}, {'X': 0.5710434317588806, 'Y': 0.2959619164466858, 'Z': -0.12812772393226624}, {'X': 0.6502352356910706, 'Y': 0.4675746262073517, 'Z': -0.06296749413013458}, {'X': 0.6373392343521118, 'Y': 0.36128488183021545, 'Z': -0.08823277801275253}, {'X': 0.6292620301246643, 'Y': 0.2933903932571411, 'Z': -0.11442717164754868}, {'X': 0.6231805682182312, 'Y': 0.2310771644115448, 'Z': -0.1333106905221939}, {'X': 0.6836841702461243, 'Y': 0.47151848673820496, 'Z': -0.0658452957868576}, {'X': 0.6808714270591736, 'Y': 0.37114158272743225, 'Z': -0.09018266946077347}, {'X': 0.6785616874694824, 'Y': 0.3040499687194824, 'Z': -0.1172909140586853}, {'X': 0.6749107241630554, 'Y': 0.24346742033958435, 'Z': -0.13966870307922363}, {'X': 0.717814564704895, 'Y': 0.49316924810409546, 'Z': -0.07107558101415634}, {'X': 0.7267728447914124, 'Y': 0.4159586727619171, 'Z': -0.0998007282614708}, {'X': 0.7305399775505066, 'Y': 0.36692574620246887, 'Z': -0.11989489197731018}, {'X': 0.7308527231216431, 'Y': 0.3178567886352539, 'Z': -0.13562949001789093}]
[{'X': 0.6851398944854736, 'Y': 0.671157717704773, 'Z': -3.503026164253242e-05}, {'X': 0.6362401843070984, 'Y': 0.6787329912185669, 'Z': -0.04047707840800285}, {'X': 0.5955243706703186, 'Y': 0.6332792639732361, 'Z': -0.07045208662748337}, {'X': 0.5642492175102234, 'Y': 0.5892642736434937, 'Z': -0.10151255875825882}, {'X': 0.5270740985870361, 'Y': 0.5683220028877258, 'Z': -0.13633325695991516}, {'X': 0.6161028146743774, 'Y': 0.48884448409080505, 'Z': -0.058258239179849625}, {'X': 0.5948846340179443, 'Y': 0.39959460496902466, 'Z': -0.08729274570941925}, {'X': 0.5816946625709534, 'Y': 0.34383201599121094, 'Z': -0.10769889503717422}, {'X': 0.5708028674125671, 'Y': 0.29495370388031006, 'Z': -0.12153555452823639}, {'X': 0.6499260663986206, 'Y': 0.46835556626319885, 'Z': -0.05998201295733452}, {'X': 0.6370795965194702, 'Y': 0.36373844742774963, 'Z': -0.08457514643669128}, {'X': 0.6287287473678589, 'Y': 0.2948456406593323, 'Z': -0.11035291105508804}, {'X': 0.6228384375572205, 'Y': 0.23322303593158722, 'Z': -0.1295909583568573}, {'X': 0.6832600235939026, 'Y': 0.4736029803752899, 'Z': -0.06444205343723297}, {'X': 0.6813876628875732, 'Y': 0.374030739068985, 'Z': -0.089005246758461}, {'X': 0.6790281534194946, 'Y': 0.30538639426231384, 'Z': -0.11573317646980286}, {'X': 0.6754701137542725, 'Y': 0.24403022229671478, 'Z': -0.13793496787548065}, {'X': 0.7166966199874878, 'Y': 0.4971969425678253, 'Z': -0.07134721428155899}, {'X': 0.7254549264907837, 'Y': 0.42127758264541626, 'Z': -0.09987660497426987}, {'X': 0.7283738851547241, 'Y': 0.3722257614135742, 'Z': -0.12047836184501648}, {'X': 0.7280995845794678, 'Y': 0.3233693540096283, 'Z': -0.13688971102237701}]
[{'X': 0.6878156065940857, 'Y': 0.6756258010864258, 'Z': -4.525028634816408e-05}, {'X': 0.636445939540863, 'Y': 0.6803190112113953, 'Z': -0.040986888110637665}, {'X': 0.594710648059845, 'Y': 0.6345057487487793, 'Z': -0.07112345099449158}, {'X': 0.5625406503677368, 'Y': 0.5886732339859009, 'Z': -0.10284590721130371}, {'X': 0.5259959697723389, 'Y': 0.5645405054092407, 'Z': -0.135987788438797}, {'X': 0.6158022284507751, 'Y': 0.48936939239501953, 'Z': -0.06222882866859436}, {'X': 0.5946483016014099, 'Y': 0.39942559599876404, 'Z': -0.09299767762422562}, {'X': 0.5819492340087891, 'Y': 0.3448288142681122, 'Z': -0.11307467520236969}, {'X': 0.5710570216178894, 'Y': 0.2958590090274811, 'Z': -0.12658271193504333}, {'X': 0.6501590609550476, 'Y': 0.46965160965919495, 'Z': -0.06379004567861557}, {'X': 0.6364866495132446, 'Y': 0.36293572187423706, 'Z': -0.09098267555236816}, {'X': 0.6282857060432434, 'Y': 0.29456526041030884, 'Z': -0.11804898828268051}, {'X': 0.6223962903022766, 'Y': 0.23200330138206482, 'Z': -0.137135848402977}, {'X': 0.6834524869918823, 'Y': 0.4744345247745514, 'Z': -0.0679815337061882}, {'X': 0.6796694397926331, 'Y': 0.372672975063324, 'Z': -0.09484052658081055}, {'X': 0.6765453219413757, 'Y': 0.30409708619117737, 'Z': -0.12270049005746841}, {'X': 0.6719438433647156, 'Y': 0.24280734360218048, 'Z': -0.14548709988594055}, {'X': 0.7175463438034058, 'Y': 0.49668556451797485, 'Z': -0.07552163302898407}, {'X': 0.7253542542457581, 'Y': 0.4193408489227295, 'Z': -0.10535942018032074}, {'X': 0.7294496297836304, 'Y': 0.3689807057380676, 'Z': -0.12594151496887207}, {'X': 0.7300233840942383, 'Y': 0.31787538528442383, 'Z': -0.14206445217132568}]
[{'X': 0.6878424286842346, 'Y': 0.667908787727356, 'Z': -3.9087579352781177e-05}, {'X': 0.6367362141609192, 'Y': 0.6770572066307068, 'Z': -0.04023497924208641}, {'X': 0.5941271781921387, 'Y': 0.6332160830497742, 'Z': -0.06773637980222702}, {'X': 0.5618753433227539, 'Y': 0.5876169204711914, 'Z': -0.09629084169864655}, {'X': 0.5241677165031433, 'Y': 0.5647238492965698, 'Z': -0.12780925631523132}, {'X': 0.6162620186805725, 'Y': 0.4884227514266968, 'Z': -0.0534408837556839}, {'X': 0.5938345193862915, 'Y': 0.3996654748916626, 'Z': -0.07991065084934235}, {'X': 0.5806111097335815, 'Y': 0.344931960105896, 'Z': -0.0989939421415329}, {'X': 0.5699219107627869, 'Y': 0.29633641242980957, 'Z': -0.11261723935604095}, {'X': 0.6500691771507263, 'Y': 0.4659998416900635, 'Z': -0.05379465967416763}, {'X': 0.6361802220344543, 'Y': 0.3601285219192505, 'Z': -0.07416506111621857}, {'X': 0.6281565427780151, 'Y': 0.2930159866809845, 'Z': -0.0974327102303505}, {'X': 0.6225266456604004, 'Y': 0.23194442689418793, 'Z': -0.11488697677850723}, {'X': 0.6834244728088379, 'Y': 0.46958181262016296, 'Z': -0.05735969543457031}, {'X': 0.680275559425354, 'Y': 0.3694371283054352, 'Z': -0.07763990014791489}, {'X': 0.6777530312538147, 'Y': 0.30299004912376404, 'Z': -0.10194803029298782}, {'X': 0.6742253303527832, 'Y': 0.2435266375541687, 'Z': -0.12230497598648071}, {'X': 0.7177488207817078, 'Y': 0.49152231216430664, 'Z': -0.06373798102140427}, {'X': 0.725728452205658, 'Y': 0.41427716612815857, 'Z': -0.08975052088499069}, {'X': 0.728749692440033, 'Y': 0.3661249577999115, 'Z': -0.10829031467437744}, {'X': 0.728721559047699, 'Y': 0.318359375, 'Z': -0.12171144783496857}]
[{'X': 0.6868318915367126, 'Y': 0.668571949005127, 'Z': -2.2798012651037425e-05}, {'X': 0.6379390358924866, 'Y': 0.6767096519470215, 'Z': -0.042449951171875}, {'X': 0.5969623923301697, 'Y': 0.6324369311332703, 'Z': -0.07336408644914627}, {'X': 0.5656821131706238, 'Y': 0.587751030921936, 'Z': -0.10495980083942413}, {'X': 0.527941882610321, 'Y': 0.5634211301803589, 'Z': -0.14028511941432953}, {'X': 0.6179484724998474, 'Y': 0.4871610105037689, 'Z': -0.05865142494440079}, {'X': 0.5963238477706909, 'Y': 0.3972436487674713, 'Z': -0.08821279555559158}, {'X': 0.5830117464065552, 'Y': 0.3410753607749939, 'Z': -0.10923228412866592}, {'X': 0.5721564292907715, 'Y': 0.2912447452545166, 'Z': -0.12373314797878265}, {'X': 0.6514501571655273, 'Y': 0.4665730595588684, 'Z': -0.059527765959501266}, {'X': 0.6387579441070557, 'Y': 0.3632050156593323, 'Z': -0.08326871693134308}, {'X': 0.6305913925170898, 'Y': 0.29512959718704224, 'Z': -0.10858147591352463}, {'X': 0.624936044216156, 'Y': 0.23299263417720795, 'Z': -0.12805841863155365}, {'X': 0.6850540637969971, 'Y': 0.47171613574028015, 'Z': -0.06330309808254242}, {'X': 0.6828631162643433, 'Y': 0.3729811906814575, 'Z': -0.08624595403671265}, {'X': 0.6806870698928833, 'Y': 0.3058263659477234, 'Z': -0.1116919293999672}, {'X': 0.6774267554283142, 'Y': 0.24496926367282867, 'Z': -0.13318996131420135}, {'X': 0.719103991985321, 'Y': 0.49546027183532715, 'Z': -0.07014712691307068}, {'X': 0.7276617884635925, 'Y': 0.4193193316459656, 'Z': -0.09706148505210876}, {'X': 0.7308406829833984, 'Y': 0.3708100914955139, 'Z': -0.11668170243501663}, {'X': 0.7308803200721741, 'Y': 0.3223247230052948, 'Z': -0.1324528455734253}]
[{'X': 0.6871338486671448, 'Y': 0.6656977534294128, 'Z': -3.7358749978011474e-05}, {'X': 0.6378128528594971, 'Y': 0.6737619042396545, 'Z': -0.0414792075753212}, {'X': 0.5971139073371887, 'Y': 0.628902018070221, 'Z': -0.07148811966180801}, {'X': 0.5663887858390808, 'Y': 0.5843958258628845, 'Z': -0.10240578651428223}, {'X': 0.5298309326171875, 'Y': 0.5622357726097107, 'Z': -0.1374310553073883}, {'X': 0.6188181638717651, 'Y': 0.48328539729118347, 'Z': -0.055778197944164276}, {'X': 0.5976695418357849, 'Y': 0.39294782280921936, 'Z': -0.08384867012500763}, {'X': 0.584651529788971, 'Y': 0.3377203941345215, 'Z': -0.10375280678272247}, {'X': 0.5736280679702759, 'Y': 0.28926169872283936, 'Z': -0.11742608994245529}, {'X': 0.6525739431381226, 'Y': 0.4634063243865967, 'Z': -0.05700112506747246}, {'X': 0.6401981115341187, 'Y': 0.3584148585796356, 'Z': -0.0800938680768013}, {'X': 0.6322619915008545, 'Y': 0.2914774417877197, 'Z': -0.10442569106817245}, {'X': 0.626356303691864, 'Y': 0.23121829330921173, 'Z': -0.12262645363807678}, {'X': 0.6860973238945007, 'Y': 0.46904247999191284, 'Z': -0.06120392307639122}, {'X': 0.6836821436882019, 'Y': 0.36895349621772766, 'Z': -0.08432158827781677}, {'X': 0.6814139485359192, 'Y': 0.30258089303970337, 'Z': -0.10995976626873016}, {'X': 0.6778727173805237, 'Y': 0.24250473082065582, 'Z': -0.1310497373342514}, {'X': 0.7200377583503723, 'Y': 0.4931281507015228, 'Z': -0.06840593367815018}, {'X': 0.7288941144943237, 'Y': 0.4173177480697632, 'Z': -0.09655286371707916}, {'X': 0.7322826385498047, 'Y': 0.36932122707366943, 'Z': -0.11686565726995468}, {'X': 0.7321307063102722, 'Y': 0.3212715685367584, 'Z': -0.13245181739330292}]
[{'X': 0.6885597109794617, 'Y': 0.6666947603225708, 'Z': -2.57447700278135e-05}, {'X': 0.6389557719230652, 'Y': 0.6753754615783691, 'Z': -0.04342735558748245}, {'X': 0.597582221031189, 'Y': 0.6295796036720276, 'Z': -0.0752987489104271}, {'X': 0.5664280652999878, 'Y': 0.5857020020484924, 'Z': -0.10819999128580093}, {'X': 0.528206467628479, 'Y': 0.5622303485870361, 'Z': -0.14463301002979279}, {'X': 0.6190963983535767, 'Y': 0.48217183351516724, 'Z': -0.059435900300741196}, {'X': 0.5977013111114502, 'Y': 0.39253562688827515, 'Z': -0.08853811770677567}, {'X': 0.5846754312515259, 'Y': 0.3370663523674011, 'Z': -0.10864492505788803}, {'X': 0.5742344856262207, 'Y': 0.28757673501968384, 'Z': -0.12267827987670898}, {'X': 0.6530275940895081, 'Y': 0.46288028359413147, 'Z': -0.06076996028423309}, {'X': 0.6411068439483643, 'Y': 0.35943204164505005, 'Z': -0.08501226454973221}, {'X': 0.6333246231079102, 'Y': 0.29176968336105347, 'Z': -0.11003942042589188}, {'X': 0.6279861330986023, 'Y': 0.23006655275821686, 'Z': -0.12913736701011658}, {'X': 0.6870267987251282, 'Y': 0.46887287497520447, 'Z': -0.06503067910671234}, {'X': 0.684978187084198, 'Y': 0.37034517526626587, 'Z': -0.0888609066605568}, {'X': 0.6823314428329468, 'Y': 0.3027816712856293, 'Z': -0.11466589570045471}, {'X': 0.6783661246299744, 'Y': 0.24165239930152893, 'Z': -0.13568773865699768}, {'X': 0.7217524647712708, 'Y': 0.49368157982826233, 'Z': -0.07255992293357849}, {'X': 0.730223536491394, 'Y': 0.41687434911727905, 'Z': -0.1007867306470871}, {'X': 0.7332001328468323, 'Y': 0.36791133880615234, 'Z': -0.12045807391405106}, {'X': 0.7326963543891907, 'Y': 0.3193061351776123, 'Z': -0.13534559309482574}]
[{'X': 0.6879536509513855, 'Y': 0.6625643372535706, 'Z': -2.1598607418127358e-05}, {'X': 0.6388319134712219, 'Y': 0.6736718416213989, 'Z': -0.04323331639170647}, {'X': 0.5982450842857361, 'Y': 0.6289396286010742, 'Z': -0.0748150572180748}, {'X': 0.5671759843826294, 'Y': 0.5855019688606262, 'Z': -0.10730930417776108}, {'X': 0.5294077396392822, 'Y': 0.5601617693901062, 'Z': -0.14396719634532928}, {'X': 0.6196931600570679, 'Y': 0.48332178592681885, 'Z': -0.056618474423885345}, {'X': 0.5984524488449097, 'Y': 0.3932191729545593, 'Z': -0.085555799305439}, {'X': 0.5850000381469727, 'Y': 0.3377196788787842, 'Z': -0.10630964487791061}, {'X': 0.5744191408157349, 'Y': 0.28850311040878296, 'Z': -0.1208474338054657}, {'X': 0.653275191783905, 'Y': 0.46359652280807495, 'Z': -0.058373332023620605}, {'X': 0.6419281959533691, 'Y': 0.3608984053134918, 'Z': -0.08190671354532242}, {'X': 0.6335505247116089, 'Y': 0.2929779291152954, 'Z': -0.10698596388101578}, {'X': 0.628192126750946, 'Y': 0.23059263825416565, 'Z': -0.12595348060131073}, {'X': 0.6870558261871338, 'Y': 0.4693973958492279, 'Z': -0.06328350305557251}, {'X': 0.6855447292327881, 'Y': 0.37156587839126587, 'Z': -0.0865081399679184}, {'X': 0.6828645467758179, 'Y': 0.3038322925567627, 'Z': -0.11208126693964005}, {'X': 0.6794247627258301, 'Y': 0.24209243059158325, 'Z': -0.1338813751935959}, {'X': 0.7215609550476074, 'Y': 0.49373871088027954, 'Z': -0.07155882567167282}, {'X': 0.7301895022392273, 'Y': 0.41814571619033813, 'Z': -0.09892164170742035}, {'X': 0.7330814599990845, 'Y': 0.3700171411037445, 'Z': -0.11819376051425934}, {'X': 0.7331315279006958, 'Y': 0.32161253690719604, 'Z': -0.13332109153270721}]
[{'X': 0.6880290508270264, 'Y': 0.660362720489502, 'Z': -1.4509631000692025e-05}, {'X': 0.6396582722663879, 'Y': 0.6727248430252075, 'Z': -0.04369848594069481}, {'X': 0.5991089344024658, 'Y': 0.628332257270813, 'Z': -0.07474289834499359}, {'X': 0.5681674480438232, 'Y': 0.5851520895957947, 'Z': -0.10662338882684708}, {'X': 0.5303651094436646, 'Y': 0.5611670017242432, 'Z': -0.14316268265247345}, {'X': 0.620699942111969, 'Y': 0.48359405994415283, 'Z': -0.05359442159533501}, {'X': 0.6008102297782898, 'Y': 0.395281583070755, 'Z': -0.08136682212352753}, {'X': 0.5873882174491882, 'Y': 0.33938542008399963, 'Z': -0.10198161751031876}, {'X': 0.5763192176818848, 'Y': 0.29025664925575256, 'Z': -0.11635874211788177}, {'X': 0.6537303924560547, 'Y': 0.46323591470718384, 'Z': -0.05481413006782532}, {'X': 0.6422616243362427, 'Y': 0.36183279752731323, 'Z': -0.07733023911714554}, {'X': 0.6331899762153625, 'Y': 0.29399245977401733, 'Z': -0.10199543833732605}, {'X': 0.6264238953590393, 'Y': 0.2319045215845108, 'Z': -0.12124108523130417}, {'X': 0.6873637437820435, 'Y': 0.4684583842754364, 'Z': -0.058952104300260544}, {'X': 0.6847928166389465, 'Y': 0.3702227771282196, 'Z': -0.08198374509811401}, {'X': 0.681458592414856, 'Y': 0.30355125665664673, 'Z': -0.10758552700281143}, {'X': 0.6767197847366333, 'Y': 0.24244573712348938, 'Z': -0.1290280520915985}, {'X': 0.7219449281692505, 'Y': 0.4924176037311554, 'Z': -0.06642390787601471}, {'X': 0.7302191853523254, 'Y': 0.41746607422828674, 'Z': -0.09316303580999374}, {'X': 0.732884407043457, 'Y': 0.36990129947662354, 'Z': -0.11203282326459885}, {'X': 0.7321100234985352, 'Y': 0.3220760226249695, 'Z': -0.12716181576251984}]
[{'X': 0.6863448619842529, 'Y': 0.6646589040756226, 'Z': -2.583908826636616e-05}, {'X': 0.6383267641067505, 'Y': 0.6744917631149292, 'Z': -0.04379892721772194}, {'X': 0.5990714430809021, 'Y': 0.6289651393890381, 'Z': -0.0757211297750473}, {'X': 0.5690484046936035, 'Y': 0.5834578275680542, 'Z': -0.10810407996177673}, {'X': 0.531775712966919, 'Y': 0.5576419830322266, 'Z': -0.14376412332057953}, {'X': 0.6205881237983704, 'Y': 0.4846639633178711, 'Z': -0.06053319573402405}, {'X': 0.6018701791763306, 'Y': 0.3951440155506134, 'Z': -0.09039723873138428}, {'X': 0.5894092321395874, 'Y': 0.33855706453323364, 'Z': -0.1117156520485878}, {'X': 0.5781036615371704, 'Y': 0.2885383665561676, 'Z': -0.1263909935951233}, {'X': 0.6540820598602295, 'Y': 0.4654446840286255, 'Z': -0.061838746070861816}, {'X': 0.643779456615448, 'Y': 0.36411869525909424, 'Z': -0.08722615242004395}, {'X': 0.6365103125572205, 'Y': 0.29479366540908813, 'Z': -0.11297235637903214}, {'X': 0.6309835314750671, 'Y': 0.23189611732959747, 'Z': -0.13333763182163239}, {'X': 0.6878262758255005, 'Y': 0.4717680513858795, 'Z': -0.06620097905397415}, {'X': 0.6868929266929626, 'Y': 0.3743692636489868, 'Z': -0.09097867459058762}, {'X': 0.6851250529289246, 'Y': 0.30616146326065063, 'Z': -0.1165044754743576}, {'X': 0.681907594203949, 'Y': 0.2439919412136078, 'Z': -0.13866978883743286}, {'X': 0.7221297025680542, 'Y': 0.49680453538894653, 'Z': -0.07373729348182678}, {'X': 0.731493353843689, 'Y': 0.42177844047546387, 'Z': -0.10163750499486923}, {'X': 0.7341135740280151, 'Y': 0.37225642800331116, 'Z': -0.12141264230012894}, {'X': 0.73426353931427, 'Y': 0.3234221935272217, 'Z': -0.1381380707025528}]
[{'X': 0.6889995336532593, 'Y': 0.6616050004959106, 'Z': -3.2858046324690804e-05}, {'X': 0.6404061317443848, 'Y': 0.6730637550354004, 'Z': -0.0434131994843483}, {'X': 0.6008163094520569, 'Y': 0.6279637217521667, 'Z': -0.07451073080301285}, {'X': 0.5706043839454651, 'Y': 0.5825496912002563, 'Z': -0.10592230409383774}, {'X': 0.5329499244689941, 'Y': 0.5579410791397095, 'Z': -0.14057442545890808}, {'X': 0.6211332082748413, 'Y': 0.4833310544490814, 'Z': -0.05875073000788689}, {'X': 0.6019493341445923, 'Y': 0.39488911628723145, 'Z': -0.08779914677143097}, {'X': 0.5891776084899902, 'Y': 0.3392006754875183, 'Z': -0.10878749936819077}, {'X': 0.5781709551811218, 'Y': 0.2894446849822998, 'Z': -0.1234966441988945}, {'X': 0.6546484231948853, 'Y': 0.4636448323726654, 'Z': -0.06002996861934662}, {'X': 0.6441662311553955, 'Y': 0.3627690076828003, 'Z': -0.08404518663883209}, {'X': 0.6369212865829468, 'Y': 0.2936426103115082, 'Z': -0.10976192355155945}, {'X': 0.6321178674697876, 'Y': 0.23043808341026306, 'Z': -0.1301487237215042}, {'X': 0.6884304285049438, 'Y': 0.4695550203323364, 'Z': -0.06440343707799911}, {'X': 0.6871891617774963, 'Y': 0.37288159132003784, 'Z': -0.08848011493682861}, {'X': 0.6852037906646729, 'Y': 0.305377721786499, 'Z': -0.11417048424482346}, {'X': 0.6824146509170532, 'Y': 0.24372394382953644, 'Z': -0.13592056930065155}, {'X': 0.7232551574707031, 'Y': 0.49374064803123474, 'Z': -0.07192094624042511}, {'X': 0.7318460941314697, 'Y': 0.4185965061187744, 'Z': -0.1001877412199974}, {'X': 0.734539270401001, 'Y': 0.36953940987586975, 'Z': -0.12001080811023712}, {'X': 0.7350878715515137, 'Y': 0.320733904838562, 'Z': -0.1361742466688156}]
[{'X': 0.6874701976776123, 'Y': 0.6578091979026794, 'Z': -3.791300332522951e-05}, {'X': 0.6394398212432861, 'Y': 0.6701579689979553, 'Z': -0.043929196894168854}, {'X': 0.6009288430213928, 'Y': 0.6266608834266663, 'Z': -0.075269915163517}, {'X': 0.5719179511070251, 'Y': 0.5832563042640686, 'Z': -0.10731536149978638}, {'X': 0.5360013842582703, 'Y': 0.5591377019882202, 'Z': -0.14354504644870758}, {'X': 0.6216673254966736, 'Y': 0.4844500720500946, 'Z': -0.05477253347635269}, {'X': 0.6023347973823547, 'Y': 0.39602404832839966, 'Z': -0.08139237016439438}, {'X': 0.5895309448242188, 'Y': 0.33869484066963196, 'Z': -0.10214976221323013}, {'X': 0.5784469842910767, 'Y': 0.2877654731273651, 'Z': -0.11680642515420914}, {'X': 0.654741108417511, 'Y': 0.465190052986145, 'Z': -0.05633264407515526}, {'X': 0.6439321637153625, 'Y': 0.3642421066761017, 'Z': -0.07875460386276245}, {'X': 0.6355558633804321, 'Y': 0.29523688554763794, 'Z': -0.10353224724531174}, {'X': 0.6292903423309326, 'Y': 0.232336163520813, 'Z': -0.12253658473491669}, {'X': 0.6887509226799011, 'Y': 0.47134628891944885, 'Z': -0.06057409569621086}, {'X': 0.6868129968643188, 'Y': 0.3723974823951721, 'Z': -0.08437636494636536}, {'X': 0.683857262134552, 'Y': 0.3040841221809387, 'Z': -0.11067618429660797}, {'X': 0.6790989637374878, 'Y': 0.24191731214523315, 'Z': -0.1318899244070053}, {'X': 0.723911702632904, 'Y': 0.49555230140686035, 'Z': -0.06823333352804184}, {'X': 0.732416570186615, 'Y': 0.42069631814956665, 'Z': -0.09567010402679443}, {'X': 0.7347044944763184, 'Y': 0.3732289969921112, 'Z': -0.11525790393352509}, {'X': 0.7335395216941833, 'Y': 0.32491976022720337, 'Z': -0.13050860166549683}]
