[{'X': 0.24175524711608887, 'Y': 0.6933708190917969, 'Z': -5.307614992489107e-05}, {'X': 0.2067050039768219, 'Y': 0.6569007635116577, 'Z': -0.020591862499713898}, {'X': 0.18676239252090454, 'Y': 0.6022588610649109, 'Z': -0.02876737155020237}, {'X': 0.19576460123062134, 'Y': 0.5519373416900635, 'Z': -0.038746897131204605}, {'X': 0.2153896540403366, 'Y': 0.5286116600036621, 'Z': -0.04546815901994705}, {'X': 0.20442765951156616, 'Y': 0.5408194661140442, 'Z': 0.01855940744280815}, {'X': 0.20295141637325287, 'Y': 0.49171286821365356, 'Z': 0.015268244780600071}, {'X': 0.2066321074962616, 'Y': 0.4633735120296478, 'Z': 0.006868297234177589}, {'X': 0.21142271161079407, 'Y': 0.43646541237831116, 'Z': -5.952941864961758e-05}, {'X': 0.22952978312969208, 'Y': 0.5389261841773987, 'Z': 0.01819782145321369}, {'X': 0.2275293469429016, 'Y': 0.4860127568244934, 'Z': 0.02458803541958332}, {'X': 0.22911867499351501, 'Y': 0.45441532135009766, 'Z': 0.015094287693500519}, {'X': 0.23221039772033691, 'Y': 0.4288041591644287, 'Z': 0.005765800829976797}, {'X': 0.25124236941337585, 'Y': 0.5478941202163696, 'Z': 0.012491569854319096}, {'X': 0.25173184275627136, 'Y': 0.4982351064682007, 'Z': 0.015046139247715473}, {'X': 0.2515288293361664, 'Y': 0.4671231806278229, 'Z': 0.0018149387324228883}, {'X': 0.2517937421798706, 'Y': 0.44142723083496094, 'Z': -0.00953980814665556}, {'X': 0.27426794171333313, 'Y': 0.5675649046897888, 'Z': 0.0020141710992902517}, {'X': 0.2737202048301697, 'Y': 0.5291478633880615, 'Z': 0.001549936248920858}, {'X': 0.27289101481437683, 'Y': 0.5040078163146973, 'Z': -0.004850179422646761}, {'X': 0.271375834941864, 'Y': 0.47888022661209106, 'Z': -0.012132889591157436}]
[{'X': 0.2629002332687378, 'Y': 0.6691387891769409, 'Z': -6.375566590577364e-05}, {'X': 0.22248727083206177, 'Y': 0.6320933103561401, 'Z': -0.026132434606552124}, {'X': 0.2022506594657898, 'Y': 0.5792967081069946, 'Z': -0.030348971486091614}, {'X': 0.22046954929828644, 'Y': 0.5305092930793762, 'Z': -0.03192737698554993}, {'X': 0.243717223405838, 'Y': 0.5128285884857178, 'Z': -0.02601870521903038}, {'X': 0.20101435482501984, 'Y': 0.5286155939102173, 'Z': 0.008656337857246399}, {'X': 0.19791731238365173, 'Y': 0.47504526376724243, 'Z': 0.003894065273925662}, {'X': 0.1993502378463745, 'Y': 0.4423965811729431, 'Z': -0.003059540642425418}, {'X': 0.20069654285907745, 'Y': 0.4138842821121216, 'Z': -0.010298077017068863}, {'X': 0.22631150484085083, 'Y': 0.5185815691947937, 'Z': 0.013728450983762741}, {'X': 0.22095569968223572, 'Y': 0.45968836545944214, 'Z': 0.016731416806578636}, {'X': 0.2207455337047577, 'Y': 0.42256593704223633, 'Z': 0.008401282131671906}, {'X': 0.22244425117969513, 'Y': 0.39289340376853943, 'Z': 0.0028771734796464443}, {'X': 0.24935778975486755, 'Y': 0.5199489593505859, 'Z': 0.013203355483710766}, {'X': 0.2472769320011139, 'Y': 0.4669930338859558, 'Z': 0.013405034318566322}, {'X': 0.244906485080719, 'Y': 0.43329936265945435, 'Z': 0.000902150000911206}, {'X': 0.2439594268798828, 'Y': 0.40475553274154663, 'Z': -0.007594435475766659}, {'X': 0.2735879421234131, 'Y': 0.5323567390441895, 'Z': 0.008125752210617065}, {'X': 0.2711401581764221, 'Y': 0.4938184320926666, 'Z': 0.0037770611234009266}, {'X': 0.2696676254272461, 'Y': 0.46816062927246094, 'Z': -0.00413574930280447}, {'X': 0.2685289978981018, 'Y': 0.442421019077301, 'Z': -0.008096568286418915}]
[{'X': 0.26272502541542053, 'Y': 0.6641056537628174, 'Z': -6.683867832180113e-05}, {'X': 0.22336427867412567, 'Y': 0.6339598298072815, 'Z': -0.02579949051141739}, {'X': 0.20212504267692566, 'Y': 0.5770554542541504, 'Z': -0.02810637280344963}, {'X': 0.2199171930551529, 'Y': 0.5257526636123657, 'Z': -0.02667183056473732}, {'X': 0.23978380858898163, 'Y': 0.5038062930107117, 'Z': -0.013938657939434052}, {'X': 0.20216792821884155, 'Y': 0.52586430311203, 'Z': 0.010363101959228516}, {'X': 0.19801248610019684, 'Y': 0.47225552797317505, 'Z': 0.002512147417291999}, {'X': 0.19812966883182526, 'Y': 0.44091975688934326, 'Z': -0.00835728831589222}, {'X': 0.19970382750034332, 'Y': 0.4147275984287262, 'Z': -0.019693979993462563}, {'X': 0.22681640088558197, 'Y': 0.5140171051025391, 'Z': 0.014437294565141201}, {'X': 0.22185543179512024, 'Y': 0.45093604922294617, 'Z': 0.012797349132597446}, {'X': 0.21975621581077576, 'Y': 0.4156978726387024, 'Z': 0.0012162637431174517}, {'X': 0.2197941541671753, 'Y': 0.39040035009384155, 'Z': -0.004362643696367741}, {'X': 0.2492854744195938, 'Y': 0.5142899751663208, 'Z': 0.011957116425037384}, {'X': 0.2465999275445938, 'Y': 0.45646923780441284, 'Z': 0.00850884523242712}, {'X': 0.24395833909511566, 'Y': 0.42369943857192993, 'Z': -0.001869733794592321}, {'X': 0.2419682741165161, 'Y': 0.3966091275215149, 'Z': -0.008183027617633343}, {'X': 0.2734737992286682, 'Y': 0.527184247970581, 'Z': 0.005079429596662521}, {'X': 0.2706027925014496, 'Y': 0.48428264260292053, 'Z': -0.002091787289828062}, {'X': 0.2683538794517517, 'Y': 0.46122080087661743, 'Z': -0.00841481052339077}, {'X': 0.26607179641723633, 'Y': 0.4411620795726776, 'Z': -0.008584524504840374}]
[{'X': 0.26364588737487793, 'Y': 0.6604964137077332, 'Z': -6.88958098180592e-05}, {'X': 0.22518791258335114, 'Y': 0.630811333656311, 'Z': -0.03418906405568123}, {'X': 0.203412726521492, 'Y': 0.5807548761367798, 'Z': -0.042023736983537674}, {'X': 0.21997438371181488, 'Y': 0.5313374400138855, 'Z': -0.04659195616841316}, {'X': 0.2424747496843338, 'Y': 0.5081987977027893, 'Z': -0.04281836003065109}, {'X': 0.20294006168842316, 'Y': 0.5272329449653625, 'Z': 0.006808422040194273}, {'X': 0.19917310774326324, 'Y': 0.47406286001205444, 'Z': 0.00036129599902778864}, {'X': 0.20020782947540283, 'Y': 0.44043979048728943, 'Z': -0.00865130964666605}, {'X': 0.20196279883384705, 'Y': 0.41055992245674133, 'Z': -0.016457512974739075}, {'X': 0.22720064222812653, 'Y': 0.5176612734794617, 'Z': 0.014088431373238564}, {'X': 0.22187115252017975, 'Y': 0.4589521288871765, 'Z': 0.014798225834965706}, {'X': 0.22073937952518463, 'Y': 0.4226788878440857, 'Z': 0.0025013869162648916}, {'X': 0.22186554968357086, 'Y': 0.3942086398601532, 'Z': -0.004664454143494368}, {'X': 0.24946463108062744, 'Y': 0.5189235806465149, 'Z': 0.015264573507010937}, {'X': 0.24680766463279724, 'Y': 0.46634960174560547, 'Z': 0.01381705328822136}, {'X': 0.2446071058511734, 'Y': 0.4337611794471741, 'Z': -0.001300416188314557}, {'X': 0.24366649985313416, 'Y': 0.40553030371665955, 'Z': -0.010592850856482983}, {'X': 0.2731036841869354, 'Y': 0.5302815437316895, 'Z': 0.010907108895480633}, {'X': 0.27158015966415405, 'Y': 0.49186646938323975, 'Z': 0.006070952862501144}, {'X': 0.27006229758262634, 'Y': 0.46633169054985046, 'Z': -0.0027365211863070726}, {'X': 0.26827356219291687, 'Y': 0.4401448667049408, 'Z': -0.006664415821433067}]
[{'X': 0.2573372721672058, 'Y': 0.6570879220962524, 'Z': -4.8161266022361815e-05}, {'X': 0.22018224000930786, 'Y': 0.6296330094337463, 'Z': -0.026678072288632393}, {'X': 0.20179858803749084, 'Y': 0.5793747901916504, 'Z': -0.030296726152300835}, {'X': 0.22412632405757904, 'Y': 0.5302031636238098, 'Z': -0.030583009123802185}, {'X': 0.24909867346286774, 'Y': 0.5118160247802734, 'Z': -0.024382347241044044}, {'X': 0.20112036168575287, 'Y': 0.5311664938926697, 'Z': 0.009676968678832054}, {'X': 0.19643160700798035, 'Y': 0.47832268476486206, 'Z': -0.0006117412121966481}, {'X': 0.1962912380695343, 'Y': 0.44476932287216187, 'Z': -0.011493325233459473}, {'X': 0.19755643606185913, 'Y': 0.41504430770874023, 'Z': -0.019199207425117493}, {'X': 0.22635862231254578, 'Y': 0.5203329920768738, 'Z': 0.012349359691143036}, {'X': 0.22113555669784546, 'Y': 0.46208494901657104, 'Z': 0.008294164203107357}, {'X': 0.2199951410293579, 'Y': 0.422465443611145, 'Z': -0.005394631996750832}, {'X': 0.2204771488904953, 'Y': 0.39054638147354126, 'Z': -0.011858982965350151}, {'X': 0.2500481903553009, 'Y': 0.521526575088501, 'Z': 0.010102175176143646}, {'X': 0.2478274554014206, 'Y': 0.46762049198150635, 'Z': 0.005159543361514807}, {'X': 0.2452954798936844, 'Y': 0.43236666917800903, 'Z': -0.011726200580596924}, {'X': 0.2440800666809082, 'Y': 0.40106889605522156, 'Z': -0.0208523478358984}, {'X': 0.2742111086845398, 'Y': 0.5336480140686035, 'Z': 0.003261309815570712}, {'X': 0.272286981344223, 'Y': 0.4938529431819916, 'Z': -0.005704311188310385}, {'X': 0.2703319787979126, 'Y': 0.4664157032966614, 'Z': -0.01638457179069519}, {'X': 0.268343985080719, 'Y': 0.4395240545272827, 'Z': -0.020687449723482132}]
[{'X': 0.2618926167488098, 'Y': 0.6566563844680786, 'Z': -4.985057239537127e-05}, {'X': 0.22352516651153564, 'Y': 0.6296310424804688, 'Z': -0.03131583333015442}, {'X': 0.2007225602865219, 'Y': 0.5789870023727417, 'Z': -0.039706144481897354}, {'X': 0.22008837759494781, 'Y': 0.5298187136650085, 'Z': -0.0441046766936779}, {'X': 0.24545574188232422, 'Y': 0.5128418803215027, 'Z': -0.04090137779712677}, {'X': 0.20213668048381805, 'Y': 0.5236968994140625, 'Z': -0.00021277049381751567}, {'X': 0.19874966144561768, 'Y': 0.47180798649787903, 'Z': -0.0075073689222335815}, {'X': 0.20003759860992432, 'Y': 0.4408969581127167, 'Z': -0.01623380370438099}, {'X': 0.20116563141345978, 'Y': 0.41382014751434326, 'Z': -0.024732030928134918}, {'X': 0.22750167548656464, 'Y': 0.5135888457298279, 'Z': 0.005526004824787378}, {'X': 0.22234638035297394, 'Y': 0.4550776481628418, 'Z': 0.0038313877303153276}, {'X': 0.22139590978622437, 'Y': 0.41963905096054077, 'Z': -0.00702795572578907}, {'X': 0.22203429043293, 'Y': 0.3915252089500427, 'Z': -0.012965279631316662}, {'X': 0.25085917115211487, 'Y': 0.5143656730651855, 'Z': 0.006506051868200302}, {'X': 0.24866662919521332, 'Y': 0.4617118835449219, 'Z': 0.003830581670626998}, {'X': 0.24712654948234558, 'Y': 0.42887771129608154, 'Z': -0.009690682403743267}, {'X': 0.24687500298023224, 'Y': 0.4001583755016327, 'Z': -0.01835411600768566}, {'X': 0.275463342666626, 'Y': 0.526922881603241, 'Z': 0.002607992384582758}, {'X': 0.27370214462280273, 'Y': 0.4883119463920593, 'Z': -0.0041490765288472176}, {'X': 0.27262893319129944, 'Y': 0.4645257294178009, 'Z': -0.01197861135005951}, {'X': 0.2716802656650543, 'Y': 0.44247835874557495, 'Z': -0.015253015793859959}]
[{'X': 0.2638908922672272, 'Y': 0.6658775210380554, 'Z': -7.05369166098535e-05}, {'X': 0.2240181416273117, 'Y': 0.62743079662323, 'Z': -0.019192494451999664}, {'X': 0.203690305352211, 'Y': 0.5717968940734863, 'Z': -0.015160704031586647}, {'X': 0.2269556224346161, 'Y': 0.5228945016860962, 'Z': -0.00898684374988079}, {'X': 0.2556903660297394, 'Y': 0.5130606293678284, 'Z': 0.005353267304599285}, {'X': 0.20484976470470428, 'Y': 0.528867244720459, 'Z': 0.025746313855051994}, {'X': 0.20171375572681427, 'Y': 0.4766802191734314, 'Z': 0.020612278953194618}, {'X': 0.20201276242733002, 'Y': 0.44366344809532166, 'Z': 0.014629938639700413}, {'X': 0.20287367701530457, 'Y': 0.4144713282585144, 'Z': 0.00972041580826044}, {'X': 0.23004722595214844, 'Y': 0.519001841545105, 'Z': 0.027728496119379997}, {'X': 0.22596235573291779, 'Y': 0.4614110291004181, 'Z': 0.03011888451874256}, {'X': 0.22450512647628784, 'Y': 0.4226298928260803, 'Z': 0.018856436014175415}, {'X': 0.2250448316335678, 'Y': 0.39255401492118835, 'Z': 0.012392359785735607}, {'X': 0.25329557061195374, 'Y': 0.5204936265945435, 'Z': 0.02432674542069435}, {'X': 0.2517731785774231, 'Y': 0.4682531952857971, 'Z': 0.022781474515795708}, {'X': 0.24884094297885895, 'Y': 0.4341428279876709, 'Z': 0.0077774906530976295}, {'X': 0.24796223640441895, 'Y': 0.4051578640937805, 'Z': -0.0011315317824482918}, {'X': 0.2776274085044861, 'Y': 0.5335670113563538, 'Z': 0.017171284183859825}, {'X': 0.2764792740345001, 'Y': 0.4952966272830963, 'Z': 0.011881127022206783}, {'X': 0.27450186014175415, 'Y': 0.468095064163208, 'Z': 0.003258262062445283}, {'X': 0.2731735408306122, 'Y': 0.4412388205528259, 'Z': -0.0005154452519491315}]
[{'X': 0.2649298310279846, 'Y': 0.6736860275268555, 'Z': -5.5408647313015535e-05}, {'X': 0.22470080852508545, 'Y': 0.6331857442855835, 'Z': -0.022628748789429665}, {'X': 0.20539402961730957, 'Y': 0.5773053169250488, 'Z': -0.022796114906668663}, {'X': 0.22424444556236267, 'Y': 0.5272014141082764, 'Z': -0.02118634432554245}, {'X': 0.24851033091545105, 'Y': 0.5101574659347534, 'Z': -0.012351167388260365}, {'X': 0.20428453385829926, 'Y': 0.5308604836463928, 'Z': 0.016507288441061974}, {'X': 0.2012409120798111, 'Y': 0.47707298398017883, 'Z': 0.012307255528867245}, {'X': 0.20182017982006073, 'Y': 0.4430912137031555, 'Z': 0.006156819872558117}, {'X': 0.202164888381958, 'Y': 0.41302400827407837, 'Z': -0.0004257725377101451}, {'X': 0.22954705357551575, 'Y': 0.5210245251655579, 'Z': 0.01969999261200428}, {'X': 0.22549167275428772, 'Y': 0.460308313369751, 'Z': 0.023497236892580986}, {'X': 0.22480440139770508, 'Y': 0.4214070439338684, 'Z': 0.01439962349832058}, {'X': 0.2259068638086319, 'Y': 0.3900638222694397, 'Z': 0.00661725178360939}, {'X': 0.252704381942749, 'Y': 0.522142767906189, 'Z': 0.016944756731390953}, {'X': 0.25170305371284485, 'Y': 0.4668697714805603, 'Z': 0.015787620097398758}, {'X': 0.24863336980342865, 'Y': 0.4319137632846832, 'Z': 0.0005977259716019034}, {'X': 0.24732308089733124, 'Y': 0.40271449089050293, 'Z': -0.010344598442316055}, {'X': 0.27753686904907227, 'Y': 0.534309983253479, 'Z': 0.010423708707094193}, {'X': 0.27638980746269226, 'Y': 0.49371111392974854, 'Z': 0.004712910391390324}, {'X': 0.2749917209148407, 'Y': 0.4669482111930847, 'Z': -0.004192195367068052}, {'X': 0.2735290825366974, 'Y': 0.4410724639892578, 'Z': -0.009971010498702526}]
[{'X': 0.2690962851047516, 'Y': 0.6728147268295288, 'Z': -6.90072265570052e-05}, {'X': 0.22878031432628632, 'Y': 0.6366032958030701, 'Z': -0.030970601364970207}, {'X': 0.20859408378601074, 'Y': 0.5829601287841797, 'Z': -0.036957986652851105}, {'X': 0.22469335794448853, 'Y': 0.5328925848007202, 'Z': -0.039714839309453964}, {'X': 0.2440519630908966, 'Y': 0.508973240852356, 'Z': -0.033885106444358826}, {'X': 0.20663629472255707, 'Y': 0.5282674431800842, 'Z': 0.010444258339703083}, {'X': 0.20318834483623505, 'Y': 0.473701536655426, 'Z': 0.00709653040394187}, {'X': 0.20432227849960327, 'Y': 0.44024747610092163, 'Z': -0.0006422685110010207}, {'X': 0.20559412240982056, 'Y': 0.4115895628929138, 'Z': -0.008059238083660603}, {'X': 0.23206475377082825, 'Y': 0.519019365310669, 'Z': 0.018539054319262505}, {'X': 0.22727175056934357, 'Y': 0.45859256386756897, 'Z': 0.023605074733495712}, {'X': 0.22633878886699677, 'Y': 0.4219774901866913, 'Z': 0.0140317277982831}, {'X': 0.2275467813014984, 'Y': 0.39335158467292786, 'Z': 0.008422252722084522}, {'X': 0.25463414192199707, 'Y': 0.5207011699676514, 'Z': 0.020677482709288597}, {'X': 0.25312796235084534, 'Y': 0.4660610854625702, 'Z': 0.023221822455525398}, {'X': 0.2510842978954315, 'Y': 0.43174585700035095, 'Z': 0.011190284043550491}, {'X': 0.24974165856838226, 'Y': 0.40223801136016846, 'Z': 0.0030136979185044765}, {'X': 0.27801403403282166, 'Y': 0.532789945602417, 'Z': 0.017780084162950516}, {'X': 0.2769641578197479, 'Y': 0.49430519342422485, 'Z': 0.014847013168036938}, {'X': 0.27591004967689514, 'Y': 0.46862608194351196, 'Z': 0.0065677110105752945}, {'X': 0.27453893423080444, 'Y': 0.44141101837158203, 'Z': 0.0029361480847001076}]
[{'X': 0.2663162648677826, 'Y': 0.669123113155365, 'Z': -6.60871373838745e-05}, {'X': 0.22671203315258026, 'Y': 0.6329060792922974, 'Z': -0.029247481375932693}, {'X': 0.2072737216949463, 'Y': 0.582198977470398, 'Z': -0.03349482640624046}, {'X': 0.2251598834991455, 'Y': 0.533403217792511, 'Z': -0.03443596139550209}, {'X': 0.248491108417511, 'Y': 0.514868438243866, 'Z': -0.028659721836447716}, {'X': 0.20642447471618652, 'Y': 0.5337259769439697, 'Z': 0.0028514107689261436}, {'X': 0.20307248830795288, 'Y': 0.4785204231739044, 'Z': -0.004333756864070892}, {'X': 0.203630268573761, 'Y': 0.4436332583427429, 'Z': -0.011367893777787685}, {'X': 0.20429396629333496, 'Y': 0.41282904148101807, 'Z': -0.017292635515332222}, {'X': 0.23234863579273224, 'Y': 0.5245456099510193, 'Z': 0.009040075354278088}, {'X': 0.2275804728269577, 'Y': 0.4632016718387604, 'Z': 0.010421134531497955}, {'X': 0.2264830321073532, 'Y': 0.42335501313209534, 'Z': 0.0011129244230687618}, {'X': 0.22714026272296906, 'Y': 0.39184579253196716, 'Z': -0.004253648687154055}, {'X': 0.2556464374065399, 'Y': 0.5262758135795593, 'Z': 0.009881654754281044}, {'X': 0.2536049783229828, 'Y': 0.4703564941883087, 'Z': 0.006901735905557871}, {'X': 0.25088265538215637, 'Y': 0.4343167543411255, 'Z': -0.008458582684397697}, {'X': 0.2494071125984192, 'Y': 0.40355122089385986, 'Z': -0.01850014179944992}, {'X': 0.2797583341598511, 'Y': 0.5381092429161072, 'Z': 0.0067007350735366344}, {'X': 0.277423232793808, 'Y': 0.4973296523094177, 'Z': -0.001220972160808742}, {'X': 0.2760705351829529, 'Y': 0.4706159830093384, 'Z': -0.012252716347575188}, {'X': 0.2742193043231964, 'Y': 0.4440532922744751, 'Z': -0.019172415137290955}]
[{'X': 0.2627471089363098, 'Y': 0.6668062806129456, 'Z': -3.5144330468028784e-05}, {'X': 0.22139905393123627, 'Y': 0.6228529214859009, 'Z': -0.013883822597563267}, {'X': 0.20627787709236145, 'Y': 0.5672749876976013, 'Z': -0.008234843611717224}, {'X': 0.2295650988817215, 'Y': 0.5207662582397461, 'Z': -0.0025805283803492785}, {'X': 0.2527351975440979, 'Y': 0.5073850750923157, 'Z': 0.008535211905837059}, {'X': 0.20631173253059387, 'Y': 0.5309776663780212, 'Z': 0.03176174312829971}, {'X': 0.20159348845481873, 'Y': 0.4761199951171875, 'Z': 0.03025577776134014}, {'X': 0.20269471406936646, 'Y': 0.4427744150161743, 'Z': 0.02624795027077198}, {'X': 0.20444847643375397, 'Y': 0.41400688886642456, 'Z': 0.023654868826270103}, {'X': 0.231830433011055, 'Y': 0.5220173597335815, 'Z': 0.032440610229969025}, {'X': 0.22798560559749603, 'Y': 0.46144163608551025, 'Z': 0.0380951464176178}, {'X': 0.22781135141849518, 'Y': 0.4223563075065613, 'Z': 0.0286568533629179}, {'X': 0.22892306745052338, 'Y': 0.3911275565624237, 'Z': 0.024048687890172005}, {'X': 0.2556876838207245, 'Y': 0.522966206073761, 'Z': 0.027879219502210617}, {'X': 0.25418025255203247, 'Y': 0.4677889943122864, 'Z': 0.03003450110554695}, {'X': 0.2511427402496338, 'Y': 0.43210601806640625, 'Z': 0.01685740053653717}, {'X': 0.24944204092025757, 'Y': 0.4020944833755493, 'Z': 0.008350173942744732}, {'X': 0.28042128682136536, 'Y': 0.5347444415092468, 'Z': 0.02066080830991268}, {'X': 0.27877092361450195, 'Y': 0.49407583475112915, 'Z': 0.017242195084691048}, {'X': 0.27668479084968567, 'Y': 0.4667048454284668, 'Z': 0.009018585085868835}, {'X': 0.2742696702480316, 'Y': 0.44088369607925415, 'Z': 0.004641128238290548}]
[{'X': 0.265545517206192, 'Y': 0.667113721370697, 'Z': -4.740512667922303e-05}, {'X': 0.22513902187347412, 'Y': 0.6319402456283569, 'Z': -0.018518805503845215}, {'X': 0.2063603550195694, 'Y': 0.5779589414596558, 'Z': -0.019729116931557655}, {'X': 0.22593854367733002, 'Y': 0.5279873013496399, 'Z': -0.02074606902897358}, {'X': 0.25078141689300537, 'Y': 0.5105137825012207, 'Z': -0.016814453527331352}, {'X': 0.2067786157131195, 'Y': 0.5329238176345825, 'Z': 0.0236260574311018}, {'X': 0.20188063383102417, 'Y': 0.47955071926116943, 'Z': 0.01679409295320511}, {'X': 0.20261862874031067, 'Y': 0.44618117809295654, 'Z': 0.009989451617002487}, {'X': 0.20421230792999268, 'Y': 0.4166325330734253, 'Z': 0.006082100328058004}, {'X': 0.23235149681568146, 'Y': 0.522677481174469, 'Z': 0.024823253974318504}, {'X': 0.22705239057540894, 'Y': 0.4643097519874573, 'Z': 0.027061957865953445}, {'X': 0.2257910668849945, 'Y': 0.42484599351882935, 'Z': 0.017894234508275986}, {'X': 0.2264358401298523, 'Y': 0.3924739360809326, 'Z': 0.013066710904240608}, {'X': 0.2558910846710205, 'Y': 0.5235582590103149, 'Z': 0.02076396718621254}, {'X': 0.25350141525268555, 'Y': 0.46932488679885864, 'Z': 0.02161678858101368}, {'X': 0.2513000965118408, 'Y': 0.43412840366363525, 'Z': 0.010733536444604397}, {'X': 0.25020530819892883, 'Y': 0.4036121964454651, 'Z': 0.004068237263709307}, {'X': 0.28067776560783386, 'Y': 0.5354371070861816, 'Z': 0.012814628891646862}, {'X': 0.2781252861022949, 'Y': 0.494960755109787, 'Z': 0.008547868579626083}, {'X': 0.2759855389595032, 'Y': 0.4666760563850403, 'Z': 0.0007881525671109557}, {'X': 0.2734508514404297, 'Y': 0.4393646717071533, 'Z': -0.002509154612198472}]
[{'X': 0.27031204104423523, 'Y': 0.6718935966491699, 'Z': -5.79451079829596e-05}, {'X': 0.22809024155139923, 'Y': 0.6316164135932922, 'Z': -0.024984566494822502}, {'X': 0.20736727118492126, 'Y': 0.5776947140693665, 'Z': -0.02643893100321293}, {'X': 0.2264029085636139, 'Y': 0.5277107954025269, 'Z': -0.02543003484606743}, {'X': 0.2524889409542084, 'Y': 0.5097503066062927, 'Z': -0.017097366973757744}, {'X': 0.20558591187000275, 'Y': 0.5330971479415894, 'Z': 0.014831682667136192}, {'X': 0.20214955508708954, 'Y': 0.47888147830963135, 'Z': 0.009040050208568573}, {'X': 0.20357683300971985, 'Y': 0.4440193176269531, 'Z': 0.0006844662711955607}, {'X': 0.20523980259895325, 'Y': 0.4141659140586853, 'Z': -0.006865075323730707}, {'X': 0.23146218061447144, 'Y': 0.5222155451774597, 'Z': 0.018898990005254745}, {'X': 0.22662992775440216, 'Y': 0.4621187746524811, 'Z': 0.02090604044497013}, {'X': 0.22594664990901947, 'Y': 0.42224442958831787, 'Z': 0.010157645680010319}, {'X': 0.22757314145565033, 'Y': 0.3917014002799988, 'Z': 0.0025309454649686813}, {'X': 0.25518739223480225, 'Y': 0.5229376554489136, 'Z': 0.017021430656313896}, {'X': 0.2533092200756073, 'Y': 0.4672392010688782, 'Z': 0.014990542083978653}, {'X': 0.249525249004364, 'Y': 0.4315813183784485, 'Z': -0.0010210400214418769}, {'X': 0.24755080044269562, 'Y': 0.4028509259223938, 'Z': -0.012248354963958263}, {'X': 0.28024202585220337, 'Y': 0.5345916152000427, 'Z': 0.011454388499259949}, {'X': 0.27874282002449036, 'Y': 0.4947643280029297, 'Z': 0.004948096815496683}, {'X': 0.2770652770996094, 'Y': 0.4676951467990875, 'Z': -0.003919471055269241}, {'X': 0.2754580080509186, 'Y': 0.44180619716644287, 'Z': -0.00929024163633585}]
[{'X': 0.2690577805042267, 'Y': 0.6687401533126831, 'Z': -6.744585698470473e-05}, {'X': 0.23044952750205994, 'Y': 0.6432466506958008, 'Z': -0.02787954919040203}, {'X': 0.20190772414207458, 'Y': 0.592215359210968, 'Z': -0.03869625926017761}, {'X': 0.21633273363113403, 'Y': 0.5403454303741455, 'Z': -0.04754114896059036}, {'X': 0.24335473775863647, 'Y': 0.5211044549942017, 'Z': -0.049395591020584106}, {'X': 0.20755599439144135, 'Y': 0.5290820002555847, 'Z': -0.0003250950830988586}, {'X': 0.20388323068618774, 'Y': 0.47614648938179016, 'Z': -0.008840429596602917}, {'X': 0.20496246218681335, 'Y': 0.44402894377708435, 'Z': -0.018649011850357056}, {'X': 0.2061239778995514, 'Y': 0.4170117974281311, 'Z': -0.02795211412012577}, {'X': 0.23293085396289825, 'Y': 0.5196638703346252, 'Z': 0.0016690202755853534}, {'X': 0.22726552188396454, 'Y': 0.45893874764442444, 'Z': -0.0006361920386552811}, {'X': 0.22568953037261963, 'Y': 0.4221152663230896, 'Z': -0.011498634703457355}, {'X': 0.2261643409729004, 'Y': 0.39344727993011475, 'Z': -0.017161186784505844}, {'X': 0.25597646832466125, 'Y': 0.5218324661254883, 'Z': -0.0005460883839987218}, {'X': 0.2530345022678375, 'Y': 0.46611660718917847, 'Z': -0.00242213043384254}, {'X': 0.25077635049819946, 'Y': 0.4318467676639557, 'Z': -0.013405375182628632}, {'X': 0.24940434098243713, 'Y': 0.40199464559555054, 'Z': -0.02118292823433876}, {'X': 0.28065812587738037, 'Y': 0.5361663103103638, 'Z': -0.007569442968815565}, {'X': 0.27923688292503357, 'Y': 0.49632003903388977, 'Z': -0.013117462396621704}, {'X': 0.277983695268631, 'Y': 0.4692142903804779, 'Z': -0.020058151334524155}, {'X': 0.276277095079422, 'Y': 0.4421428143978119, 'Z': -0.023858539760112762}]
