[{'X': 0.723354697227478, 'Y': 0.9114168882369995, 'Z': -0.0001409808173775673}, {'X': 0.6044179201126099, 'Y': 0.8679990768432617, 'Z': -0.03409787267446518}, {'X': 0.5300570726394653, 'Y': 0.7248973846435547, 'Z': -0.04188346862792969}, {'X': 0.5039409399032593, 'Y': 0.5958011746406555, 'Z': -0.06147332489490509}, {'X': 0.4906196594238281, 'Y': 0.5073100924491882, 'Z': -0.07053495198488235}, {'X': 0.6213248372077942, 'Y': 0.5432524085044861, 'Z': 0.025713467970490456}, {'X': 0.6157263517379761, 'Y': 0.3815232515335083, 'Z': 0.005165691953152418}, {'X': 0.6182593107223511, 'Y': 0.2873074412345886, 'Z': -0.007396987173706293}, {'X': 0.6217807531356812, 'Y': 0.20749419927597046, 'Z': -0.015184343792498112}, {'X': 0.6894347667694092, 'Y': 0.5355476140975952, 'Z': 0.008748525753617287}, {'X': 0.6826846599578857, 'Y': 0.3534817695617676, 'Z': -0.002392080845311284}, {'X': 0.6819486021995544, 'Y': 0.2473321557044983, 'Z': -0.02848435752093792}, {'X': 0.6857808232307434, 'Y': 0.15747034549713135, 'Z': -0.042733240872621536}, {'X': 0.7532029151916504, 'Y': 0.5592321157455444, 'Z': -0.016679339110851288}, {'X': 0.7561584115028381, 'Y': 0.3935524523258209, 'Z': -0.03280456364154816}, {'X': 0.7576819658279419, 'Y': 0.294580340385437, 'Z': -0.05603523552417755}, {'X': 0.7561431527137756, 'Y': 0.2117331326007843, 'Z': -0.07524220645427704}, {'X': 0.8184353113174438, 'Y': 0.6087775826454163, 'Z': -0.04759562388062477}, {'X': 0.8277584314346313, 'Y': 0.4753154218196869, 'Z': -0.07601392269134521}, {'X': 0.8311394453048706, 'Y': 0.3932306468486786, 'Z': -0.10058597475290298}, {'X': 0.8277864456176758, 'Y': 0.31200098991394043, 'Z': -0.11515901237726212}]
[{'X': 0.7419226169586182, 'Y': 0.878616988658905, 'Z': -0.00012978554877918214}, {'X': 0.6417360305786133, 'Y': 0.8069172501564026, 'Z': 0.0388701930642128}, {'X': 0.5986390113830566, 'Y': 0.6785591840744019, 'Z': 0.07758025079965591}, {'X': 0.5942549109458923, 'Y': 0.5748329758644104, 'Z': 0.09381335973739624}, {'X': 0.6198222041130066, 'Y': 0.5157773494720459, 'Z': 0.11698368191719055}, {'X': 0.7034893035888672, 'Y': 0.5686786770820618, 'Z': 0.17743296921253204}, {'X': 0.705654501914978, 'Y': 0.4623880684375763, 'Z': 0.20223408937454224}, {'X': 0.6932022571563721, 'Y': 0.4333266019821167, 'Z': 0.19205960631370544}, {'X': 0.6865019798278809, 'Y': 0.4288865625858307, 'Z': 0.176776722073555}, {'X': 0.7504321932792664, 'Y': 0.5539498925209045, 'Z': 0.13951539993286133}, {'X': 0.7614597082138062, 'Y': 0.41331160068511963, 'Z': 0.18636758625507355}, {'X': 0.7540041208267212, 'Y': 0.348763644695282, 'Z': 0.1854550540447235}, {'X': 0.7465448379516602, 'Y': 0.30996549129486084, 'Z': 0.17850187420845032}, {'X': 0.7915966510772705, 'Y': 0.5587175488471985, 'Z': 0.08837345242500305}, {'X': 0.8062093257904053, 'Y': 0.42371073365211487, 'Z': 0.11931237578392029}, {'X': 0.8022459149360657, 'Y': 0.3516383469104767, 'Z': 0.12040410935878754}, {'X': 0.798099160194397, 'Y': 0.29907071590423584, 'Z': 0.11343036592006683}, {'X': 0.8314287066459656, 'Y': 0.5844647884368896, 'Z': 0.03554667532444}, {'X': 0.8395934104919434, 'Y': 0.472587525844574, 'Z': 0.04872457683086395}, {'X': 0.8394602537155151, 'Y': 0.4097360670566559, 'Z': 0.05387890338897705}, {'X': 0.8397050499916077, 'Y': 0.3554512858390808, 'Z': 0.052933309227228165}]
[{'X': 0.7354893684387207, 'Y': 0.878275990486145, 'Z': -0.00012564045027829707}, {'X': 0.6381387710571289, 'Y': 0.8068774938583374, 'Z': 0.039954282343387604}, {'X': 0.5983228087425232, 'Y': 0.6796633005142212, 'Z': 0.07223206758499146}, {'X': 0.5929155349731445, 'Y': 0.578231155872345, 'Z': 0.0816609188914299}, {'X': 0.6149463057518005, 'Y': 0.5146064162254333, 'Z': 0.09740985184907913}, {'X': 0.6993623375892639, 'Y': 0.558945894241333, 'Z': 0.1621883362531662}, {'X': 0.6988998651504517, 'Y': 0.4489322006702423, 'Z': 0.1685519814491272}, {'X': 0.6832549571990967, 'Y': 0.44310256838798523, 'Z': 0.1369061917066574}, {'X': 0.6748306155204773, 'Y': 0.465684711933136, 'Z': 0.10922691971063614}, {'X': 0.7479681372642517, 'Y': 0.5450315475463867, 'Z': 0.12151458859443665}, {'X': 0.7607991695404053, 'Y': 0.4011463522911072, 'Z': 0.15887974202632904}, {'X': 0.7515659928321838, 'Y': 0.33493301272392273, 'Z': 0.1477665901184082}, {'X': 0.7391826510429382, 'Y': 0.29730159044265747, 'Z': 0.13482190668582916}, {'X': 0.7910119295120239, 'Y': 0.5548703074455261, 'Z': 0.06814131885766983}, {'X': 0.807682991027832, 'Y': 0.41454875469207764, 'Z': 0.0926378145813942}, {'X': 0.80271315574646, 'Y': 0.341337651014328, 'Z': 0.08696593344211578}, {'X': 0.7949324250221252, 'Y': 0.2877591848373413, 'Z': 0.07624629884958267}, {'X': 0.8320147395133972, 'Y': 0.5879759788513184, 'Z': 0.013533269986510277}, {'X': 0.8420848846435547, 'Y': 0.47378456592559814, 'Z': 0.022898495197296143}, {'X': 0.8417131900787354, 'Y': 0.4080348014831543, 'Z': 0.024334397166967392}, {'X': 0.8384084701538086, 'Y': 0.34939733147621155, 'Z': 0.02164299041032791}]
[{'X': 0.7399842739105225, 'Y': 0.8801552057266235, 'Z': -0.00014006350829731673}, {'X': 0.6414796113967896, 'Y': 0.8107932209968567, 'Z': 0.033555034548044205}, {'X': 0.5978785157203674, 'Y': 0.6824749708175659, 'Z': 0.0647345632314682}, {'X': 0.5909214615821838, 'Y': 0.5784713625907898, 'Z': 0.07680382579565048}, {'X': 0.6176530718803406, 'Y': 0.5135627388954163, 'Z': 0.09489113837480545}, {'X': 0.6988442540168762, 'Y': 0.5636181235313416, 'Z': 0.17200259864330292}, {'X': 0.6939372420310974, 'Y': 0.4571908712387085, 'Z': 0.18024003505706787}, {'X': 0.6753605008125305, 'Y': 0.4526365399360657, 'Z': 0.14465844631195068}, {'X': 0.665970504283905, 'Y': 0.4749457836151123, 'Z': 0.11417471617460251}, {'X': 0.7466177344322205, 'Y': 0.5473841428756714, 'Z': 0.1384924054145813}, {'X': 0.757695734500885, 'Y': 0.40868818759918213, 'Z': 0.18554091453552246}, {'X': 0.7511448860168457, 'Y': 0.34293898940086365, 'Z': 0.17889511585235596}, {'X': 0.7414605617523193, 'Y': 0.3045770227909088, 'Z': 0.16825471818447113}, {'X': 0.7894405722618103, 'Y': 0.5539928674697876, 'Z': 0.0917421206831932}, {'X': 0.8036091327667236, 'Y': 0.4167104661464691, 'Z': 0.12371701747179031}, {'X': 0.7992730140686035, 'Y': 0.3427708148956299, 'Z': 0.12375077605247498}, {'X': 0.7917188405990601, 'Y': 0.28932178020477295, 'Z': 0.11656157672405243}, {'X': 0.8307449817657471, 'Y': 0.582412838935852, 'Z': 0.04213913157582283}, {'X': 0.8428301811218262, 'Y': 0.4702795743942261, 'Z': 0.05962800979614258}, {'X': 0.8457638025283813, 'Y': 0.40530484914779663, 'Z': 0.07198166102170944}, {'X': 0.8459524512290955, 'Y': 0.34805986285209656, 'Z': 0.07680507004261017}]
[{'X': 0.7382873892784119, 'Y': 0.8795517683029175, 'Z': -0.00012956316641066223}, {'X': 0.6411389112472534, 'Y': 0.8116275072097778, 'Z': 0.03334036096930504}, {'X': 0.5980013608932495, 'Y': 0.6808669567108154, 'Z': 0.061118222773075104}, {'X': 0.5892597436904907, 'Y': 0.5772514343261719, 'Z': 0.06761323660612106}, {'X': 0.6132127046585083, 'Y': 0.5085699558258057, 'Z': 0.07992631942033768}, {'X': 0.6976674795150757, 'Y': 0.5592336058616638, 'Z': 0.16253797709941864}, {'X': 0.6935639381408691, 'Y': 0.4514509439468384, 'Z': 0.16715288162231445}, {'X': 0.6741966605186462, 'Y': 0.45279461145401, 'Z': 0.12779922783374786}, {'X': 0.6642568111419678, 'Y': 0.4798981249332428, 'Z': 0.0949103981256485}, {'X': 0.7449539303779602, 'Y': 0.5431692600250244, 'Z': 0.12510238587856293}, {'X': 0.7572674751281738, 'Y': 0.40503138303756714, 'Z': 0.16886208951473236}, {'X': 0.7496855854988098, 'Y': 0.3435736298561096, 'Z': 0.16047216951847076}, {'X': 0.7396882772445679, 'Y': 0.30891668796539307, 'Z': 0.14898861944675446}, {'X': 0.7886029481887817, 'Y': 0.5521945953369141, 'Z': 0.07502523809671402}, {'X': 0.8025367856025696, 'Y': 0.41444429755210876, 'Z': 0.10589329153299332}, {'X': 0.7975871562957764, 'Y': 0.34047675132751465, 'Z': 0.10478489100933075}, {'X': 0.7900840640068054, 'Y': 0.28692805767059326, 'Z': 0.09786984324455261}, {'X': 0.8320971727371216, 'Y': 0.5845724940299988, 'Z': 0.021883206441998482}, {'X': 0.8449059724807739, 'Y': 0.4688284397125244, 'Z': 0.038359709084033966}, {'X': 0.8472007513046265, 'Y': 0.4033243954181671, 'Z': 0.05090209096670151}, {'X': 0.8471307754516602, 'Y': 0.34660881757736206, 'Z': 0.05657336115837097}]
[{'X': 0.7364283800125122, 'Y': 0.8817574381828308, 'Z': -0.00015120544412638992}, {'X': 0.6379784941673279, 'Y': 0.8068874478340149, 'Z': 0.040923185646533966}, {'X': 0.5964805483818054, 'Y': 0.6761740446090698, 'Z': 0.07525704801082611}, {'X': 0.591221034526825, 'Y': 0.5755389928817749, 'Z': 0.08509554713964462}, {'X': 0.616409420967102, 'Y': 0.5110307931900024, 'Z': 0.10032200068235397}, {'X': 0.7030242085456848, 'Y': 0.562881588935852, 'Z': 0.17113721370697021}, {'X': 0.6982423663139343, 'Y': 0.45249587297439575, 'Z': 0.1839531809091568}, {'X': 0.6785180568695068, 'Y': 0.44026464223861694, 'Z': 0.15671809017658234}, {'X': 0.6682195663452148, 'Y': 0.4560035765171051, 'Z': 0.12982212007045746}, {'X': 0.7501826286315918, 'Y': 0.5498191118240356, 'Z': 0.12815988063812256}, {'X': 0.7602255344390869, 'Y': 0.40809792280197144, 'Z': 0.17076918482780457}, {'X': 0.7516635656356812, 'Y': 0.34200918674468994, 'Z': 0.16560155153274536}, {'X': 0.7419899106025696, 'Y': 0.30242276191711426, 'Z': 0.1568865180015564}, {'X': 0.7922225594520569, 'Y': 0.5584185123443604, 'Z': 0.07174019515514374}, {'X': 0.8071011900901794, 'Y': 0.420277863740921, 'Z': 0.10231941193342209}, {'X': 0.8035107254981995, 'Y': 0.3443242311477661, 'Z': 0.10204530507326126}, {'X': 0.7974387407302856, 'Y': 0.2861502170562744, 'Z': 0.09471197426319122}, {'X': 0.8326882123947144, 'Y': 0.588591992855072, 'Z': 0.012545698322355747}, {'X': 0.8434685468673706, 'Y': 0.47409072518348694, 'Z': 0.027500063180923462}, {'X': 0.8430919647216797, 'Y': 0.4089129567146301, 'Z': 0.03489767760038376}, {'X': 0.8413597941398621, 'Y': 0.3510960340499878, 'Z': 0.03591035306453705}]
[{'X': 0.7370089888572693, 'Y': 0.8811368942260742, 'Z': -0.00014804210513830185}, {'X': 0.6408149600028992, 'Y': 0.8123118877410889, 'Z': 0.029807234182953835}, {'X': 0.5977614521980286, 'Y': 0.680308997631073, 'Z': 0.05927075073122978}, {'X': 0.5921391844749451, 'Y': 0.5759071707725525, 'Z': 0.0696106031537056}, {'X': 0.6165088415145874, 'Y': 0.5097123384475708, 'Z': 0.08566122502088547}, {'X': 0.6956701874732971, 'Y': 0.5597159266471863, 'Z': 0.16123762726783752}, {'X': 0.6923640966415405, 'Y': 0.4526476263999939, 'Z': 0.16749925911426544}, {'X': 0.6740814447402954, 'Y': 0.4518973231315613, 'Z': 0.12946616113185883}, {'X': 0.6642791628837585, 'Y': 0.47760334610939026, 'Z': 0.09701806306838989}, {'X': 0.7434563636779785, 'Y': 0.5434448719024658, 'Z': 0.12687277793884277}, {'X': 0.7549618482589722, 'Y': 0.4056183993816376, 'Z': 0.1700163334608078}, {'X': 0.747589647769928, 'Y': 0.34026843309402466, 'Z': 0.15871839225292206}, {'X': 0.737156331539154, 'Y': 0.30271846055984497, 'Z': 0.14480292797088623}, {'X': 0.7873746752738953, 'Y': 0.5510721206665039, 'Z': 0.07987866550683975}, {'X': 0.8004244565963745, 'Y': 0.4152155816555023, 'Z': 0.10919301956892014}, {'X': 0.7959065437316895, 'Y': 0.33876216411590576, 'Z': 0.10531018674373627}, {'X': 0.7879224419593811, 'Y': 0.28232041001319885, 'Z': 0.09509322792291641}, {'X': 0.8306879997253418, 'Y': 0.5817465782165527, 'Z': 0.029626969248056412}, {'X': 0.8440834283828735, 'Y': 0.46992382407188416, 'Z': 0.04539166018366814}, {'X': 0.8477733731269836, 'Y': 0.40350261330604553, 'Z': 0.05764519050717354}, {'X': 0.8488430976867676, 'Y': 0.3436412513256073, 'Z': 0.06176424026489258}]
[{'X': 0.7337959408760071, 'Y': 0.8792362213134766, 'Z': -0.00015895058459136635}, {'X': 0.6358501315116882, 'Y': 0.8081607818603516, 'Z': 0.0337543748319149}, {'X': 0.5954769849777222, 'Y': 0.6783645153045654, 'Z': 0.062637098133564}, {'X': 0.590058445930481, 'Y': 0.5754808187484741, 'Z': 0.06859283894300461}, {'X': 0.6126812696456909, 'Y': 0.5071555972099304, 'Z': 0.07985788583755493}, {'X': 0.699934184551239, 'Y': 0.562308132648468, 'Z': 0.1638040840625763}, {'X': 0.6945489645004272, 'Y': 0.453879177570343, 'Z': 0.1692734658718109}, {'X': 0.6752932667732239, 'Y': 0.4487641453742981, 'Z': 0.13332518935203552}, {'X': 0.6649249196052551, 'Y': 0.47083747386932373, 'Z': 0.10068895667791367}, {'X': 0.7479972243309021, 'Y': 0.5479735732078552, 'Z': 0.12431441247463226}, {'X': 0.7597382068634033, 'Y': 0.40840548276901245, 'Z': 0.1630678027868271}, {'X': 0.7505133748054504, 'Y': 0.34759119153022766, 'Z': 0.15236027538776398}, {'X': 0.7385676503181458, 'Y': 0.31590211391448975, 'Z': 0.13991965353488922}, {'X': 0.7903062701225281, 'Y': 0.5573908090591431, 'Z': 0.07151525467634201}, {'X': 0.806688666343689, 'Y': 0.42076849937438965, 'Z': 0.09884536266326904}, {'X': 0.8031629323959351, 'Y': 0.3470497727394104, 'Z': 0.09251276403665543}, {'X': 0.7963764071464539, 'Y': 0.29236042499542236, 'Z': 0.08104541152715683}, {'X': 0.8306662440299988, 'Y': 0.5891808867454529, 'Z': 0.016020027920603752}, {'X': 0.8426468372344971, 'Y': 0.47624218463897705, 'Z': 0.0289695393294096}, {'X': 0.8440141677856445, 'Y': 0.41148966550827026, 'Z': 0.03317970782518387}, {'X': 0.8428140878677368, 'Y': 0.3537302017211914, 'Z': 0.031047439202666283}]
[{'X': 0.7405330538749695, 'Y': 0.8744027614593506, 'Z': -0.00015105628699529916}, {'X': 0.6441084742546082, 'Y': 0.8091332912445068, 'Z': 0.028189990669488907}, {'X': 0.5988357663154602, 'Y': 0.6812328100204468, 'Z': 0.0567193403840065}, {'X': 0.5922309160232544, 'Y': 0.5745856165885925, 'Z': 0.06581173837184906}, {'X': 0.6157429218292236, 'Y': 0.5063259601593018, 'Z': 0.07981204241514206}, {'X': 0.6952091455459595, 'Y': 0.5576205253601074, 'Z': 0.15631747245788574}, {'X': 0.6930215358734131, 'Y': 0.4537038207054138, 'Z': 0.16909965872764587}, {'X': 0.6807451844215393, 'Y': 0.44951534271240234, 'Z': 0.14054270088672638}, {'X': 0.6751061677932739, 'Y': 0.46738070249557495, 'Z': 0.11485148221254349}, {'X': 0.7419348955154419, 'Y': 0.540611982345581, 'Z': 0.12134400755167007}, {'X': 0.7531858086585999, 'Y': 0.40382078289985657, 'Z': 0.1690596342086792}, {'X': 0.7479154467582703, 'Y': 0.3370532989501953, 'Z': 0.16465139389038086}, {'X': 0.7407338619232178, 'Y': 0.29320746660232544, 'Z': 0.15455222129821777}, {'X': 0.7853140234947205, 'Y': 0.5470812320709229, 'Z': 0.0744045302271843}, {'X': 0.7953137159347534, 'Y': 0.4113202691078186, 'Z': 0.10693932324647903}, {'X': 0.7903324365615845, 'Y': 0.3331702947616577, 'Z': 0.10745547711849213}, {'X': 0.7822739481925964, 'Y': 0.27338576316833496, 'Z': 0.100894033908844}, {'X': 0.8284699320793152, 'Y': 0.5771235227584839, 'Z': 0.024159112945199013}, {'X': 0.8420939445495605, 'Y': 0.46378129720687866, 'Z': 0.03903554752469063}, {'X': 0.8464552164077759, 'Y': 0.3958336412906647, 'Z': 0.051711197942495346}, {'X': 0.8491395711898804, 'Y': 0.3347564935684204, 'Z': 0.05907522886991501}]
[{'X': 0.7386988997459412, 'Y': 0.8825126886367798, 'Z': -0.00016553096065763384}, {'X': 0.6421239376068115, 'Y': 0.8095141649246216, 'Z': 0.030317559838294983}, {'X': 0.5993319153785706, 'Y': 0.6789661049842834, 'Z': 0.061454206705093384}, {'X': 0.5928372144699097, 'Y': 0.5751743912696838, 'Z': 0.07255610823631287}, {'X': 0.6160723567008972, 'Y': 0.507317304611206, 'Z': 0.08937828242778778}, {'X': 0.6970089077949524, 'Y': 0.5634616613388062, 'Z': 0.16877448558807373}, {'X': 0.6937804818153381, 'Y': 0.4581446349620819, 'Z': 0.17997042834758759}, {'X': 0.6770608425140381, 'Y': 0.45093750953674316, 'Z': 0.14440371096134186}, {'X': 0.6683927178382874, 'Y': 0.4705635905265808, 'Z': 0.1125880777835846}, {'X': 0.7439674139022827, 'Y': 0.5471476316452026, 'Z': 0.13457733392715454}, {'X': 0.7545019388198853, 'Y': 0.41187167167663574, 'Z': 0.18094845116138458}, {'X': 0.7462957501411438, 'Y': 0.3519625663757324, 'Z': 0.17200130224227905}, {'X': 0.73610919713974, 'Y': 0.3196769952774048, 'Z': 0.16009216010570526}, {'X': 0.7867786884307861, 'Y': 0.5530228614807129, 'Z': 0.08754667639732361}, {'X': 0.798687219619751, 'Y': 0.41986241936683655, 'Z': 0.11989112198352814}, {'X': 0.794781506061554, 'Y': 0.3462345004081726, 'Z': 0.11817412078380585}, {'X': 0.7873268127441406, 'Y': 0.292672336101532, 'Z': 0.11070841550827026}, {'X': 0.8294581174850464, 'Y': 0.5809725522994995, 'Z': 0.03676161542534828}, {'X': 0.8424144387245178, 'Y': 0.4696267247200012, 'Z': 0.05511646345257759}, {'X': 0.846398115158081, 'Y': 0.4045451879501343, 'Z': 0.06937692314386368}, {'X': 0.8476752042770386, 'Y': 0.34615248441696167, 'Z': 0.07595470547676086}]
[{'X': 0.7349796295166016, 'Y': 0.8842285871505737, 'Z': -0.00015292655734810978}, {'X': 0.6393337249755859, 'Y': 0.8119761943817139, 'Z': 0.028269728645682335}, {'X': 0.5952553153038025, 'Y': 0.6807783842086792, 'Z': 0.048392508178949356}, {'X': 0.5882130265235901, 'Y': 0.5731139183044434, 'Z': 0.04950056970119476}, {'X': 0.6185608506202698, 'Y': 0.5059719681739807, 'Z': 0.059566859155893326}, {'X': 0.6926521062850952, 'Y': 0.5589467883110046, 'Z': 0.14282843470573425}, {'X': 0.6850946545600891, 'Y': 0.4471437335014343, 'Z': 0.13504257798194885}, {'X': 0.6658930778503418, 'Y': 0.45231205224990845, 'Z': 0.08841477334499359}, {'X': 0.6563174724578857, 'Y': 0.48238691687583923, 'Z': 0.05293892323970795}, {'X': 0.7427535057067871, 'Y': 0.543531596660614, 'Z': 0.10615857690572739}, {'X': 0.7527938485145569, 'Y': 0.4009799659252167, 'Z': 0.14209263026714325}, {'X': 0.7440590858459473, 'Y': 0.3338335454463959, 'Z': 0.13072681427001953}, {'X': 0.7313125133514404, 'Y': 0.29289710521698, 'Z': 0.11713908612728119}, {'X': 0.7878198623657227, 'Y': 0.554090142250061, 'Z': 0.05675891786813736}, {'X': 0.8018102049827576, 'Y': 0.4149404764175415, 'Z': 0.08021838217973709}, {'X': 0.7977882623672485, 'Y': 0.3390437960624695, 'Z': 0.07758571207523346}, {'X': 0.789441704750061, 'Y': 0.2801345884799957, 'Z': 0.07049499452114105}, {'X': 0.8311372995376587, 'Y': 0.5894523859024048, 'Z': 0.004535954911261797}, {'X': 0.8423582911491394, 'Y': 0.47406402230262756, 'Z': 0.016014236956834793}, {'X': 0.8440934419631958, 'Y': 0.4086460769176483, 'Z': 0.02583278715610504}, {'X': 0.8426597714424133, 'Y': 0.3487515449523926, 'Z': 0.030738335102796555}]
[{'X': 0.7330896854400635, 'Y': 0.880099892616272, 'Z': -0.00016605139535386115}, {'X': 0.636989414691925, 'Y': 0.8080755472183228, 'Z': 0.03503549471497536}, {'X': 0.5958207249641418, 'Y': 0.6788475513458252, 'Z': 0.06424890458583832}, {'X': 0.5884215831756592, 'Y': 0.574205756187439, 'Z': 0.07271240651607513}, {'X': 0.6137358546257019, 'Y': 0.505789041519165, 'Z': 0.08942758291959763}, {'X': 0.6952906847000122, 'Y': 0.558990478515625, 'Z': 0.15939678251743317}, {'X': 0.6904062032699585, 'Y': 0.4464760720729828, 'Z': 0.16201825439929962}, {'X': 0.6701447367668152, 'Y': 0.44937822222709656, 'Z': 0.12028534710407257}, {'X': 0.6589335203170776, 'Y': 0.4779745638370514, 'Z': 0.08626618981361389}, {'X': 0.7431613206863403, 'Y': 0.5438457727432251, 'Z': 0.12290528416633606}, {'X': 0.7547176480293274, 'Y': 0.4024733006954193, 'Z': 0.17011050879955292}, {'X': 0.7470030188560486, 'Y': 0.33441758155822754, 'Z': 0.16234090924263}, {'X': 0.7359089255332947, 'Y': 0.29399365186691284, 'Z': 0.150056853890419}, {'X': 0.7864875793457031, 'Y': 0.5537635684013367, 'Z': 0.07382196933031082}, {'X': 0.8012229800224304, 'Y': 0.41563016176223755, 'Z': 0.10725737363100052}, {'X': 0.7972772121429443, 'Y': 0.3396895229816437, 'Z': 0.1074531078338623}, {'X': 0.7893447279930115, 'Y': 0.284004807472229, 'Z': 0.1014137789607048}, {'X': 0.827892541885376, 'Y': 0.5875163078308105, 'Z': 0.0218366589397192}, {'X': 0.8418582677841187, 'Y': 0.4734918773174286, 'Z': 0.03888062387704849}, {'X': 0.8436650037765503, 'Y': 0.40880274772644043, 'Z': 0.05011572316288948}, {'X': 0.84233558177948, 'Y': 0.35296452045440674, 'Z': 0.056345384567976}]
[{'X': 0.7349367737770081, 'Y': 0.8845729827880859, 'Z': -0.00015412202628795058}, {'X': 0.6377339363098145, 'Y': 0.8132255673408508, 'Z': 0.03054877370595932}, {'X': 0.5938073396682739, 'Y': 0.6816309690475464, 'Z': 0.058861732482910156}, {'X': 0.5853546261787415, 'Y': 0.5786752700805664, 'Z': 0.06615331768989563}, {'X': 0.6083214282989502, 'Y': 0.5094175338745117, 'Z': 0.07929278910160065}, {'X': 0.6978583931922913, 'Y': 0.5630764365196228, 'Z': 0.16524583101272583}, {'X': 0.6932785511016846, 'Y': 0.45404052734375, 'Z': 0.17502427101135254}, {'X': 0.6732242107391357, 'Y': 0.44802579283714294, 'Z': 0.1380155384540558}, {'X': 0.6620804667472839, 'Y': 0.47035056352615356, 'Z': 0.10448870807886124}, {'X': 0.7445122003555298, 'Y': 0.5472846031188965, 'Z': 0.1300666779279709}, {'X': 0.7545980215072632, 'Y': 0.41037094593048096, 'Z': 0.175297811627388}, {'X': 0.7437476515769958, 'Y': 0.3476506769657135, 'Z': 0.16341763734817505}, {'X': 0.7303333282470703, 'Y': 0.31378281116485596, 'Z': 0.1489427536725998}, {'X': 0.7867367267608643, 'Y': 0.554329514503479, 'Z': 0.08223380893468857}, {'X': 0.79863440990448, 'Y': 0.418728768825531, 'Z': 0.1147155836224556}, {'X': 0.7920414209365845, 'Y': 0.34257325530052185, 'Z': 0.11146929115056992}, {'X': 0.7820271849632263, 'Y': 0.2869667112827301, 'Z': 0.1023077666759491}, {'X': 0.8283882141113281, 'Y': 0.5837579369544983, 'Z': 0.031001832336187363}, {'X': 0.8420463800430298, 'Y': 0.47101572155952454, 'Z': 0.04752010479569435}, {'X': 0.8445146083831787, 'Y': 0.4058372676372528, 'Z': 0.05923308804631233}, {'X': 0.8440807461738586, 'Y': 0.3479703664779663, 'Z': 0.06419824063777924}]
[{'X': 0.7334926724433899, 'Y': 0.8796474933624268, 'Z': -0.00014510513574350625}, {'X': 0.6371525526046753, 'Y': 0.8095850348472595, 'Z': 0.027415256947278976}, {'X': 0.5958426594734192, 'Y': 0.680272102355957, 'Z': 0.05277494341135025}, {'X': 0.5862549543380737, 'Y': 0.5778283476829529, 'Z': 0.056196179240942}, {'X': 0.6038809418678284, 'Y': 0.5033310651779175, 'Z': 0.06391888856887817}, {'X': 0.6981728672981262, 'Y': 0.5632463693618774, 'Z': 0.16264107823371887}, {'X': 0.6937640905380249, 'Y': 0.4580233693122864, 'Z': 0.16701450943946838}, {'X': 0.673001766204834, 'Y': 0.45771026611328125, 'Z': 0.12638363242149353}, {'X': 0.6607516407966614, 'Y': 0.4823606014251709, 'Z': 0.09190892428159714}, {'X': 0.7440763115882874, 'Y': 0.5464726090431213, 'Z': 0.12654413282871246}, {'X': 0.7544665932655334, 'Y': 0.4134059548377991, 'Z': 0.1693955361843109}, {'X': 0.7433527708053589, 'Y': 0.35418277978897095, 'Z': 0.15771374106407166}, {'X': 0.729319155216217, 'Y': 0.32201921939849854, 'Z': 0.14346307516098022}, {'X': 0.7863064408302307, 'Y': 0.5531722903251648, 'Z': 0.07665324211120605}, {'X': 0.7998018860816956, 'Y': 0.4205612540245056, 'Z': 0.10792797058820724}, {'X': 0.7945075035095215, 'Y': 0.3456810712814331, 'Z': 0.10483967512845993}, {'X': 0.7851253151893616, 'Y': 0.29006385803222656, 'Z': 0.09628037363290787}, {'X': 0.8283215761184692, 'Y': 0.5827680826187134, 'Z': 0.022911153733730316}, {'X': 0.841488242149353, 'Y': 0.469868540763855, 'Z': 0.039274971932172775}, {'X': 0.84271240234375, 'Y': 0.4051070213317871, 'Z': 0.05017471686005592}, {'X': 0.8403468132019043, 'Y': 0.3473137319087982, 'Z': 0.054116785526275635}]
