[{'X': 0.6267287135124207, 'Y': 0.9021146893501282, 'Z': -0.00015805136354174465}, {'X': 0.5285441875457764, 'Y': 0.8850523233413696, 'Z': -0.0271972194314003}, {'X': 0.45820462703704834, 'Y': 0.7806474566459656, 'Z': -0.03634629026055336}, {'X': 0.4205998182296753, 'Y': 0.6812133193016052, 'Z': -0.055638495832681656}, {'X': 0.39742666482925415, 'Y': 0.609281063079834, 'Z': -0.0638691857457161}, {'X': 0.5267042517662048, 'Y': 0.6032758355140686, 'Z': 0.02588433027267456}, {'X': 0.5069372057914734, 'Y': 0.4723687469959259, 'Z': 0.022816985845565796}, {'X': 0.49743950366973877, 'Y': 0.4002159833908081, 'Z': 0.018443170934915543}, {'X': 0.4920751452445984, 'Y': 0.3422417640686035, 'Z': 0.01374859269708395}, {'X': 0.579444944858551, 'Y': 0.5866089463233948, 'Z': 0.013777995482087135}, {'X': 0.5592930316925049, 'Y': 0.43805408477783203, 'Z': 0.019632024690508842}, {'X': 0.5472029447555542, 'Y': 0.35844922065734863, 'Z': 0.008578169159591198}, {'X': 0.5427653789520264, 'Y': 0.2913767397403717, 'Z': 0.0023524989373981953}, {'X': 0.6313081979751587, 'Y': 0.5978119969367981, 'Z': -0.005238346289843321}, {'X': 0.6238648891448975, 'Y': 0.4625858664512634, 'Z': -0.00800337828695774}, {'X': 0.6171627640724182, 'Y': 0.3825860023498535, 'Z': -0.01882714033126831}, {'X': 0.6111606359481812, 'Y': 0.3144876956939697, 'Z': -0.030302751809358597}, {'X': 0.6855677366256714, 'Y': 0.6346598863601685, 'Z': -0.028960883617401123}, {'X': 0.6863452196121216, 'Y': 0.5273677110671997, 'Z': -0.04457074776291847}, {'X': 0.6834822297096252, 'Y': 0.46213477849960327, 'Z': -0.0625961497426033}, {'X': 0.6764039397239685, 'Y': 0.3991498649120331, 'Z': -0.07398039102554321}]
[{'X': 0.6076843738555908, 'Y': 0.8529905080795288, 'Z': -0.00015895560500212014}, {'X': 0.5195170044898987, 'Y': 0.8340775966644287, 'Z': -0.025627464056015015}, {'X': 0.4590303897857666, 'Y': 0.7246588468551636, 'Z': -0.03154148533940315}, {'X': 0.4361415505409241, 'Y': 0.627106785774231, 'Z': -0.04186160862445831}, {'X': 0.42482829093933105, 'Y': 0.5622529983520508, 'Z': -0.04444362595677376}, {'X': 0.5167032480239868, 'Y': 0.5958241820335388, 'Z': 0.02302526868879795}, {'X': 0.5038972496986389, 'Y': 0.45846977829933167, 'Z': 0.011607365682721138}, {'X': 0.48925158381462097, 'Y': 0.40877681970596313, 'Z': 0.005171285942196846}, {'X': 0.4795936048030853, 'Y': 0.36868950724601746, 'Z': -0.002960202982649207}, {'X': 0.5673929452896118, 'Y': 0.5900428295135498, 'Z': 0.005980017129331827}, {'X': 0.5483680367469788, 'Y': 0.5068125128746033, 'Z': -0.09175027161836624}, {'X': 0.5486544966697693, 'Y': 0.5886790156364441, 'Z': -0.12785565853118896}, {'X': 0.5532484650611877, 'Y': 0.6512811779975891, 'Z': -0.11103076487779617}, {'X': 0.6164296865463257, 'Y': 0.5966001152992249, 'Z': -0.0178789421916008}, {'X': 0.6078866124153137, 'Y': 0.4776640236377716, 'Z': -0.051643893122673035}, {'X': 0.6067004203796387, 'Y': 0.4262916147708893, 'Z': -0.06840137392282486}, {'X': 0.6055861115455627, 'Y': 0.3687659502029419, 'Z': -0.07540152221918106}, {'X': 0.6684970259666443, 'Y': 0.6171764731407166, 'Z': -0.047572001814842224}, {'X': 0.6727831363677979, 'Y': 0.509968638420105, 'Z': -0.061462968587875366}, {'X': 0.6751130223274231, 'Y': 0.4545731842517853, 'Z': -0.08043944835662842}, {'X': 0.6775746941566467, 'Y': 0.3949206471443176, 'Z': -0.09598447382450104}]
[{'X': 0.6076843738555908, 'Y': 0.8529905080795288, 'Z': -0.00015895560500212014}, {'X': 0.5195170044898987, 'Y': 0.8340775966644287, 'Z': -0.025627464056015015}, {'X': 0.4590303897857666, 'Y': 0.7246588468551636, 'Z': -0.03154148533940315}, {'X': 0.4361415505409241, 'Y': 0.627106785774231, 'Z': -0.04186160862445831}, {'X': 0.42482829093933105, 'Y': 0.5622529983520508, 'Z': -0.04444362595677376}, {'X': 0.5167032480239868, 'Y': 0.5958241820335388, 'Z': 0.02302526868879795}, {'X': 0.5038972496986389, 'Y': 0.45846977829933167, 'Z': 0.011607365682721138}, {'X': 0.48925158381462097, 'Y': 0.40877681970596313, 'Z': 0.005171285942196846}, {'X': 0.4795936048030853, 'Y': 0.36868950724601746, 'Z': -0.002960202982649207}, {'X': 0.5673929452896118, 'Y': 0.5900428295135498, 'Z': 0.005980017129331827}, {'X': 0.5483680367469788, 'Y': 0.5068125128746033, 'Z': -0.09175027161836624}, {'X': 0.5486544966697693, 'Y': 0.5886790156364441, 'Z': -0.12785565853118896}, {'X': 0.5532484650611877, 'Y': 0.6512811779975891, 'Z': -0.11103076487779617}, {'X': 0.6164296865463257, 'Y': 0.5966001152992249, 'Z': -0.0178789421916008}, {'X': 0.6078866124153137, 'Y': 0.4776640236377716, 'Z': -0.051643893122673035}, {'X': 0.6067004203796387, 'Y': 0.4262916147708893, 'Z': -0.06840137392282486}, {'X': 0.6055861115455627, 'Y': 0.3687659502029419, 'Z': -0.07540152221918106}, {'X': 0.6684970259666443, 'Y': 0.6171764731407166, 'Z': -0.047572001814842224}, {'X': 0.6727831363677979, 'Y': 0.509968638420105, 'Z': -0.061462968587875366}, {'X': 0.6751130223274231, 'Y': 0.4545731842517853, 'Z': -0.08043944835662842}, {'X': 0.6775746941566467, 'Y': 0.3949206471443176, 'Z': -0.09598447382450104}]
[{'X': 0.5913124680519104, 'Y': 0.8267251253128052, 'Z': -0.00016283441800624132}, {'X': 0.5218382477760315, 'Y': 0.804016649723053, 'Z': -0.017220787703990936}, {'X': 0.4627406597137451, 'Y': 0.7087399959564209, 'Z': -0.021520063281059265}, {'X': 0.4404451251029968, 'Y': 0.6215426325798035, 'Z': -0.030822904780507088}, {'X': 0.4293331503868103, 'Y': 0.5562834739685059, 'Z': -0.039851028472185135}, {'X': 0.52115797996521, 'Y': 0.5926589369773865, 'Z': 0.027962785214185715}, {'X': 0.49937254190444946, 'Y': 0.47787153720855713, 'Z': 0.017830785363912582}, {'X': 0.4847031235694885, 'Y': 0.4363541603088379, 'Z': 0.004250217694789171}, {'X': 0.4703215956687927, 'Y': 0.4028675854206085, 'Z': -0.014409803785383701}, {'X': 0.5680627226829529, 'Y': 0.5831060409545898, 'Z': 0.00403400044888258}, {'X': 0.5474481582641602, 'Y': 0.5425393581390381, 'Z': -0.0910363718867302}, {'X': 0.5481199622154236, 'Y': 0.6339277029037476, 'Z': -0.12578801810741425}, {'X': 0.5447619557380676, 'Y': 0.7014199495315552, 'Z': -0.11703260242938995}, {'X': 0.6156700849533081, 'Y': 0.5880945324897766, 'Z': -0.025630002841353416}, {'X': 0.600617527961731, 'Y': 0.503680408000946, 'Z': -0.06830426305532455}, {'X': 0.5934435129165649, 'Y': 0.47495344281196594, 'Z': -0.0919061154127121}, {'X': 0.5808663368225098, 'Y': 0.4425327181816101, 'Z': -0.10560543090105057}, {'X': 0.6650102734565735, 'Y': 0.6047309041023254, 'Z': -0.06011653319001198}, {'X': 0.6626430153846741, 'Y': 0.5056152939796448, 'Z': -0.07460932433605194}, {'X': 0.6588872075080872, 'Y': 0.4521484375, 'Z': -0.09243782609701157}, {'X': 0.6484383940696716, 'Y': 0.397161602973938, 'Z': -0.11355027556419373}]
[{'X': 0.5893678069114685, 'Y': 0.8210398554801941, 'Z': -0.00017232459504157305}, {'X': 0.5173706412315369, 'Y': 0.7949657440185547, 'Z': -0.01589958555996418}, {'X': 0.4615402817726135, 'Y': 0.6981817483901978, 'Z': -0.015734991058707237}, {'X': 0.43945956230163574, 'Y': 0.6127440333366394, 'Z': -0.0195221658796072}, {'X': 0.4252948462963104, 'Y': 0.5531967878341675, 'Z': -0.024896882474422455}, {'X': 0.5218308568000793, 'Y': 0.5907923579216003, 'Z': 0.026532914489507675}, {'X': 0.5022435784339905, 'Y': 0.4793253540992737, 'Z': 0.006712149828672409}, {'X': 0.4881599545478821, 'Y': 0.44323766231536865, 'Z': -0.014322781935334206}, {'X': 0.47355222702026367, 'Y': 0.41687262058258057, 'Z': -0.033723384141922}, {'X': 0.5691022276878357, 'Y': 0.5802343487739563, 'Z': 0.003195814788341522}, {'X': 0.5519226789474487, 'Y': 0.5424678325653076, 'Z': -0.09993980824947357}, {'X': 0.5496376752853394, 'Y': 0.6297104358673096, 'Z': -0.13887996971607208}, {'X': 0.5427791476249695, 'Y': 0.6967529058456421, 'Z': -0.13386358320713043}, {'X': 0.6156774759292603, 'Y': 0.58504319190979, 'Z': -0.026485061272978783}, {'X': 0.6013396978378296, 'Y': 0.5043990015983582, 'Z': -0.0776892825961113}, {'X': 0.5907217860221863, 'Y': 0.4807894825935364, 'Z': -0.10502844303846359}, {'X': 0.5740404725074768, 'Y': 0.45500943064689636, 'Z': -0.12102393805980682}, {'X': 0.6619927883148193, 'Y': 0.6014125347137451, 'Z': -0.059840790927410126}, {'X': 0.6600838899612427, 'Y': 0.503727376461029, 'Z': -0.0727652758359909}, {'X': 0.655726432800293, 'Y': 0.447890967130661, 'Z': -0.08853024989366531}, {'X': 0.6448118686676025, 'Y': 0.39079755544662476, 'Z': -0.1105487123131752}]
[{'X': 0.594938337802887, 'Y': 0.8264306783676147, 'Z': -0.00016845238860696554}, {'X': 0.5189535021781921, 'Y': 0.8023702502250671, 'Z': -0.014692247845232487}, {'X': 0.46394896507263184, 'Y': 0.7063637971878052, 'Z': -0.01791115291416645}, {'X': 0.4403575360774994, 'Y': 0.6230682730674744, 'Z': -0.026085294783115387}, {'X': 0.4170464277267456, 'Y': 0.5601794123649597, 'Z': -0.03578008711338043}, {'X': 0.5162617564201355, 'Y': 0.5897423028945923, 'Z': 0.028275733813643456}, {'X': 0.49782201647758484, 'Y': 0.4752926528453827, 'Z': 0.0169146079570055}, {'X': 0.4850255250930786, 'Y': 0.43599313497543335, 'Z': 0.0008031440083868802}, {'X': 0.4716065227985382, 'Y': 0.40596699714660645, 'Z': -0.01600644923746586}, {'X': 0.5637686848640442, 'Y': 0.5789077877998352, 'Z': 0.0054186200723052025}, {'X': 0.5465734004974365, 'Y': 0.5430895686149597, 'Z': -0.08698621392250061}, {'X': 0.5453023910522461, 'Y': 0.6323012113571167, 'Z': -0.1215263083577156}, {'X': 0.54031902551651, 'Y': 0.6992335319519043, 'Z': -0.11637628078460693}, {'X': 0.6114435791969299, 'Y': 0.5838912725448608, 'Z': -0.022911665961146355}, {'X': 0.5979951620101929, 'Y': 0.5035039186477661, 'Z': -0.06627757102251053}, {'X': 0.5846589803695679, 'Y': 0.483288437128067, 'Z': -0.08852247893810272}, {'X': 0.5667623281478882, 'Y': 0.4608524441719055, 'Z': -0.10173869878053665}, {'X': 0.659525990486145, 'Y': 0.6010589599609375, 'Z': -0.054738353937864304}, {'X': 0.6581501960754395, 'Y': 0.5012139678001404, 'Z': -0.06083392724394798}, {'X': 0.6535131335258484, 'Y': 0.44349172711372375, 'Z': -0.07193650305271149}, {'X': 0.6424478888511658, 'Y': 0.3832095265388489, 'Z': -0.09086913615465164}]
[{'X': 0.5938171744346619, 'Y': 0.8208311796188354, 'Z': -0.00014625783660449088}, {'X': 0.5179203748703003, 'Y': 0.7979848384857178, 'Z': -0.01458047516644001}, {'X': 0.4623557925224304, 'Y': 0.7041741013526917, 'Z': -0.01685449853539467}, {'X': 0.43917328119277954, 'Y': 0.6203684210777283, 'Z': -0.02236737497150898}, {'X': 0.4171373248100281, 'Y': 0.5586966872215271, 'Z': -0.030508389696478844}, {'X': 0.517113208770752, 'Y': 0.5925421118736267, 'Z': 0.034036844968795776}, {'X': 0.4967060685157776, 'Y': 0.4793694019317627, 'Z': 0.027117284014821053}, {'X': 0.48374250531196594, 'Y': 0.4389227032661438, 'Z': 0.012822830118238926}, {'X': 0.47041600942611694, 'Y': 0.4087217450141907, 'Z': -0.0050691524520516396}, {'X': 0.5650525093078613, 'Y': 0.5805264115333557, 'Z': 0.012317419052124023}, {'X': 0.5500606298446655, 'Y': 0.5467830300331116, 'Z': -0.07431048899888992}, {'X': 0.5493117570877075, 'Y': 0.6322554349899292, 'Z': -0.11111538112163544}, {'X': 0.543849766254425, 'Y': 0.6976000666618347, 'Z': -0.10936406999826431}, {'X': 0.6117465496063232, 'Y': 0.583625078201294, 'Z': -0.014618019573390484}, {'X': 0.6009476184844971, 'Y': 0.5044066309928894, 'Z': -0.053012605756521225}, {'X': 0.5891315340995789, 'Y': 0.47793048620224, 'Z': -0.07784777134656906}, {'X': 0.5715112090110779, 'Y': 0.4516626298427582, 'Z': -0.09524866193532944}, {'X': 0.6586963534355164, 'Y': 0.5979102253913879, 'Z': -0.04505976662039757}, {'X': 0.657733678817749, 'Y': 0.5001955628395081, 'Z': -0.04866025969386101}, {'X': 0.653618335723877, 'Y': 0.44329723715782166, 'Z': -0.05980408564209938}, {'X': 0.6425501108169556, 'Y': 0.38590705394744873, 'Z': -0.07787515968084335}]
[{'X': 0.5938171744346619, 'Y': 0.8208311796188354, 'Z': -0.00014625783660449088}, {'X': 0.5179203748703003, 'Y': 0.7979848384857178, 'Z': -0.01458047516644001}, {'X': 0.4623557925224304, 'Y': 0.7041741013526917, 'Z': -0.01685449853539467}, {'X': 0.43917328119277954, 'Y': 0.6203684210777283, 'Z': -0.02236737497150898}, {'X': 0.4171373248100281, 'Y': 0.5586966872215271, 'Z': -0.030508389696478844}, {'X': 0.517113208770752, 'Y': 0.5925421118736267, 'Z': 0.034036844968795776}, {'X': 0.4967060685157776, 'Y': 0.4793694019317627, 'Z': 0.027117284014821053}, {'X': 0.48374250531196594, 'Y': 0.4389227032661438, 'Z': 0.012822830118238926}, {'X': 0.47041600942611694, 'Y': 0.4087217450141907, 'Z': -0.0050691524520516396}, {'X': 0.5650525093078613, 'Y': 0.5805264115333557, 'Z': 0.012317419052124023}, {'X': 0.5500606298446655, 'Y': 0.5467830300331116, 'Z': -0.07431048899888992}, {'X': 0.5493117570877075, 'Y': 0.6322554349899292, 'Z': -0.11111538112163544}, {'X': 0.543849766254425, 'Y': 0.6976000666618347, 'Z': -0.10936406999826431}, {'X': 0.6117465496063232, 'Y': 0.583625078201294, 'Z': -0.014618019573390484}, {'X': 0.6009476184844971, 'Y': 0.5044066309928894, 'Z': -0.053012605756521225}, {'X': 0.5891315340995789, 'Y': 0.47793048620224, 'Z': -0.07784777134656906}, {'X': 0.5715112090110779, 'Y': 0.4516626298427582, 'Z': -0.09524866193532944}, {'X': 0.6586963534355164, 'Y': 0.5979102253913879, 'Z': -0.04505976662039757}, {'X': 0.657733678817749, 'Y': 0.5001955628395081, 'Z': -0.04866025969386101}, {'X': 0.653618335723877, 'Y': 0.44329723715782166, 'Z': -0.05980408564209938}, {'X': 0.6425501108169556, 'Y': 0.38590705394744873, 'Z': -0.07787515968084335}]
[{'X': 0.5940353274345398, 'Y': 0.816149115562439, 'Z': -0.00014948846364859492}, {'X': 0.5182377696037292, 'Y': 0.7943892478942871, 'Z': -0.018306702375411987}, {'X': 0.46145445108413696, 'Y': 0.7025799751281738, 'Z': -0.02010175585746765}, {'X': 0.43947160243988037, 'Y': 0.6195348501205444, 'Z': -0.02481580339372158}, {'X': 0.41975343227386475, 'Y': 0.5593540072441101, 'Z': -0.030950944870710373}, {'X': 0.5164526700973511, 'Y': 0.592342734336853, 'Z': 0.024050839245319366}, {'X': 0.4957476854324341, 'Y': 0.4812467396259308, 'Z': 0.01236047875136137}, {'X': 0.48358461260795593, 'Y': 0.4414660334587097, 'Z': -0.004934203345328569}, {'X': 0.47047311067581177, 'Y': 0.4122287929058075, 'Z': -0.025030605494976044}, {'X': 0.5647897124290466, 'Y': 0.5798496007919312, 'Z': 0.0041793216951191425}, {'X': 0.5483913421630859, 'Y': 0.5428661108016968, 'Z': -0.0854308232665062}, {'X': 0.5476608276367188, 'Y': 0.6254370212554932, 'Z': -0.12199799716472626}, {'X': 0.5419554114341736, 'Y': 0.690962553024292, 'Z': -0.11962678283452988}, {'X': 0.6121838688850403, 'Y': 0.582544207572937, 'Z': -0.020724555477499962}, {'X': 0.6017540097236633, 'Y': 0.5035601258277893, 'Z': -0.06412100046873093}, {'X': 0.5919899940490723, 'Y': 0.4759151339530945, 'Z': -0.08927613496780396}, {'X': 0.5755136609077454, 'Y': 0.4500073492527008, 'Z': -0.10628429800271988}, {'X': 0.6592683792114258, 'Y': 0.5963337421417236, 'Z': -0.04930394887924194}, {'X': 0.6595121026039124, 'Y': 0.4992721378803253, 'Z': -0.0571233406662941}, {'X': 0.6559545993804932, 'Y': 0.44246694445610046, 'Z': -0.07003771513700485}, {'X': 0.6446864008903503, 'Y': 0.3856033980846405, 'Z': -0.08880297839641571}]
[{'X': 0.587235689163208, 'Y': 0.8176171183586121, 'Z': -0.0001540317462058738}, {'X': 0.5141236186027527, 'Y': 0.7921785712242126, 'Z': -0.018681121990084648}, {'X': 0.4598360061645508, 'Y': 0.698794424533844, 'Z': -0.02165379747748375}, {'X': 0.43911290168762207, 'Y': 0.6154540777206421, 'Z': -0.028331318870186806}, {'X': 0.4238446056842804, 'Y': 0.5564233064651489, 'Z': -0.03834642842411995}, {'X': 0.5196969509124756, 'Y': 0.5899074077606201, 'Z': 0.027830103412270546}, {'X': 0.5008619427680969, 'Y': 0.4802054762840271, 'Z': 0.01560509204864502}, {'X': 0.48778027296066284, 'Y': 0.4425949454307556, 'Z': -0.0018239737255498767}, {'X': 0.47347575426101685, 'Y': 0.4145616292953491, 'Z': -0.02044072188436985}, {'X': 0.5670835971832275, 'Y': 0.5802099108695984, 'Z': 0.0055938768200576305}, {'X': 0.5505580306053162, 'Y': 0.5442556738853455, 'Z': -0.08756980299949646}, {'X': 0.5474179983139038, 'Y': 0.6289395689964294, 'Z': -0.12450417131185532}, {'X': 0.5392041802406311, 'Y': 0.6935005187988281, 'Z': -0.11947336792945862}, {'X': 0.6136496067047119, 'Y': 0.584835410118103, 'Z': -0.022477030754089355}, {'X': 0.6046177744865417, 'Y': 0.5057117938995361, 'Z': -0.06358115375041962}, {'X': 0.5955565571784973, 'Y': 0.4751499891281128, 'Z': -0.08798588812351227}, {'X': 0.5791636109352112, 'Y': 0.44320163130760193, 'Z': -0.10478129982948303}, {'X': 0.6603317856788635, 'Y': 0.5999231338500977, 'Z': -0.055181972682476044}, {'X': 0.6623384952545166, 'Y': 0.5021599531173706, 'Z': -0.06295493990182877}, {'X': 0.6596797704696655, 'Y': 0.44629499316215515, 'Z': -0.0761633813381195}, {'X': 0.6495802998542786, 'Y': 0.39046168327331543, 'Z': -0.09408754855394363}]
[{'X': 0.5882771015167236, 'Y': 0.8232055902481079, 'Z': -0.00016195567150134593}, {'X': 0.5158767104148865, 'Y': 0.7941646575927734, 'Z': -0.012027005665004253}, {'X': 0.4626498818397522, 'Y': 0.6990119218826294, 'Z': -0.012726636603474617}, {'X': 0.44026416540145874, 'Y': 0.6168985962867737, 'Z': -0.020685944706201553}, {'X': 0.42288392782211304, 'Y': 0.5569033622741699, 'Z': -0.033279988914728165}, {'X': 0.5217841863632202, 'Y': 0.5887241959571838, 'Z': 0.03909120336174965}, {'X': 0.5023195147514343, 'Y': 0.4796088933944702, 'Z': 0.03272642195224762}, {'X': 0.4883846640586853, 'Y': 0.442589670419693, 'Z': 0.018694614991545677}, {'X': 0.474401593208313, 'Y': 0.41538456082344055, 'Z': 0.0011470132740214467}, {'X': 0.5684607625007629, 'Y': 0.5802236199378967, 'Z': 0.012020545080304146}, {'X': 0.5500762462615967, 'Y': 0.5386934876441956, 'Z': -0.07958539575338364}, {'X': 0.5462000370025635, 'Y': 0.6261712312698364, 'Z': -0.11833573132753372}, {'X': 0.5384065508842468, 'Y': 0.6924959421157837, 'Z': -0.11457406729459763}, {'X': 0.6142429113388062, 'Y': 0.584844708442688, 'Z': -0.019691914319992065}, {'X': 0.6046753525733948, 'Y': 0.5017275810241699, 'Z': -0.057035576552152634}, {'X': 0.5949257016181946, 'Y': 0.47034767270088196, 'Z': -0.08041514456272125}, {'X': 0.5787594318389893, 'Y': 0.4376639127731323, 'Z': -0.09691937267780304}, {'X': 0.6607953310012817, 'Y': 0.6007300615310669, 'Z': -0.05567225068807602}, {'X': 0.6631234884262085, 'Y': 0.5006549954414368, 'Z': -0.060882553458213806}, {'X': 0.6600111722946167, 'Y': 0.4447171688079834, 'Z': -0.07264351099729538}, {'X': 0.6499607563018799, 'Y': 0.38985520601272583, 'Z': -0.08960987627506256}]
[{'X': 0.5912454724311829, 'Y': 0.8212220668792725, 'Z': -0.00015421156422235072}, {'X': 0.5159488916397095, 'Y': 0.795261025428772, 'Z': -0.008802919648587704}, {'X': 0.4615342617034912, 'Y': 0.6981780529022217, 'Z': -0.006904979236423969}, {'X': 0.43973013758659363, 'Y': 0.6144465804100037, 'Z': -0.012976467609405518}, {'X': 0.4230729341506958, 'Y': 0.553399384021759, 'Z': -0.022248607128858566}, {'X': 0.5221784710884094, 'Y': 0.5884840488433838, 'Z': 0.050681717693805695}, {'X': 0.49957385659217834, 'Y': 0.4776328206062317, 'Z': 0.054971471428871155}, {'X': 0.48457539081573486, 'Y': 0.43966978788375854, 'Z': 0.04969156160950661}, {'X': 0.472184419631958, 'Y': 0.41222700476646423, 'Z': 0.03610091656446457}, {'X': 0.5683180093765259, 'Y': 0.5807468891143799, 'Z': 0.024395953863859177}, {'X': 0.5541303157806396, 'Y': 0.5363088846206665, 'Z': -0.05854992941021919}, {'X': 0.5490826964378357, 'Y': 0.6228253245353699, 'Z': -0.09746714681386948}, {'X': 0.5404981374740601, 'Y': 0.6845159530639648, 'Z': -0.0922779068350792}, {'X': 0.6131967902183533, 'Y': 0.5827642679214478, 'Z': -0.005671842489391565}, {'X': 0.6126604676246643, 'Y': 0.4952092170715332, 'Z': -0.03233480453491211}, {'X': 0.6098167896270752, 'Y': 0.4589833617210388, 'Z': -0.05071623623371124}, {'X': 0.6002675890922546, 'Y': 0.41799837350845337, 'Z': -0.06276512145996094}, {'X': 0.6589782238006592, 'Y': 0.5964423418045044, 'Z': -0.04010113328695297}, {'X': 0.6631006002426147, 'Y': 0.49702733755111694, 'Z': -0.043533578515052795}, {'X': 0.6613229513168335, 'Y': 0.4439584016799927, 'Z': -0.05512271076440811}, {'X': 0.6530925035476685, 'Y': 0.3899191617965698, 'Z': -0.0689646303653717}]
[{'X': 0.6083071231842041, 'Y': 0.8278655409812927, 'Z': -0.000172242391272448}, {'X': 0.5197652578353882, 'Y': 0.8102898597717285, 'Z': -0.016087189316749573}, {'X': 0.45907673239707947, 'Y': 0.712005615234375, 'Z': -0.020736942067742348}, {'X': 0.43408817052841187, 'Y': 0.6218206286430359, 'Z': -0.03390607610344887}, {'X': 0.4259275197982788, 'Y': 0.5591083765029907, 'Z': -0.041115134954452515}, {'X': 0.5115327835083008, 'Y': 0.5928352475166321, 'Z': 0.03429083898663521}, {'X': 0.49165022373199463, 'Y': 0.47108158469200134, 'Z': 0.029094140976667404}, {'X': 0.475944846868515, 'Y': 0.42349570989608765, 'Z': 0.021497253328561783}, {'X': 0.4644118845462799, 'Y': 0.3860650658607483, 'Z': 0.011986929923295975}, {'X': 0.5629186034202576, 'Y': 0.5868038535118103, 'Z': 0.009728744626045227}, {'X': 0.547113835811615, 'Y': 0.5044982433319092, 'Z': -0.0705467090010643}, {'X': 0.5428847670555115, 'Y': 0.570166289806366, 'Z': -0.1235981434583664}, {'X': 0.5421004295349121, 'Y': 0.6221373081207275, 'Z': -0.12339281290769577}, {'X': 0.6132484674453735, 'Y': 0.5891284346580505, 'Z': -0.017083706334233284}, {'X': 0.6124681234359741, 'Y': 0.48257744312286377, 'Z': -0.04252294823527336}, {'X': 0.612758219242096, 'Y': 0.43004924058914185, 'Z': -0.0696311667561531}, {'X': 0.612986147403717, 'Y': 0.3707059621810913, 'Z': -0.08319269865751266}, {'X': 0.6648182272911072, 'Y': 0.60304194688797, 'Z': -0.04809064790606499}, {'X': 0.6681745052337646, 'Y': 0.5000122785568237, 'Z': -0.05854348838329315}, {'X': 0.666614294052124, 'Y': 0.4432896673679352, 'Z': -0.07640914618968964}, {'X': 0.6640703082084656, 'Y': 0.3850652575492859, 'Z': -0.08516012877225876}]
[{'X': 0.6136636734008789, 'Y': 0.820076584815979, 'Z': -0.00013800246233586222}, {'X': 0.5233157873153687, 'Y': 0.8093241453170776, 'Z': -0.029912875965237617}, {'X': 0.4551953077316284, 'Y': 0.713870644569397, 'Z': -0.038183681666851044}, {'X': 0.4286520481109619, 'Y': 0.621846616268158, 'Z': -0.05247468501329422}, {'X': 0.41729438304901123, 'Y': 0.557876467704773, 'Z': -0.061976108700037}, {'X': 0.509207546710968, 'Y': 0.5939002633094788, 'Z': 0.014296973124146461}, {'X': 0.4900115728378296, 'Y': 0.46766892075538635, 'Z': 0.014730793423950672}, {'X': 0.4694398045539856, 'Y': 0.40886983275413513, 'Z': 0.01365398894995451}, {'X': 0.45245957374572754, 'Y': 0.36169660091400146, 'Z': 0.010463488288223743}, {'X': 0.5637575387954712, 'Y': 0.576920747756958, 'Z': 0.0037419109139591455}, {'X': 0.5464715957641602, 'Y': 0.487242192029953, 'Z': -0.019485225901007652}, {'X': 0.5250545144081116, 'Y': 0.4703671932220459, 'Z': -0.053582385182380676}, {'X': 0.5112265944480896, 'Y': 0.46878814697265625, 'Z': -0.06751640886068344}, {'X': 0.6150937080383301, 'Y': 0.5767032504081726, 'Z': -0.009752962738275528}, {'X': 0.6217633485794067, 'Y': 0.4735746681690216, 'Z': -0.013226750306785107}, {'X': 0.6218885183334351, 'Y': 0.39726752042770386, 'Z': -0.04099403694272041}, {'X': 0.6231216788291931, 'Y': 0.3289449214935303, 'Z': -0.06288210302591324}, {'X': 0.6668978929519653, 'Y': 0.5945428013801575, 'Z': -0.02764333412051201}, {'X': 0.6802920699119568, 'Y': 0.49585676193237305, 'Z': -0.037679273635149}, {'X': 0.682062029838562, 'Y': 0.4329492747783661, 'Z': -0.04952419549226761}, {'X': 0.6799442768096924, 'Y': 0.3680155873298645, 'Z': -0.05524972081184387}]
