[{'X': 0.7176927328109741, 'Y': 0.913440465927124, 'Z': -7.8111159382388e-05}, {'X': 0.6122658848762512, 'Y': 0.8578459620475769, 'Z': 0.009792143478989601}, {'X': 0.564183235168457, 'Y': 0.7079445719718933, 'Z': 0.032070521265268326}, {'X': 0.5517448782920837, 'Y': 0.5851460695266724, 'Z': 0.03735437989234924}, {'X': 0.5294288396835327, 'Y': 0.5083906650543213, 'Z': 0.04932985082268715}, {'X': 0.6348409652709961, 'Y': 0.5391764640808105, 'Z': 0.06975218653678894}, {'X': 0.6351661682128906, 'Y': 0.3824968636035919, 'Z': 0.07919663190841675}, {'X': 0.6384714841842651, 'Y': 0.2952997088432312, 'Z': 0.09224256128072739}, {'X': 0.6430827379226685, 'Y': 0.22583919763565063, 'Z': 0.0972047746181488}, {'X': 0.6925938725471497, 'Y': 0.5307202339172363, 'Z': 0.035862475633621216}, {'X': 0.6974657773971558, 'Y': 0.3573148846626282, 'Z': 0.04960545152425766}, {'X': 0.6973105669021606, 'Y': 0.2606656551361084, 'Z': 0.0414070263504982}, {'X': 0.6999213099479675, 'Y': 0.1853000521659851, 'Z': 0.03818387910723686}, {'X': 0.7452790141105652, 'Y': 0.551536500453949, 'Z': -0.0027680674102157354}, {'X': 0.7541274428367615, 'Y': 0.39357611536979675, 'Z': -0.0031926988158375025}, {'X': 0.7550978660583496, 'Y': 0.30077484250068665, 'Z': -0.01681600883603096}, {'X': 0.7538098096847534, 'Y': 0.22296026349067688, 'Z': -0.03256329149007797}, {'X': 0.7993948459625244, 'Y': 0.5992249250411987, 'Z': -0.04302350431680679}, {'X': 0.802761435508728, 'Y': 0.4680890738964081, 'Z': -0.06188631430268288}, {'X': 0.8022065162658691, 'Y': 0.38995712995529175, 'Z': -0.08432772010564804}, {'X': 0.7989012002944946, 'Y': 0.3105660080909729, 'Z': -0.09862548857927322}]
[{'X': 0.7393101453781128, 'Y': 0.8461718559265137, 'Z': -0.00013445485092233866}, {'X': 0.6470149755477905, 'Y': 0.7822252511978149, 'Z': 0.0627964586019516}, {'X': 0.6235836148262024, 'Y': 0.6661936640739441, 'Z': 0.12117438018321991}, {'X': 0.6157074570655823, 'Y': 0.5855618119239807, 'Z': 0.15234151482582092}, {'X': 0.6058201789855957, 'Y': 0.5251152515411377, 'Z': 0.17632541060447693}, {'X': 0.7033258080482483, 'Y': 0.5795705318450928, 'Z': 0.1994655281305313}, {'X': 0.7034361958503723, 'Y': 0.48535245656967163, 'Z': 0.21632520854473114}, {'X': 0.6836552619934082, 'Y': 0.47443798184394836, 'Z': 0.18817061185836792}, {'X': 0.6714205741882324, 'Y': 0.4905124604701996, 'Z': 0.1646580696105957}, {'X': 0.7404391169548035, 'Y': 0.5617789626121521, 'Z': 0.15586015582084656}, {'X': 0.7518287897109985, 'Y': 0.44045600295066833, 'Z': 0.20504187047481537}, {'X': 0.7429128885269165, 'Y': 0.3641435503959656, 'Z': 0.19916176795959473}, {'X': 0.7357934713363647, 'Y': 0.307873010635376, 'Z': 0.19097885489463806}, {'X': 0.7768585085868835, 'Y': 0.5625603795051575, 'Z': 0.09929455816745758}, {'X': 0.7869632840156555, 'Y': 0.43963325023651123, 'Z': 0.13212117552757263}, {'X': 0.7773029804229736, 'Y': 0.3661538362503052, 'Z': 0.1350032389163971}, {'X': 0.7675577998161316, 'Y': 0.3114619553089142, 'Z': 0.13272716104984283}, {'X': 0.81281578540802, 'Y': 0.5799598693847656, 'Z': 0.043006278574466705}, {'X': 0.8224654793739319, 'Y': 0.4748893976211548, 'Z': 0.057665690779685974}, {'X': 0.8211416006088257, 'Y': 0.4132675528526306, 'Z': 0.07204613089561462}, {'X': 0.8192378282546997, 'Y': 0.3564152121543884, 'Z': 0.08211235702037811}]
[{'X': 0.7367264628410339, 'Y': 0.8630709648132324, 'Z': -0.0001416573504684493}, {'X': 0.6431187987327576, 'Y': 0.792235255241394, 'Z': 0.060656629502773285}, {'X': 0.6136339902877808, 'Y': 0.673596203327179, 'Z': 0.11159779876470566}, {'X': 0.6047546863555908, 'Y': 0.5870229005813599, 'Z': 0.13802263140678406}, {'X': 0.6020159125328064, 'Y': 0.5243414044380188, 'Z': 0.1631728857755661}, {'X': 0.6966410875320435, 'Y': 0.5733474493026733, 'Z': 0.18279562890529633}, {'X': 0.690554141998291, 'Y': 0.4771125316619873, 'Z': 0.1958748996257782}, {'X': 0.671796441078186, 'Y': 0.47666189074516296, 'Z': 0.16932402551174164}, {'X': 0.6613866090774536, 'Y': 0.4958762526512146, 'Z': 0.1498858779668808}, {'X': 0.7369447350502014, 'Y': 0.5557509064674377, 'Z': 0.13849535584449768}, {'X': 0.7470917105674744, 'Y': 0.42568063735961914, 'Z': 0.19047684967517853}, {'X': 0.7389750480651855, 'Y': 0.35332274436950684, 'Z': 0.19101473689079285}, {'X': 0.7325037121772766, 'Y': 0.29699549078941345, 'Z': 0.18514852225780487}, {'X': 0.7754286527633667, 'Y': 0.5591850876808167, 'Z': 0.08453836292028427}, {'X': 0.7848296761512756, 'Y': 0.4277687072753906, 'Z': 0.12391691654920578}, {'X': 0.7779792547225952, 'Y': 0.35161691904067993, 'Z': 0.1324666440486908}, {'X': 0.7700524926185608, 'Y': 0.2907811999320984, 'Z': 0.13293027877807617}, {'X': 0.8120867013931274, 'Y': 0.5831243991851807, 'Z': 0.0279726330190897}, {'X': 0.819121778011322, 'Y': 0.4733039140701294, 'Z': 0.04807133972644806}, {'X': 0.815098226070404, 'Y': 0.4107550084590912, 'Z': 0.06310930848121643}, {'X': 0.8104948997497559, 'Y': 0.35395801067352295, 'Z': 0.07308453321456909}]
[{'X': 0.733336865901947, 'Y': 0.8625521063804626, 'Z': -0.00015314911433961242}, {'X': 0.6448694467544556, 'Y': 0.798722505569458, 'Z': 0.05802077800035477}, {'X': 0.6175856590270996, 'Y': 0.6773393154144287, 'Z': 0.10528236627578735}, {'X': 0.6076990962028503, 'Y': 0.5927802324295044, 'Z': 0.12656283378601074}, {'X': 0.6029452681541443, 'Y': 0.5307469964027405, 'Z': 0.1438487321138382}, {'X': 0.6957194209098816, 'Y': 0.5750106573104858, 'Z': 0.18691062927246094}, {'X': 0.6917627453804016, 'Y': 0.4785361588001251, 'Z': 0.19647963345050812}, {'X': 0.6713514924049377, 'Y': 0.4784286618232727, 'Z': 0.16376513242721558}, {'X': 0.6600531339645386, 'Y': 0.5042537450790405, 'Z': 0.1394888311624527}, {'X': 0.7352768182754517, 'Y': 0.5572984218597412, 'Z': 0.14137962460517883}, {'X': 0.7466477155685425, 'Y': 0.4316949248313904, 'Z': 0.18882356584072113}, {'X': 0.7355740070343018, 'Y': 0.36515408754348755, 'Z': 0.18642514944076538}, {'X': 0.724028468132019, 'Y': 0.3186599016189575, 'Z': 0.1833209991455078}, {'X': 0.7737945318222046, 'Y': 0.560870349407196, 'Z': 0.08438446372747421}, {'X': 0.7875587940216064, 'Y': 0.4305350184440613, 'Z': 0.11841577291488647}, {'X': 0.7785480618476868, 'Y': 0.3573331832885742, 'Z': 0.12250214070081711}, {'X': 0.7676296830177307, 'Y': 0.3005674183368683, 'Z': 0.12300921976566315}, {'X': 0.8110188245773315, 'Y': 0.5846763253211975, 'Z': 0.024933256208896637}, {'X': 0.8196819424629211, 'Y': 0.4731038808822632, 'Z': 0.04271305352449417}, {'X': 0.8172891139984131, 'Y': 0.4104401469230652, 'Z': 0.05763591080904007}, {'X': 0.8140153288841248, 'Y': 0.35226869583129883, 'Z': 0.06869994103908539}]
[{'X': 0.7356733083724976, 'Y': 0.8654000759124756, 'Z': -0.0001590279716765508}, {'X': 0.644275426864624, 'Y': 0.7988907098770142, 'Z': 0.05421565845608711}, {'X': 0.6150371432304382, 'Y': 0.673311710357666, 'Z': 0.10584208369255066}, {'X': 0.6055495142936707, 'Y': 0.5855191349983215, 'Z': 0.1328532099723816}, {'X': 0.6021265983581543, 'Y': 0.523566484451294, 'Z': 0.15770679712295532}, {'X': 0.6933856010437012, 'Y': 0.574099063873291, 'Z': 0.188338965177536}, {'X': 0.6903501749038696, 'Y': 0.4757111370563507, 'Z': 0.19751222431659698}, {'X': 0.6718267798423767, 'Y': 0.4740719795227051, 'Z': 0.1655917465686798}, {'X': 0.661216139793396, 'Y': 0.4967420697212219, 'Z': 0.1416301280260086}, {'X': 0.7318235039710999, 'Y': 0.5565000772476196, 'Z': 0.14560088515281677}, {'X': 0.7416918277740479, 'Y': 0.42809271812438965, 'Z': 0.19213925302028656}, {'X': 0.7307459712028503, 'Y': 0.36331576108932495, 'Z': 0.18750996887683868}, {'X': 0.7202022075653076, 'Y': 0.31884992122650146, 'Z': 0.18159237504005432}, {'X': 0.7701478600502014, 'Y': 0.5593395829200745, 'Z': 0.09061438590288162}, {'X': 0.7813243269920349, 'Y': 0.4284060597419739, 'Z': 0.12318998575210571}, {'X': 0.7744613885879517, 'Y': 0.35294991731643677, 'Z': 0.12439429014921188}, {'X': 0.7649920582771301, 'Y': 0.2932162880897522, 'Z': 0.12264688313007355}, {'X': 0.8077345490455627, 'Y': 0.5837326049804688, 'Z': 0.03368964046239853}, {'X': 0.8168835639953613, 'Y': 0.4769199788570404, 'Z': 0.04995638132095337}, {'X': 0.8175601959228516, 'Y': 0.41318756341934204, 'Z': 0.06328734755516052}, {'X': 0.8169058561325073, 'Y': 0.35107171535491943, 'Z': 0.07279596477746964}]
[{'X': 0.7379150390625, 'Y': 0.8676702976226807, 'Z': -0.0001527932472527027}, {'X': 0.6476962566375732, 'Y': 0.8021551370620728, 'Z': 0.04489041864871979}, {'X': 0.6148089170455933, 'Y': 0.6791498064994812, 'Z': 0.08746685832738876}, {'X': 0.6050595045089722, 'Y': 0.5891137719154358, 'Z': 0.10824424028396606}, {'X': 0.6020231246948242, 'Y': 0.5237311124801636, 'Z': 0.12710048258304596}, {'X': 0.6891543865203857, 'Y': 0.5735710263252258, 'Z': 0.16358815133571625}, {'X': 0.6861276626586914, 'Y': 0.4754040539264679, 'Z': 0.17100517451763153}, {'X': 0.6715332865715027, 'Y': 0.47631022334098816, 'Z': 0.13892745971679688}, {'X': 0.6650137901306152, 'Y': 0.49971234798431396, 'Z': 0.11614973843097687}, {'X': 0.7297330498695374, 'Y': 0.5556854009628296, 'Z': 0.12536558508872986}, {'X': 0.7404048442840576, 'Y': 0.42785292863845825, 'Z': 0.17504101991653442}, {'X': 0.7345356345176697, 'Y': 0.35998183488845825, 'Z': 0.17463891208171844}, {'X': 0.7297043204307556, 'Y': 0.31183913350105286, 'Z': 0.16873520612716675}, {'X': 0.7686309218406677, 'Y': 0.5591139197349548, 'Z': 0.07654859870672226}, {'X': 0.7772846817970276, 'Y': 0.4314441382884979, 'Z': 0.11150116473436356}, {'X': 0.7728177309036255, 'Y': 0.3583701252937317, 'Z': 0.11592567712068558}, {'X': 0.7661848664283752, 'Y': 0.30152153968811035, 'Z': 0.11376392841339111}, {'X': 0.8071600198745728, 'Y': 0.5834771990776062, 'Z': 0.024785855785012245}, {'X': 0.8141141533851624, 'Y': 0.47644197940826416, 'Z': 0.04196162149310112}, {'X': 0.8129844069480896, 'Y': 0.4141710102558136, 'Z': 0.05552387237548828}, {'X': 0.8109197020530701, 'Y': 0.35602617263793945, 'Z': 0.06361410766839981}]
[{'X': 0.7331984639167786, 'Y': 0.8647577166557312, 'Z': -0.00015898350102361292}, {'X': 0.6460723280906677, 'Y': 0.7985191941261292, 'Z': 0.04769358038902283}, {'X': 0.6150438189506531, 'Y': 0.6761365532875061, 'Z': 0.0916486456990242}, {'X': 0.6031583547592163, 'Y': 0.58748859167099, 'Z': 0.112725168466568}, {'X': 0.598138689994812, 'Y': 0.5216192603111267, 'Z': 0.1327688843011856}, {'X': 0.6908817291259766, 'Y': 0.5671749711036682, 'Z': 0.16684158146381378}, {'X': 0.6860269904136658, 'Y': 0.46982377767562866, 'Z': 0.17357471585273743}, {'X': 0.6692969799041748, 'Y': 0.4700321555137634, 'Z': 0.14055825769901276}, {'X': 0.6604899764060974, 'Y': 0.49167919158935547, 'Z': 0.11841683089733124}, {'X': 0.7315057516098022, 'Y': 0.5497589111328125, 'Z': 0.1267036348581314}, {'X': 0.7413113117218018, 'Y': 0.42111527919769287, 'Z': 0.17433536052703857}, {'X': 0.7329360842704773, 'Y': 0.35519522428512573, 'Z': 0.17152971029281616}, {'X': 0.7257605791091919, 'Y': 0.3081616163253784, 'Z': 0.16439715027809143}, {'X': 0.7703167796134949, 'Y': 0.5545622110366821, 'Z': 0.07659773528575897}, {'X': 0.7802003026008606, 'Y': 0.4246940016746521, 'Z': 0.10952958464622498}, {'X': 0.7747504711151123, 'Y': 0.3505706489086151, 'Z': 0.11164970695972443}, {'X': 0.7674237489700317, 'Y': 0.2918394207954407, 'Z': 0.10900445282459259}, {'X': 0.808490514755249, 'Y': 0.5813040733337402, 'Z': 0.023780766874551773}, {'X': 0.815471887588501, 'Y': 0.47223564982414246, 'Z': 0.0387033112347126}, {'X': 0.8131625056266785, 'Y': 0.40877005457878113, 'Z': 0.050827931612730026}, {'X': 0.8098347187042236, 'Y': 0.348531037569046, 'Z': 0.059647273272275925}]
[{'X': 0.7348176836967468, 'Y': 0.8653521537780762, 'Z': -0.00016509913257323205}, {'X': 0.6456969380378723, 'Y': 0.7975583076477051, 'Z': 0.04852211847901344}, {'X': 0.6151819825172424, 'Y': 0.6757423877716064, 'Z': 0.09598924964666367}, {'X': 0.6055073738098145, 'Y': 0.5869420766830444, 'Z': 0.12066692113876343}, {'X': 0.6060629487037659, 'Y': 0.5248111486434937, 'Z': 0.1444951891899109}, {'X': 0.6913132667541504, 'Y': 0.5778148174285889, 'Z': 0.17795859277248383}, {'X': 0.6873522400856018, 'Y': 0.47791555523872375, 'Z': 0.18126295506954193}, {'X': 0.6688660383224487, 'Y': 0.47842374444007874, 'Z': 0.14183680713176727}, {'X': 0.6595933437347412, 'Y': 0.5046418309211731, 'Z': 0.11168406158685684}, {'X': 0.7318332195281982, 'Y': 0.5592500567436218, 'Z': 0.13882265985012054}, {'X': 0.7432945370674133, 'Y': 0.4304993748664856, 'Z': 0.18669064342975616}, {'X': 0.7365434765815735, 'Y': 0.35691553354263306, 'Z': 0.18173588812351227}, {'X': 0.7287755608558655, 'Y': 0.3035809099674225, 'Z': 0.17499686777591705}, {'X': 0.7715721726417542, 'Y': 0.562063992023468, 'Z': 0.08677849918603897}, {'X': 0.7815369367599487, 'Y': 0.431069016456604, 'Z': 0.11849480122327805}, {'X': 0.7750453352928162, 'Y': 0.355454683303833, 'Z': 0.1214854046702385}, {'X': 0.7662979364395142, 'Y': 0.2960565388202667, 'Z': 0.12223398685455322}, {'X': 0.8104719519615173, 'Y': 0.5851579308509827, 'Z': 0.03250591456890106}, {'X': 0.8169928193092346, 'Y': 0.4769856929779053, 'Z': 0.04758472368121147}, {'X': 0.8158489465713501, 'Y': 0.4142736792564392, 'Z': 0.06234117969870567}, {'X': 0.8134349584579468, 'Y': 0.3551311492919922, 'Z': 0.0752948522567749}]
[{'X': 0.7295538783073425, 'Y': 0.8612271547317505, 'Z': -0.00017403635138180107}, {'X': 0.6391545534133911, 'Y': 0.7950670719146729, 'Z': 0.0535116009414196}, {'X': 0.6129044890403748, 'Y': 0.6735320091247559, 'Z': 0.10136055201292038}, {'X': 0.6045376658439636, 'Y': 0.5879245400428772, 'Z': 0.12506887316703796}, {'X': 0.6009027361869812, 'Y': 0.525003969669342, 'Z': 0.14503464102745056}, {'X': 0.6918774247169495, 'Y': 0.571543276309967, 'Z': 0.17739951610565186}, {'X': 0.6882141828536987, 'Y': 0.4725608825683594, 'Z': 0.18084189295768738}, {'X': 0.6687811613082886, 'Y': 0.47532525658607483, 'Z': 0.14190369844436646}, {'X': 0.6580460071563721, 'Y': 0.5045030117034912, 'Z': 0.11342097818851471}, {'X': 0.7309661507606506, 'Y': 0.5550763010978699, 'Z': 0.13473433256149292}, {'X': 0.7425001263618469, 'Y': 0.4291467070579529, 'Z': 0.17761577665805817}, {'X': 0.7341591119766235, 'Y': 0.36070913076400757, 'Z': 0.16937118768692017}, {'X': 0.7251737713813782, 'Y': 0.3121921122074127, 'Z': 0.16072602570056915}, {'X': 0.7701131701469421, 'Y': 0.5607665777206421, 'Z': 0.07986977696418762}, {'X': 0.7827940583229065, 'Y': 0.43048155307769775, 'Z': 0.10947617143392563}, {'X': 0.7750626802444458, 'Y': 0.355214387178421, 'Z': 0.10941246896982193}, {'X': 0.7653045058250427, 'Y': 0.29579782485961914, 'Z': 0.10676852613687515}, {'X': 0.8093485832214355, 'Y': 0.5878936648368835, 'Z': 0.02336522564291954}, {'X': 0.8184676170349121, 'Y': 0.47970885038375854, 'Z': 0.03807266801595688}, {'X': 0.8173958659172058, 'Y': 0.41590601205825806, 'Z': 0.04966786503791809}, {'X': 0.8156989216804504, 'Y': 0.3545369505882263, 'Z': 0.05867748707532883}]
[{'X': 0.727977454662323, 'Y': 0.854361891746521, 'Z': -0.00018066418124362826}, {'X': 0.6383674740791321, 'Y': 0.7916343808174133, 'Z': 0.06090102344751358}, {'X': 0.613551139831543, 'Y': 0.6728104948997498, 'Z': 0.11470790952444077}, {'X': 0.6063408255577087, 'Y': 0.5906792879104614, 'Z': 0.14202089607715607}, {'X': 0.6038832068443298, 'Y': 0.5276463627815247, 'Z': 0.163357213139534}, {'X': 0.6949582695960999, 'Y': 0.5733726024627686, 'Z': 0.18622374534606934}, {'X': 0.6943622827529907, 'Y': 0.47384923696517944, 'Z': 0.1926603615283966}, {'X': 0.6730877757072449, 'Y': 0.4687209129333496, 'Z': 0.15467128157615662}, {'X': 0.661637544631958, 'Y': 0.49327364563941956, 'Z': 0.12337374687194824}, {'X': 0.7324531674385071, 'Y': 0.558519721031189, 'Z': 0.14100338518619537}, {'X': 0.7465953230857849, 'Y': 0.43281465768814087, 'Z': 0.18304704129695892}, {'X': 0.737993061542511, 'Y': 0.3561674952507019, 'Z': 0.17313313484191895}, {'X': 0.7305253744125366, 'Y': 0.2991650104522705, 'Z': 0.1614450216293335}, {'X': 0.7698987722396851, 'Y': 0.5646403431892395, 'Z': 0.0829000398516655}, {'X': 0.7848302125930786, 'Y': 0.437317430973053, 'Z': 0.10936536639928818}, {'X': 0.7758899927139282, 'Y': 0.36050206422805786, 'Z': 0.10550978034734726}, {'X': 0.7666808366775513, 'Y': 0.3017215132713318, 'Z': 0.0989202931523323}, {'X': 0.8069636225700378, 'Y': 0.5903006792068481, 'Z': 0.024936484172940254}, {'X': 0.8183454871177673, 'Y': 0.48276543617248535, 'Z': 0.03423679247498512}, {'X': 0.8173667192459106, 'Y': 0.4179151952266693, 'Z': 0.04231313616037369}, {'X': 0.8151016235351562, 'Y': 0.3583412170410156, 'Z': 0.04917067661881447}]
[{'X': 0.737303614616394, 'Y': 0.8677152395248413, 'Z': -0.0001597673399373889}, {'X': 0.6430975198745728, 'Y': 0.7983003854751587, 'Z': 0.047481320798397064}, {'X': 0.609400749206543, 'Y': 0.6801507472991943, 'Z': 0.09168839454650879}, {'X': 0.59799724817276, 'Y': 0.5912149548530579, 'Z': 0.11299949884414673}, {'X': 0.5949904322624207, 'Y': 0.5227689743041992, 'Z': 0.13356848061084747}, {'X': 0.6874421834945679, 'Y': 0.5788150429725647, 'Z': 0.1745082288980484}, {'X': 0.6859527826309204, 'Y': 0.4762895107269287, 'Z': 0.18484753370285034}, {'X': 0.6691480875015259, 'Y': 0.47372299432754517, 'Z': 0.15238605439662933}, {'X': 0.6593698859214783, 'Y': 0.49487680196762085, 'Z': 0.13007664680480957}, {'X': 0.7299978137016296, 'Y': 0.5606446862220764, 'Z': 0.1365133672952652}, {'X': 0.7436007857322693, 'Y': 0.43031901121139526, 'Z': 0.19179552793502808}, {'X': 0.7352889180183411, 'Y': 0.36024847626686096, 'Z': 0.19363795220851898}, {'X': 0.7269793748855591, 'Y': 0.31140366196632385, 'Z': 0.1889469027519226}, {'X': 0.7704416513442993, 'Y': 0.5620715618133545, 'Z': 0.08665668964385986}, {'X': 0.7808477282524109, 'Y': 0.4315575659275055, 'Z': 0.1285194605588913}, {'X': 0.7749984860420227, 'Y': 0.3556410074234009, 'Z': 0.13702034950256348}, {'X': 0.7670090198516846, 'Y': 0.2973470985889435, 'Z': 0.13785980641841888}, {'X': 0.8104059100151062, 'Y': 0.5819506645202637, 'Z': 0.03362048417329788}, {'X': 0.8167545795440674, 'Y': 0.4703962206840515, 'Z': 0.055902011692523956}, {'X': 0.8139849901199341, 'Y': 0.40662941336631775, 'Z': 0.07406558841466904}, {'X': 0.8110209703445435, 'Y': 0.3493077754974365, 'Z': 0.0866905078291893}]
[{'X': 0.734514594078064, 'Y': 0.860364556312561, 'Z': -0.00016971139120869339}, {'X': 0.6444472670555115, 'Y': 0.8013281226158142, 'Z': 0.045621756464242935}, {'X': 0.6121371984481812, 'Y': 0.6820460557937622, 'Z': 0.08931711316108704}, {'X': 0.5995835065841675, 'Y': 0.5930207967758179, 'Z': 0.11135527491569519}, {'X': 0.5958117842674255, 'Y': 0.5253966450691223, 'Z': 0.13092991709709167}, {'X': 0.689893901348114, 'Y': 0.5719587206840515, 'Z': 0.1678004115819931}, {'X': 0.6907163858413696, 'Y': 0.4683402180671692, 'Z': 0.16928084194660187}, {'X': 0.6720477938652039, 'Y': 0.469648540019989, 'Z': 0.1296645700931549}, {'X': 0.662070631980896, 'Y': 0.4982277452945709, 'Z': 0.1024741530418396}, {'X': 0.7287970185279846, 'Y': 0.5539869070053101, 'Z': 0.13000138103961945}, {'X': 0.7411105632781982, 'Y': 0.4230392277240753, 'Z': 0.171859011054039}, {'X': 0.7336591482162476, 'Y': 0.34893798828125, 'Z': 0.16005948185920715}, {'X': 0.7284652590751648, 'Y': 0.2943131923675537, 'Z': 0.14533275365829468}, {'X': 0.7673541307449341, 'Y': 0.5593195557594299, 'Z': 0.08109176903963089}, {'X': 0.7780994176864624, 'Y': 0.42824476957321167, 'Z': 0.10908670723438263}, {'X': 0.7720772624015808, 'Y': 0.35281088948249817, 'Z': 0.10461828112602234}, {'X': 0.7649050951004028, 'Y': 0.2944897413253784, 'Z': 0.09581372141838074}, {'X': 0.8063720464706421, 'Y': 0.5853915810585022, 'Z': 0.03033086657524109}, {'X': 0.8149936199188232, 'Y': 0.4765264391899109, 'Z': 0.04253289848566055}, {'X': 0.813879668712616, 'Y': 0.41217339038848877, 'Z': 0.0514136478304863}, {'X': 0.8117703199386597, 'Y': 0.3506062924861908, 'Z': 0.056840624660253525}]
[{'X': 0.7322532534599304, 'Y': 0.8705438375473022, 'Z': -0.00015615756274200976}, {'X': 0.6447605490684509, 'Y': 0.8061733245849609, 'Z': 0.03924345597624779}, {'X': 0.6114705204963684, 'Y': 0.6781580448150635, 'Z': 0.08290909975767136}, {'X': 0.6003419756889343, 'Y': 0.5855201482772827, 'Z': 0.10482969135046005}, {'X': 0.5991618037223816, 'Y': 0.5218244791030884, 'Z': 0.12595723569393158}, {'X': 0.6859993934631348, 'Y': 0.5707036852836609, 'Z': 0.164822056889534}, {'X': 0.6838095784187317, 'Y': 0.4689252972602844, 'Z': 0.16374318301677704}, {'X': 0.6686599254608154, 'Y': 0.46907153725624084, 'Z': 0.12347879260778427}, {'X': 0.6606575846672058, 'Y': 0.49462181329727173, 'Z': 0.09511743485927582}, {'X': 0.7264949679374695, 'Y': 0.5527002811431885, 'Z': 0.12762294709682465}, {'X': 0.7359435558319092, 'Y': 0.4222053289413452, 'Z': 0.1675923764705658}, {'X': 0.7271163463592529, 'Y': 0.3575989603996277, 'Z': 0.15512825548648834}, {'X': 0.7189884185791016, 'Y': 0.3145749568939209, 'Z': 0.14168749749660492}, {'X': 0.766309916973114, 'Y': 0.5572250485420227, 'Z': 0.07861968874931335}, {'X': 0.7756643295288086, 'Y': 0.42494240403175354, 'Z': 0.10528825223445892}, {'X': 0.7705045938491821, 'Y': 0.3505484461784363, 'Z': 0.1008894219994545}, {'X': 0.7627922296524048, 'Y': 0.29323509335517883, 'Z': 0.09327281266450882}, {'X': 0.8062607645988464, 'Y': 0.5837580561637878, 'Z': 0.026885371655225754}, {'X': 0.8132110834121704, 'Y': 0.4751942455768585, 'Z': 0.03989372402429581}, {'X': 0.8132485151290894, 'Y': 0.4102472960948944, 'Z': 0.05067573860287666}, {'X': 0.8119017481803894, 'Y': 0.34656867384910583, 'Z': 0.0575130432844162}]
[{'X': 0.7360473275184631, 'Y': 0.8601219654083252, 'Z': -0.00016143007087521255}, {'X': 0.6437172889709473, 'Y': 0.796939492225647, 'Z': 0.04745611920952797}, {'X': 0.6126565337181091, 'Y': 0.6787621974945068, 'Z': 0.08972003310918808}, {'X': 0.603812038898468, 'Y': 0.5906834006309509, 'Z': 0.11048898845911026}, {'X': 0.5985405445098877, 'Y': 0.5259089469909668, 'Z': 0.12843957543373108}, {'X': 0.6899994611740112, 'Y': 0.5731587409973145, 'Z': 0.1587466299533844}, {'X': 0.6898285746574402, 'Y': 0.47109144926071167, 'Z': 0.16951493918895721}, {'X': 0.6730915307998657, 'Y': 0.46915537118911743, 'Z': 0.1421205848455429}, {'X': 0.6643196940422058, 'Y': 0.48974812030792236, 'Z': 0.12122642993927002}, {'X': 0.7304836511611938, 'Y': 0.5566093921661377, 'Z': 0.12077490985393524}, {'X': 0.7418261766433716, 'Y': 0.42808276414871216, 'Z': 0.16984352469444275}, {'X': 0.7358198165893555, 'Y': 0.3530248999595642, 'Z': 0.16738973557949066}, {'X': 0.7328069806098938, 'Y': 0.2957339286804199, 'Z': 0.15832336246967316}, {'X': 0.7700328230857849, 'Y': 0.560502290725708, 'Z': 0.07280067354440689}, {'X': 0.7804707884788513, 'Y': 0.4335825443267822, 'Z': 0.10893992334604263}, {'X': 0.7770265936851501, 'Y': 0.35676848888397217, 'Z': 0.11221598833799362}, {'X': 0.7731395959854126, 'Y': 0.29448047280311584, 'Z': 0.10669749975204468}, {'X': 0.809123694896698, 'Y': 0.5842336416244507, 'Z': 0.022959796711802483}, {'X': 0.8170230388641357, 'Y': 0.47584640979766846, 'Z': 0.03818633034825325}, {'X': 0.816217839717865, 'Y': 0.41380804777145386, 'Z': 0.04961762949824333}, {'X': 0.8154515027999878, 'Y': 0.35687029361724854, 'Z': 0.05519266054034233}]
